Spout_wait,Spliters,Counters,Throughput+,Latency-
1000,2,3,3014.6,859.05
3,6,15,19391,182.76
1000,3,2,3145.2,895.01
10,4,12,19995,187.02
9,6,18,22063,161.93
5,5,2,12719,245.87
100,4,8,16940,195.91
10000,3,3,392.71,8358.5
5,3,16,19893,175.26
4,2,3,13479,243.11
10000,2,16,628.94,5072.2
7,6,5,16080,222.37
7,4,8,17128,208.42
6,1,15,15014,207.14
8,3,2,13259,238.38
100,2,18,19203,191.8
1,4,5,15173,254.59
100,2,17,18829,166.87
7,3,2,12993,247.2
6,6,4,15688,209.71
7,6,9,18573,185.3
4,6,5,15741,223.32
1000,5,4,3122.8,841.94
9,3,12,20720,183.96
100,1,10,14659,207.97
5,2,3,13744,249.61
10,1,12,14151,227.36
3,1,11,15143,199.7
10,2,12,17303,197.55
10,4,5,17027,194.44
10000,1,7,458.25,7869.6
2,3,10,18007,204.66
100,2,16,20312,168.15
6,3,13,19780,173.96
1,5,18,19409,194.12
1,1,8,13630,228.6
100,1,18,14237,226.72
1,3,18,18647,209.34
6,4,1,8935.8,332.06
10,3,17,21811,153.72
4,5,5,15577,216.81
1000,2,9,3056.3,857.09
9,5,17,22419,176.65
1,1,15,13164,244.6
6,2,13,19408,170.62
1,2,1,8587.7,377.76
8,2,7,17067,198.14
10,6,3,16316,193.64
8,5,18,20587,168.9
6,4,2,12985,247.85
