No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,0,1,2,1,0,13,4,187,-50,128,501,30,76,626,0.5,39.722,972.515
0,0,0,0,1.4,17,0.4,17,6,167,34,43,334,36.6,34,836,0.7,39.724,497.8181818
0,0,0,1,0.7,9,0.4,17,3,84,34,86,667,23.3,67,418,1.4,46.042,1306.346154
0,0,0,1,1,13,0.6,39,4,1,-50,128,751,30,26,0,1,42.498,632.2013488
1,0,0,0,1.4,9,0.4,17,3,84,34,86,667,23.3,67,418,1.4,47.372,1391.738272
1,0,0,0,0.7,17,0.4,34,3,167,34,86,667,23.3,34,418,1.4,47.337,1436.464286
1,0,0,0,0.7,9,0.8,17,6,167,34,86,667,23.3,67,418,1.4,47.519,1803.619048
1,0,0,0,0.7,9,0.8,34,6,167,34,86,334,36.6,67,836,0.7,42.061,417.6296296
0,0,0,1,0.7,9,0.8,17,3,167,34,43,667,36.6,67,836,1.4,41.979,440.31
0,0,0,1,1.4,17,0.8,34,6,167,-33,86,667,36.6,67,418,1.4,39.008,1452.685057
1,0,0,0,1.4,17,0.8,17,6,167,34,43,667,36.6,34,418,1.4,39.714,1160.069565
1,0,0,0,1.4,9,0.4,34,3,84,34,43,667,36.6,34,836,1.4,46.637,366.0416667
0,0,0,1,0.7,9,0.4,17,6,84,34,43,667,36.6,34,418,1.4,37.722,1139.153623
0,0,0,0,1.4,9,0.4,34,6,84,-33,86,667,36.6,34,418,1.4,37.339,1356.504527
0,0,0,1,0.7,17,0.4,34,3,84,-33,43,667,36.6,67,418,1.4,37.417,1087.704545
0,0,1,0,1.4,17,0.8,17,3,167,34,43,667,23.3,67,418,0.7,47.013,1515.346667
0,0,0,1,0.7,17,0.8,17,3,167,34,43,334,36.6,34,418,1.4,39.081,1121.107246
0,0,1,0,0.7,9,0.8,34,6,84,34,43,334,23.3,34,418,0.7,47.058,1830.305556
1,1,0,1,0.9,14,0,28,9,200,59,46,332,47.3,5,0,1.4,34.114,1594.983871
0,0,0,1,1.4,9,0.8,17,3,167,-33,86,667,36.6,67,836,0.7,40.689,502.9393939
0,1,0,0,0.7,9,0.8,34,3,167,34,43,334,23.3,34,418,0.7,47.119,5042.413468
0,0,0,0,0.7,9,0.8,34,3,84,-33,43,667,23.3,67,418,1.4,47.291,1567.592855
1,0,0,0,1.4,9,0.4,34,6,167,34,43,667,23.3,34,418,1.4,47.364,1858.726852
0,0,0,1,1.4,9,0.4,34,3,84,-33,43,667,36.6,34,418,1.4,37.349,1093.718182
0,0,0,1,1.4,9,0.4,34,3,167,34,43,667,23.3,34,418,0.7,45.931,1347.57037
1,0,0,0,1,3,0.6,23,3,1,0,4,250,23,40,0,2,48.419,2470.334694
0,0,1,0,1,3,0.6,23,0,40,0,0,250,23,40,0,1.4,46.989,1566.258065
0,0,0,1,1.4,17,0.4,17,6,84,34,43,334,36.6,67,836,1.4,40.422,402.7555556
0,0,1,0,0.7,9,0.4,17,3,167,34,86,334,23.3,34,418,1.4,45.934,1352.962963
0,0,0,0,1.4,9,0.8,17,3,84,-33,43,667,23.3,34,418,1.4,47.273,1530.534074
0,0,1,0,0.7,9,0.8,34,3,167,34,86,667,36.6,67,836,0.7,40.6,449.52
0,0,0,0,0.7,17,0.8,34,3,84,34,43,667,23.3,67,418,0.7,47.084,1422.975
0,0,1,0,1.4,9,0.4,34,6,167,-33,86,667,23.3,67,418,1.4,45.992,1872.389189
0,1,1,1,2,25,0,8,9,127,65,84,1,23.4,17,0,1.5,40.885,1412.227856
1,0,1,0,1,3,0.6,23,3,40,0,4,250,23,100,0,1.4,48.434,2468.212245
1,0,0,0,1.4,9,0.4,34,3,84,34,86,667,36.6,67,418,1.4,40.005,956.4947368
1,0,0,0,0.7,17,0.8,34,6,167,-33,86,334,36.6,34,418,1.4,40.054,1372.093827
1,0,0,0,1.4,17,0.8,34,3,84,34,43,334,23.3,67,836,0.7,52.057,528.3939394
