No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,1,0,0,0.7,17,0.8,17,6,84,-33,43,667,23.3,67,836,1.4,51.769,2191.846512
1,0,0,0,0.7,17,0.8,17,6,84,34,43,667,36.6,67,836,1.4,43.402,365.0791667
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,23.3,67,418,1.4,45.93,1395.707143
0,1,0,0,1,3,0.6,23,0,40,0,4,250,50,40,0,1.4,30.001,3939.260241
1,0,0,0,0.7,17,0.4,17,3,167,-33,43,334,36.6,67,418,0.7,40.376,1117.677273
1,0,0,0,1.4,17,0.8,34,6,84,34,43,334,36.6,67,418,0.7,39.225,1161.823188
0,0,0,1,0.7,17,0.8,17,6,167,-33,43,334,36.6,67,418,0.7,38.633,1494.402222
0,1,1,0,0,13,0.4,13,2,63,-100,32,1000,40,100,0,1,35.118,1452.654146
0,0,0,1,0.7,9,0.8,34,6,84,-33,43,667,23.3,67,418,0.7,47.122,1946.459649
1,0,0,0,1.4,9,0.8,34,3,167,-33,86,667,36.6,34,836,0.7,43.544,474
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,36.6,67,418,1.4,37.465,4129.08642
0,0,0,1,0.7,9,0.4,17,6,84,34,43,334,23.3,34,836,1.4,50.18,514.4242424
1,0,0,0,1,25,0,23,3,40,0,4,250,23,40,0,1.4,48.296,2615.039726
0,0,0,0,1,13,2,12,4,222,-49,74,304,141,60,953,18,61.655,465.36
0,1,0,0,1.4,9,0.8,34,6,84,-33,86,334,23.3,34,418,0.7,47.136,6441.46371
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,36.6,34,418,1.4,37.256,4283.326984
0,0,0,1,1.4,17,0.4,17,6,84,34,86,667,23.3,34,418,0.7,45.838,1670.076768
1,0,0,0,0.7,9,0.4,17,6,167,34,86,667,36.6,67,836,1.4,46.605,420.7703704
1,0,0,0,0.7,9,0.8,34,6,84,34,86,334,36.6,67,836,0.7,42.061,415.3777778
0,0,1,0,0.7,9,0.4,34,6,84,-33,86,667,36.6,67,418,1.4,37.474,1251.968
1,0,0,0,0.7,17,0.8,17,6,167,-33,86,667,23.3,67,836,1.4,53.659,732.6044444
1,1,1,0,6,13,4,51,0,250,65,105,499,3.01E+14,33,418,3,30.837,1733.988235
1,0,0,0,0.7,9,0.4,17,3,167,-33,86,334,36.6,67,418,0.7,40.368,1168.742029
1,0,0,0,1,1,0.6,23,3,40,0,4,250,23,1,0,1.4,48.504,2468.766426
1,0,0,0,1.4,9,0.8,34,6,167,-33,43,667,36.6,67,836,1.4,44.246,468.72
0,0,0,1,0.7,17,0.8,34,3,84,-33,86,334,36.6,34,418,1.4,38.82,1146.678261
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,67,836,1.4,49.769,1432.28046
0,0,1,0,0.7,17,0.4,34,3,84,34,43,667,36.6,67,418,0.7,37.438,920.9052632
0,0,1,0,1.4,17,0.8,17,3,84,34,86,667,23.3,34,836,1.4,51.411,564.2083333
0,1,0,0,1,3,1,23,0,40,0,4,250,23,40,0,1.4,48.081,5861.926724
1,0,0,0,0.7,17,0.8,17,6,84,-33,86,334,36.6,34,836,1.4,44.326,519.8484848
1,0,0,0,1.4,17,0.4,34,3,84,-33,86,667,23.3,67,418,1.4,48.128,1642.386458
