Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
1,2,10,2,3,1000,1850,10.912
3,1000,2,1,6,10,16396,2706.7
1,1000,2,3,3,1000,16473,677.76
3,10000,10,2,1,1000,10064,36267
3,1000,3,3,12,1000,27051,1468.7
3,1000,3,1,1,100,4985.2,6743.2
1,1000,10,3,12,100,17978,613.16
1,100,10,3,3,100,13082,81.377
3,10000,3,1,3,1000,6666.1,39746
1,10,2,1,3,1000,12208,8.7481
1,100,2,2,6,100,17609,59.594
1,1,2,1,3,100,2039.4,5.2128
1,2,100,2,3,1000,197.62,100.4
1,10,1,6,12,100,13569,8.7592
1,100,3,1,1,1000,9000.9,119.16
3,1000,10,3,6,100,25544,1605.3
3,1000,1,3,12,10,27863,1647.7
1,10000,3,2,1,1000,3895.5,26230
3,10000,2,2,3,100,7761.7,29295
3,1000,3,6,3,10,15639,3792.6
1,1,2,2,3,1000,1930.5,5.1377
3,10000,3,6,3,100,6051.9,43666
1,100,100,1,3,1000,8755.9,112.77
1,2,1,6,12,100,4865.2,3.9855
1,10000,2,3,1,1000,4829.5,16291
3,1,1,6,3,1000,6838.8,4.3409
3,10000,10,1,6,10,7132.8,35362
3,1000,1,6,12,10,32363,1623.8
3,100,100,6,1,1000,8932.7,345.62
3,1000,3,3,3,10,15658,2797.2
1,10,10,3,12,1000,7365.4,13.637
3,100,1,6,1,1000,8571.9,370.94
3,10,3,1,12,10,14544,24.151
3,1000,2,1,6,1000,18798,2492.9
3,1000,100,1,3,100,20151,1650.5
3,100,1,3,12,1000,18359,218.25
3,1,100,3,12,10,262.18,100.35
1,10,100,1,12,1000,941.47,101.3
3,10000,1,3,6,100,10860,29905
1,10000,3,3,3,10,17405,5584.1
3,100,2,3,3,1000,14463,240.85
1,100,10,6,6,10,14758,70.796
1,10,2,6,1,1000,8784.4,10.812
3,10,1,1,3,1000,12852,26.631
1,1,1,3,3,1000,3032.4,3.4557
3,100,3,6,1,1000,8889.9,363.6
1,100,1,3,1,100,8397.5,118.77
1,2,1,6,1,100,4752.2,4.1051
3,100,100,1,12,10,12987,248.82
1,1,10,6,12,1000,949.75,10.662
3,2,1,2,3,1000,9574.2,6.665
1,1000,10,2,6,100,18515,591.05
1,1,2,3,6,100,2271.5,4.2994
3,1,2,6,3,100,6232.2,4.7823
3,10,1,3,12,100,16762,19.128
3,1000,2,2,6,1000,21641,1715.7
3,1,3,3,12,100,5376.6,5.5381
1,1,10,2,12,10,949.81,10.91
