Spout_wait,Spliters,Counters,Throughput+,Latency-
1,1,14,6851.1,398.64
8,5,15,7139.4,388.28
60000,5,4,183.33,38042
100,4,4,7447.4,388.17
60000,5,1,187.5,45329
9,1,8,4690.6,508.07
5,5,15,10726,272.57
6,5,14,10222,265.37
6,4,11,10336,262.61
10,5,12,7056.2,387.88
60000,4,18,172.8,35972
1,1,11,8100.7,354.71
4,1,14,7206.7,356.11
100,1,16,5132.9,547.44
100,5,11,7366.4,387.21
7,4,1,8952.6,318.18
1000,2,12,2622.9,1031.9
3,6,16,10578,256.17
5,2,10,8966,299.66
60000,1,12,135.67,50734
9,3,18,7337.9,367.56
1000,1,9,2568.9,1089.3
100,6,13,6797,377.58
9,6,10,7196.9,374.56
2,3,1,10600,276.16
6,2,17,9418.9,315.27
10000,5,5,380.38,7246.1
4,5,11,10420,276.03
7,1,4,6970.3,399.57
1,2,16,8767.5,328.65
100,3,9,7285.8,406.98
6,3,8,10216,275.95
5,2,6,9051,304.56
10000,4,15,376.06,7556.4
1,5,6,9755.6,278.02
60000,4,10,161.17,33725
4,1,8,7815.3,369.17
1,4,5,9442.7,286.84
1000,1,17,2517.2,1030.1
7,5,2,7644.9,360.56
10,6,17,7865.8,345.81
2,5,16,9752.6,274.27
3,2,16,8445.6,305.8
1000,3,9,2607.7,1017.1
6,2,10,9937.1,303.08
1000,1,16,2347.6,1079.6
6,6,17,10291,263.74
2,2,2,8928.3,308.45
9,6,11,7398.4,365.48
2,1,9,7277.6,394.18
