Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,5,15,54619,965.73
10000,6,3,42753,904.03
10,5,16,29568,3.4202
1.00E+05,3,18,58816,812.4
1.00E+05,6,16,47476,535.45
1.00E+06,2,10,90483,40896
1.00E+06,2,7,71997,27969
100,5,3,40247,25.347
100,6,6,46332,21.147
1.00E+06,3,10,56862,827.55
1.00E+05,4,4,40355,897.75
10,5,17,28762,3.4509
10000,3,3,40776,833.19
10,6,1,30328,3.3034
1000,6,13,48802,169.2
1000,2,11,61353,156.71
100,5,11,53875,18.737
10,3,16,29242,3.4624
10000,3,17,55429,816.52
1.00E+06,1,16,70303,60552
10,6,16,30727,3.2578
100,4,1,46605,22.206
1.00E+06,4,13,54540,792.39
1,3,4,7463.5,1.3638
10,6,17,29777,3.3335
1000,4,7,59354,172.53
10000,4,12,53132,783.54
1000,6,2,54774,146.53
10000,3,12,58415,783.82
1000,5,11,56833,182.63
1,3,3,7094.5,1.4339
1.00E+06,2,14,87119,26320
1.00E+05,5,12,58277,825.91
100,6,17,42239,21.375
1000,2,1,41689,239.02
10,3,13,29956,3.3254
1000,6,10,45031,177.52
1.00E+06,5,8,53027,895.41
1.00E+06,3,3,43923,834.66
10,6,14,30848,3.2613
100,1,9,55090,18.567
1.00E+06,4,17,55664,1011.6
1,6,11,7037.9,1.4329
100,2,5,47051,22.11
1,5,11,6673.1,1.5382
10000,4,17,56387,877.9
10,4,18,28001,3.4593
1,1,1,5434.7,1.8632
100,4,14,50767,19.888
100,4,4,42733,24.039
