Max_spout,Spliters,Counters,Throughput+,Latency-
1000,2,15,38350,294.81
1.00E+06,3,6,18902,1623.2
10,1,18,15212,7.1578
100,1,9,23144,48.175
10,1,1,9276.1,12.039
1.00E+06,1,9,55495,82624
1.00E+06,1,6,54006,89234
100,1,3,21959,53.857
1000,1,6,23770,478.53
10000,2,12,33345,3375.2
1.00E+05,3,1,10023,70985
1.00E+05,1,6,19583,46923
1,1,9,4404.4,2.3335
1,3,1,5384.6,1.9707
1.00E+05,3,18,21210,1826.1
1.00E+05,6,6,25775,1066.2
1.00E+05,2,9,32491,31515
1,3,18,5160.4,2.0543
100,6,9,23012,37.855
1.00E+05,3,6,21296,1548.2
1000,6,6,27448,277.18
100,2,1,9506.6,109.87
100,1,6,21745,50.779
1,6,1,5318.7,1.9595
100,3,15,22544,47.847
100,3,9,23160,45.546
10000,2,3,25630,4190.6
1.00E+05,3,9,20921,1589
1.00E+06,1,1,57603,99722
1,3,9,5258.3,2.0457
1.00E+05,3,15,21716,1473.6
1.00E+05,2,1,7977.6,78965
1,2,1,4508.5,2.4379
10000,2,18,31974,3259.4
10000,6,6,25263,1057.2
10,3,18,15905,6.7601
1,3,3,5591.7,1.9243
10,3,9,17217,5.9988
1.00E+06,6,3,22139,1764.9
1000,2,3,26177,440.59
10000,6,12,27995,832.75
10,6,3,17814,5.4526
1.00E+05,1,9,20241,48535
1.00E+05,2,3,26935,35250
1.00E+05,2,15,34852,27668
1.00E+06,2,18,53112,69276
1,3,15,5143,2.0329
1000,2,12,38846,299.2
100,1,12,22410,48.032
1.00E+05,6,9,27096,843.62
