Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,1000,18,300,1.00E+06,10000,58661,120.35
3,10,1,60,2.00E+06,1.00E+05,103.12,2926.5
1,10,15,60,1.00E+05,1000,33633,2.1
3,10,2,10,2.00E+06,10000,7337.6,74.693
3,100,15,1,1.00E+07,10000,36356,116.81
1,1000,18,1,1.00E+07,10000,42680,267.97
1,1000,3,1,1.00E+05,1.00E+05,70882,96.506
3,1000,3,120,1.00E+05,1000,1.30E+05,185.26
3,10000,2,1,1.00E+07,1000,38052,10558
1,10000,6,120,1.00E+05,1.00E+05,1.36E+05,333.82
1,1000,12,60,2.00E+06,1000,62138,123.46
3,10,3,10,1.00E+07,10000,15751,19.314
3,1000,3,60,1.00E+05,10000,1.32E+05,191.44
3,10000,18,300,1.00E+07,10000,2.06E+05,1317.9
1,10,3,10,2.00E+06,10000,35933,1.9772
3,10000,2,60,1.00E+05,10000,16273,10571
3,100,18,1,1.00E+06,1000,38250,68.864
3,10,15,120,1.00E+07,1000,10767,43.034
1,1000,2,1,2.00E+06,1000,9840.9,1035.8
3,100,18,60,1.00E+07,1000,31242,123.35
1,10,6,120,1.00E+05,1.00E+05,36502,2
3,10,12,1,1.00E+05,10000,15711,16.161
3,10,2,120,1.00E+06,1.00E+05,5212,575.48
3,100,6,10,1.00E+07,1.00E+05,38322,77.304
3,10,9,10,1.00E+06,1.00E+05,16260,18.282
3,1000,15,10,1.00E+06,1000,1.30E+05,192.98
1,100,15,1,1.00E+06,1000,40842,18.698
3,10,15,1,1.00E+07,1000,9635.1,43.624
3,10,2,10,1.00E+06,1000,11565,28.034
3,10,9,300,1.00E+07,10000,14404,19.817
1,10,12,10,1.00E+06,10000,36475,2.2843
1,10000,12,10,2.00E+06,1.00E+05,1.67E+05,398.35
1,100,18,1,1.00E+05,1000,21819,42.584
3,1000,2,1,2.00E+06,1000,64140,1109.3
3,100,12,60,1.00E+06,1000,37840,66.34
3,1000,2,120,1.00E+07,1000,65753,1129.4
1,1000,12,10,1.00E+06,1.00E+05,64045,117.41
1,100,18,10,1.00E+07,1.00E+05,21613,43.136
3,10,2,300,1.00E+07,10000,7695.2,78.766
3,10000,18,60,2.00E+06,10000,2.18E+05,1252.2
1,100,3,300,1.00E+07,1000,39146,20.858
1,10,12,120,1.00E+07,10000,35409,2.5905
3,10,6,1,2.00E+06,10000,16414,17.024
1,10,15,60,1.00E+06,10000,35994,2.077
3,10,9,1,1.00E+06,10000,15946,16.499
1,10,18,60,1.00E+05,10000,36893,2
1,100,6,10,1.00E+05,10000,38824,18.834
3,100,12,60,1.00E+05,1000,37868,66.295
1,10000,18,300,1.00E+05,1.00E+05,1.65E+05,432.52
3,10,2,300,2.00E+06,10000,7704.8,71.322
1,1000,6,60,2.00E+06,1.00E+05,73965,94.052
3,10,6,120,1.00E+06,1.00E+05,15145,18.874
1,100,15,10,1.00E+06,1000,39294,19.485
3,100,2,10,1.00E+07,1.00E+05,11278,7704.1
3,10000,2,120,1.00E+05,1.00E+05,11686,9452.8
3,100,1,120,1.00E+06,10000,803.06,3418.6
3,10000,6,300,1.00E+05,10000,2.07E+05,1101.8
3,100,15,10,1.00E+07,10000,38345,79.223
3,10000,1,300,1.00E+07,1000,6311.8,25302
3,100,1,60,1.00E+06,1.00E+05,79.688,26362
