Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,6,3,22139,1764.9
1.00E+06,2,6,56964,72319
1,6,1,5318.7,1.9595
1,2,9,4752.9,2.2133
1,6,6,5202.6,1.941
1000,1,3,22456,495.85
10,3,15,16905,6.2653
10000,6,1,11814,8104.6
1.00E+05,1,6,19583,46923
100,1,18,23184,47.306
1000,6,1,9328.2,1175
1000,3,3,22331,505.4
10,2,1,8494.1,12.961
10000,2,9,34739,3308
10000,1,1,9549.7,10420
1000,1,1,9573.1,1132.4
1000,2,3,26177,440.59
1.00E+06,1,9,55495,82624
1000,3,18,23344,433.98
10,3,18,15905,6.7601
1,1,9,4404.4,2.3335
1000,2,1,9034.6,1217.3
10,2,3,19208,5.7214
10000,1,12,21385,4985.3
1,6,3,5361.1,1.9647
100,1,6,21745,50.779
1,2,6,4794.6,2.289
1000,1,15,25778,412.5
1.00E+06,1,12,55320,91290
100,1,15,22591,49.335
10000,1,3,18950,5687.4
10000,2,12,33345,3375.2
1.00E+06,6,1,52828,73243
1.00E+05,1,3,18463,48084
1.00E+06,1,3,58279,88542
1.00E+05,3,1,10023,70985
1.00E+05,2,9,32491,31515
10,1,9,15355,7.2769
100,2,15,31867,33.133
1.00E+05,1,15,21114,46172
100,3,1,9885.2,117.19
100,2,1,9506.6,109.87
100,3,3,18806,58.44
1000,2,18,37037,312.07
1000,3,15,23466,447.55
1.00E+06,3,15,21614,1450.2
1000,1,18,25595,446.03
1.00E+05,1,12,22344,43826
1.00E+05,6,9,27096,843.62
1,3,3,5591.7,1.9243
