Max_spout,Spliters,Counters,Throughput+,Latency-
10,5,10,30269,3.3514
1.00E+05,5,10,55095,853.41
1,3,6,7136.5,1.4391
10,5,13,28871,3.541
1,4,4,6916.1,1.4471
1,4,8,6386.8,1.531
1.00E+06,3,10,56862,827.55
1,2,11,5378.1,1.8613
100,4,18,50439,19.912
1,2,15,5381.5,1.8954
1.00E+06,1,16,70303,60552
1.00E+05,1,7,61873,16088
10000,3,18,57586,792.96
1.00E+06,5,11,53942,888.87
1.00E+05,5,9,55332,800.45
1.00E+05,3,10,55855,791.55
1,6,6,7767.2,1.3184
100,4,12,50747,19.686
1.00E+05,5,3,36113,923.03
1000,3,12,60301,165.5
1,6,14,6914.1,1.4566
1,3,2,7468.3,1.3264
100,4,8,49490,20.154
1,5,1,7990.6,1.2994
1.00E+06,4,11,54485,799.59
100,3,9,53573,18.501
1.00E+05,6,7,38731,827.65
1.00E+05,1,15,64561,15257
10,4,12,30191,3.3699
1,2,14,5464.8,1.9197
10000,3,17,55429,816.52
1,5,3,7040.8,1.446
10,1,14,27587,3.6289
10000,2,18,77751,1186.4
100,4,9,49746,19.719
1000,3,11,58614,169.62
1.00E+06,5,18,54890,829.28
1.00E+06,4,9,51861,857.03
1.00E+06,4,4,41062,897.43
1.00E+05,4,2,33020,1152
1000,5,16,53494,190.48
100,6,2,51600,19.351
1000,3,1,53563,187.28
1.00E+06,2,17,91538,37087
10000,1,10,64422,1472.5
1.00E+06,6,13,47157,529.31
10,6,7,31102,3.1728
1,1,2,5552.9,1.8259
1.00E+05,6,6,43286,570.68
10000,2,11,73286,1183.4
100,6,3,44198,22.409
1.00E+06,4,2,31507,1210.1
100,6,14,48914,19.031
1000,6,8,49745,161.93
1.00E+06,5,3,36871,973.83
10,3,5,30710,3.2454
1.00E+06,5,13,54479,824.38
1.00E+06,6,2,53945,447.48
1.00E+05,5,14,52484,891.42
1.00E+05,2,18,78561,11850
1000,6,1,51216,176.28
1000,3,16,59858,172.84
100,4,10,50731,20.16
1.00E+06,3,17,56236,853.96
1.00E+06,3,8,58117,812.82
100,5,7,48844,20.129
1.00E+06,5,4,34482,992.83
1000,3,14,60581,167.99
1,6,12,7165.7,1.4295
10,3,12,29980,3.326
1,3,8,6900.3,1.4368
10000,2,6,64663,1539
1000,4,10,55124,184.06
10,6,6,31394,3.2462
100,3,6,52614,19.297
10,4,13,29871,3.3572
1.00E+06,4,13,54540,792.39
1.00E+05,5,17,57302,843.75
1,1,7,5377.6,1.8759
10,3,13,29956,3.3254
100,6,17,42239,21.375
10,4,14,30010,3.389
1.00E+06,5,6,42877,863.05
1.00E+06,1,9,82905,33086
10000,3,12,58415,783.82
1.00E+05,3,15,57327,756.68
100,5,18,51769,19.344
100,1,12,53898,17.537
1000,5,6,49558,199.02
1.00E+06,4,10,54489,824.36
1,3,18,6296.5,1.6335
1.00E+06,3,1,72271,30521
10000,2,2,48986,2043.7
1000,3,18,60789,167.77
1000,6,4,45218,192.37
10000,2,9,66839,1407.6
1000,3,5,50915,198.33
1.00E+05,2,11,76492,11936
1.00E+05,6,15,47606,525.63
1000,1,1,50502,197.06
1,2,3,5791.9,1.7557
1.00E+05,1,2,56635,16829
1,6,1,7226.1,1.404
1000,1,17,64267,155.39
10,6,2,34466,2.9167
10,1,8,28536,3.5172
10000,5,1,26744,1486.5
1000,5,11,56833,182.63
1.00E+06,2,15,77306,17328
10,2,13,30675,3.2491
1.00E+06,5,14,50915,811.7
1.00E+06,1,7,65052,71448
10,6,10,31625,3.1312
100,4,16,52702,18.764
10,2,14,29973,3.3283
1000,5,8,55600,183.07
1.00E+05,4,12,54068,830.79
10,1,16,27584,3.6382
10,3,17,29452,3.4393
10,5,14,28961,3.4509
10000,4,6,47779,775.03
10,4,1,28420,3.4374
10000,3,2,63569,818.08
10000,6,4,43014,743.21
1.00E+05,6,4,43977,662.96
1000,4,17,61043,172.11
100,6,15,46076,19.476
1.00E+05,3,3,43551,806.48
1000,3,9,57754,175.03
1.00E+05,3,4,53934,1229.4
1.00E+05,2,17,83057,10676
1.00E+06,2,14,87119,26320
1,1,11,5300.4,1.9305
1000,3,7,48022,213.83
1000,1,13,67571,146.65
1000,2,18,65133,143.95
10000,4,8,46546,851.16
1.00E+05,6,18,47520,601.95
1.00E+05,1,8,62165,14336
100,2,17,55616,17.036
10,2,7,31642,3.2213
10000,4,5,44606,876.83
1,2,6,5546.3,1.8161
1.00E+06,4,17,55664,1011.6
1.00E+06,5,9,55087,865.8
10000,3,11,58125,823.45
1,3,17,6265.2,1.6202
10,3,16,29242,3.4624
1.00E+05,6,9,45395,528.03
100,2,7,51649,19.832
1000,5,4,39442,261.79
10000,2,13,71459,387.57
1.00E+06,6,15,50244,522.62
1.00E+05,2,8,61056,14804
1.00E+05,4,3,36917,1175.7
10000,4,12,53132,783.54
10,4,7,30177,3.3191
1000,5,12,55750,182.82
10000,2,3,61616,1588.4
1000,2,14,63127,141.81
