Spout_wait,Spliters,Counters,Throughput+,Latency-
7,4,15,8892.3,326.32
9,1,17,4962.8,538.3
6,5,12,9667.7,277.47
3,5,3,9750.4,269.54
60000,2,11,188,48245
6,2,6,9039.7,320.59
10000,2,17,339,8348.5
3,6,4,10432,282.29
4,4,11,9605,269.76
2,3,7,9986.8,288.98
100,3,14,7184.8,379.48
7,1,16,6424.4,476.81
6,6,10,10840,264.19
100,6,18,6764.2,393.93
7,4,14,9014,294.81
100,5,7,7091.2,370.68
8,5,18,7452.1,372.21
8,4,16,7772.4,364.01
2,4,10,11015,270.75
10000,2,2,293.31,8393.9
1000,6,13,2898.9,928.59
6,3,9,9947.6,280.95
9,3,11,7763.8,360.24
1000,6,1,2553.1,965.56
1,4,17,10153,280.22
1000,2,4,2652.8,1051.5
5,2,13,8841.9,287.08
1,2,14,8300.4,317.24
9,2,13,6703.2,390.28
10000,6,17,364.69,7246.9
1,5,9,9818.8,267.21
10000,5,11,375,6689.1
100,5,10,7088.2,374.49
7,5,3,6945.4,419.95
1,1,14,6851.1,398.64
7,4,5,8693.4,334.48
3,2,3,9098.4,320.83
3,3,17,10085,261.22
1,2,3,8711.4,319.03
4,3,9,9902,287.6
6,6,17,10291,263.74
1000,4,3,2658.2,973.04
7,1,11,7159.9,381.37
3,2,15,9008.5,300.97
100,4,5,6614.4,380.37
6,2,13,8194.6,305.47
10,3,2,8184.8,361.41
10000,6,11,424.53,6667.9
6,4,16,10539,266.67
7,6,1,7654.6,399.98
9,6,2,7648.4,361.39
8,4,8,7723.8,403.1
10,4,5,7143.1,413.38
7,2,11,7259.2,403.07
9,1,13,4871.9,573.46
5,4,5,10715,281
9,3,2,7647.7,395.01
100,5,12,6924.7,389.86
6,6,13,10534,258.31
10000,1,10,321.44,8566.6
10000,5,12,342.62,7583
6,6,6,10444,274.18
100,6,14,6959.4,383.29
9,3,3,6986.5,391.52
10000,3,10,295.12,8210.8
2,3,16,10814,276.04
2,2,8,8975.9,305.01
10,2,14,6316.5,427.18
4,4,12,9403.1,268.97
7,2,2,7917.9,358.82
9,5,15,7303.5,378.53
60000,2,16,182.2,39764
60000,6,15,172.4,35839
10000,5,7,324.56,7662.3
1000,2,16,2660.2,1004.8
60000,1,17,203.2,36592
1000,5,7,2747.3,982.62
7,4,4,8237.3,341.81
1,3,9,9381.8,265.39
6,4,4,9764.6,298.01
5,2,11,9060.4,313.2
4,6,16,10295,262.99
10000,2,10,302.25,8287.5
3,4,1,10634,269.51
10000,4,9,334.19,8482.6
10000,5,9,377.25,7459
2,4,4,9282.2,290.41
8,6,7,7461.2,369.64
1000,6,16,2824.7,923.69
1,2,11,9394.9,312.75
100,4,12,7502.6,377.41
6,3,18,10569,258.36
10,1,9,5412.4,511.29
1000,2,1,2616.5,989.7
2,4,8,9664.4,274.13
10,4,1,8109.1,360.21
4,3,14,10152,264.18
9,2,16,6419.6,417.48
1000,4,7,2656.2,938.07
7,2,16,8179.5,345.89
4,5,13,10187,271.87
4,2,14,8572.5,320.8
10000,2,7,312.44,8459.8
10,4,8,7485.9,376.82
8,6,12,7157.6,384.27
1000,2,13,2516.9,984.7
3,6,7,9895.4,284.22
7,4,6,8539.2,331.84
6,5,10,9881.7,275.11
1000,6,10,2750.5,942.83
1,3,7,9484.2,281.69
4,4,9,10223,290.97
6,4,18,9766.9,283.75
100,5,9,6812.2,397.66
2,1,1,6407.6,462.69
9,6,4,7657.1,366.67
3,5,17,9799.4,258.79
5,1,15,7959.8,360.94
8,5,12,7145.5,382.37
7,6,4,6866.2,400.62
10000,2,6,304.88,8415.5
3,3,16,9799.2,266.97
8,1,1,4033.5,740.36
7,5,10,7253,399.98
8,6,10,7028.4,392.88
4,3,17,9847.1,268.98
4,6,5,9103.5,274.94
10,5,3,7129.4,409.28
6,6,2,10059,268.11
10000,1,2,291.94,8497.9
10,4,6,7327.6,375.2
8,6,8,7682.1,359.28
8,6,11,7388.5,372.32
8,6,9,6796.7,407.4
4,5,7,9601.2,281.77
2,2,10,8897.9,311.41
8,1,15,5300.6,534.23
3,6,18,10450,271.08
4,5,4,8609.1,293.16
7,3,17,8330.1,331.15
3,1,5,6994.6,368.25
1,6,1,9954.6,275.92
6,3,1,11224,264.8
9,6,16,6947.5,361.55
9,2,1,6158.2,457.16
1000,3,2,2919.6,940.2
8,2,2,6703.9,417.29
3,5,16,10465,264.47
5,6,11,10553,266.04
5,6,10,9980.1,280.48
100,4,9,7070.4,417.35
100,2,1,6563.2,460.2
3,1,10,7082.4,358.95
10,4,15,7292,375.34
7,4,11,8511.6,322.46
60000,5,12,175.5,35839
3,6,12,9643.9,267.55
6,4,7,9620.9,273.41
7,4,3,8305.5,346.67
6,1,4,6906.8,377.32
8,5,13,6671.2,368.78
6,4,10,10133,281.26
100,4,14,6689.1,383.52
100,3,7,7092.8,388.21
1,6,6,9321.4,271.78
1000,6,9,2668.2,949.53
100,5,5,7124.6,406.98
10,3,12,7741.9,370.35
7,2,14,7685.8,384.37
100,4,3,7003.7,388.86
3,1,17,6804.8,398.52
1,3,3,9882.4,289.29
7,6,11,7839.4,363.71
3,1,12,7331.9,374.83
1,3,1,10114,286.39
2,6,5,9845.1,281.18
60000,2,12,264,45772
3,4,17,10314,269.98
9,5,1,8120.2,391.93
6,5,15,10797,254.69
1,1,1,5882.9,503.02
1,5,8,9987.5,274.23
60000,1,12,135.67,50734
2,6,8,9782,266.13
10,5,16,7422.2,371.55
1000,5,1,2733.6,949.02
6,3,10,10389,273.26
4,1,8,7815.3,369.17
2,5,2,10736,265.88
9,5,9,7043.1,382.96
9,5,10,7095.4,354.08
4,6,14,10710,264.8
5,4,14,10038,258.82
1000,1,10,2607.5,1036.6
10000,1,18,299.62,9021.6
6,4,1,11047,263.03
60000,1,7,263.75,41003
8,5,1,7754.1,357.96
10000,6,13,411.06,6658
100,6,17,6246.2,358.61
10,6,18,7310.8,384.63
4,5,1,10354,281.03
6,2,16,9377.3,301.93
1,2,15,8523.1,309.71
9,2,5,6555.6,438.17
7,1,18,6575.9,457.98
8,1,11,5199.8,529.58
100,2,8,6675.4,421.88
10000,6,16,399.65,6168.9
7,4,1,8952.6,318.18
8,1,7,5328.5,535.6
1,3,15,10060,281.63
1,1,6,7859.8,354.09
4,5,17,10778,275.23
4,1,2,7588.3,388.28
3,3,1,10409,266.53
60000,3,18,153.17,32438
1000,6,3,2419.9,989.22
3,1,7,7531.6,379.98
1,6,3,9480.2,283.06
7,2,7,7301.5,376.61
3,1,11,7784.1,361.09
100,2,10,6010.4,453.08
4,1,12,7656.1,370.96
2,1,17,7444.2,387.8
100,1,6,5300.1,522.14
100,6,13,6797,377.58
1,3,4,9102.1,290.05
10,2,11,6371.3,401.23
9,1,6,4866.9,537.63
9,4,9,7565.3,368.16
6,4,17,9294.5,260.29
4,4,7,10278,278.24
7,1,5,7321.4,401.5
60000,2,15,280.67,37033
8,3,4,6978.1,375.94
2,5,8,9528.7,273.77
1,5,4,9145.6,289.61
5,3,10,9514,265.12
10,1,6,5077.9,522.96
