Spout_wait,Spliters,Counters,Throughput+,Latency-
1000,2,3,3014.6,859.05
3,6,15,19391,182.76
1000,3,2,3145.2,895.01
10,4,12,19995,187.02
9,6,18,22063,161.93
5,5,2,12719,245.87
100,4,8,16940,195.91
10000,3,3,392.71,8358.5
5,3,16,19893,175.26
4,2,3,13479,243.11
10000,2,16,628.94,5072.2
7,6,5,16080,222.37
7,4,8,17128,208.42
6,1,15,15014,207.14
8,3,2,13259,238.38
100,2,18,19203,191.8
1,4,5,15173,254.59
100,2,17,18829,166.87
7,3,2,12993,247.2
6,6,4,15688,209.71
7,6,9,18573,185.3
4,6,5,15741,223.32
1000,5,4,3122.8,841.94
9,3,12,20720,183.96
100,1,10,14659,207.97
5,2,3,13744,249.61
10,1,12,14151,227.36
3,1,11,15143,199.7
10,2,12,17303,197.55
10,4,5,17027,194.44
10000,1,7,458.25,7869.6
2,3,10,18007,204.66
100,2,16,20312,168.15
6,3,13,19780,173.96
1,5,18,19409,194.12
1,1,8,13630,228.6
100,1,18,14237,226.72
1,3,18,18647,209.34
6,4,1,8935.8,332.06
10,3,17,21811,153.72
4,5,5,15577,216.81
1000,2,9,3056.3,857.09
9,5,17,22419,176.65
1,1,15,13164,244.6
6,2,13,19408,170.62
1,2,1,8587.7,377.76
8,2,7,17067,198.14
10,6,3,16316,193.64
8,5,18,20587,168.9
6,4,2,12985,247.85
8,6,16,21178,152.89
1000,4,16,3267.1,794.02
10,3,5,15856,202.08
2,5,7,16456,201.11
4,4,6,16210,213.07
7,1,4,12233,269.46
1,6,1,8439.5,391.66
3,2,17,19555,176.29
6,3,17,20371,173.53
9,3,10,20246,174.74
6,3,16,19435,217.76
2,6,8,17343,202.27
1000,2,16,2900.9,860.72
5,1,2,12419,249.4
4,1,14,16755,195.36
10000,3,7,607.29,6151
1000,4,5,3062.4,801.36
8,6,7,17306,204.47
1000,2,8,2965.1,837.77
5,3,1,9461.5,349.23
8,4,17,21847,168.13
2,1,7,12766,255.09
4,3,16,19030,205.3
10,4,13,20833,173.95
3,5,13,19162,189.93
2,1,6,12043,254.55
2,6,6,16530,204.54
1000,5,3,3126.8,825.33
1000,4,12,2892.1,784.93
5,2,6,14275,224.04
4,1,6,13797,237.17
2,4,5,14505,227.55
7,4,2,13336,241.62
3,2,6,15182,225.96
10000,1,9,407.65,7631.9
2,3,12,18862,190.63
6,2,16,19615,168.46
100,5,5,16037,205.89
10,6,1,9863.8,337.42
10000,1,1,310.06,9421
8,5,6,15912,205.28
8,2,8,16770,211.03
4,6,17,21629,162.25
6,1,17,17818,176.92
100,6,13,19243,178.45
8,5,14,19344,181.95
9,3,16,20945,161.78
100,1,16,14937,231.47
1,2,14,17417,206.11
9,2,17,20515,169.13
7,4,13,20307,183.41
7,3,3,15295,212.99
8,6,6,16913,208.07
2,5,11,18073,172.4
5,4,5,15775,205.4
6,6,7,17261,201.94
1,6,18,19152,183.64
1000,6,10,3136.4,763.98
5,2,18,17639,179.81
1,2,4,14253,247.47
5,2,14,18624,191.35
1,4,6,15596,221.13
1000,5,11,3286.9,750.82
3,6,9,18400,195.01
4,6,18,21759,174.67
10,1,3,13816,250.23
100,5,10,19647,169.28
5,1,1,8785.9,362.94
1,5,14,17701,193.79
5,4,16,19379,179.67
10,4,18,21246,167.25
7,3,4,15222,217.56
8,4,8,17532,199.11
2,3,14,18380,191.8
1000,6,14,3250.2,773.71
9,3,4,15909,219.19
4,1,9,13562,241.96
4,5,8,17204,204.36
100,5,12,19873,175.07
10,4,4,16618,204.52
2,5,10,17943,189.89
8,5,11,19579,194.19
3,5,5,15810,228.3
3,6,11,19227,194.02
6,1,14,16840,189.32
6,3,5,16033,225.89
1,1,18,12962,253.55
3,5,3,14910,229.53
1,4,1,8297.3,386.33
3,5,6,16402,193.27
10,4,10,19437,177.05
7,6,13,20802,175.36
3,2,4,15170,216.28
5,3,9,18218,184.29
6,5,18,21684,175.82
2,1,3,12804,250.71
2,5,15,19421,191.47
10,2,14,19955,182.25
10,1,17,18746,177.55
7,6,15,21385,186.39
7,3,18,21044,164.44
3,5,4,15312,217.38
3,6,18,21262,179.24
1,5,10,18338,207.11
2,6,15,20164,185.57
100,5,18,20923,152.44
7,6,4,16247,214.49
6,1,2,11633,273.81
9,5,11,19176,173.24
100,5,8,18330,196.8
100,3,18,20391,168.52
2,2,11,17310,205.18
10,6,15,21456,162.78
1,2,3,12493,261.6
9,5,16,20168,176.73
9,5,1,9977.5,316.06
9,3,5,16556,213.66
1,3,12,18268,200.34
3,1,3,12566,272.99
7,4,1,9806.9,318.21
8,1,15,14442,214.87
1000,6,1,3037.1,920.68
1,5,16,19524,195.03
1000,1,4,2954.8,948.42
9,4,18,21112,170.49
3,3,5,15029,225.43
2,3,1,8506.4,352.62
8,3,18,20694,161.8
3,3,17,20360,174.83
4,1,17,18081,182.57
1,2,7,15192,214.55
4,4,4,15290,222.45
4,3,9,18216,178.78
8,2,16,19953,165.94
4,1,12,14072,250.76
