A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,0,1,0,1,0,1,0,1,0,237.69,15
1,0,0,0,1,0,1,0,0,1,1,232.49,28
1,0,0,0,0,0,0,1,0,1,1,243.93,16
1,1,0,0,1,0,1,0,0,1,1,237.06,28
1,1,1,1,1,1,1,1,0,1,0,243.28,15
1,0,0,1,0,1,0,0,0,0,0,201.47,29
1,1,0,0,0,1,1,0,0,0,1,215.02,28
1,1,1,0,1,1,1,1,1,0,0,233.28,19
1,1,1,0,1,0,0,0,0,1,1,236.21,28
1,0,0,0,1,0,1,1,1,0,1,247.67,18
1,0,1,0,1,0,0,1,0,0,0,211.39,14
1,0,1,0,1,1,1,1,1,0,0,231.77,18
1,1,1,1,1,1,1,1,1,1,1,270.4,19
1,1,0,0,0,0,1,0,0,0,1,213.86,29
1,0,1,1,1,1,1,1,1,0,0,232.96,18
1,1,1,1,1,0,0,1,0,0,1,266.32,11
1,0,0,0,1,1,0,0,0,0,0,202.06,29
1,1,1,1,1,0,1,0,1,1,0,246.76,28
1,0,0,0,0,1,1,0,1,1,0,239.56,28
1,1,0,1,0,1,0,0,0,1,0,227.44,29
1,0,1,0,1,1,0,0,0,1,0,225.41,28
1,1,0,0,0,0,1,1,0,1,1,251.09,15
1,0,1,1,1,0,0,1,1,1,0,251,19
1,1,0,0,1,1,0,1,0,1,0,240.99,16
1,1,1,1,1,1,0,0,0,0,0,206.35,29
1,0,1,1,1,1,0,0,1,1,0,243.44,28
1,1,1,0,1,1,0,1,0,1,0,240.23,15
1,0,0,1,1,0,1,0,0,1,1,233.12,28
1,1,1,1,1,0,1,1,1,1,0,257.54,20
1,0,1,0,1,1,0,0,1,0,1,234.87,28
1,1,1,1,1,0,1,1,1,1,1,269.38,19
1,1,1,1,1,1,1,1,1,0,0,234.68,19
1,1,0,0,0,1,0,1,0,1,1,251.91,16
1,1,1,1,1,1,0,0,0,0,0,208.05,29
1,0,1,1,1,0,1,1,0,1,1,251.25,15
1,0,0,1,1,1,0,1,0,1,1,248.06,15
1,0,1,1,1,0,1,1,0,1,0,235.97,15
1,1,1,0,1,1,0,0,1,0,1,234.42,28
1,1,0,1,0,0,0,0,1,0,0,219.39,29
1,1,1,1,1,1,1,1,0,0,1,265.69,12
1,1,1,0,1,1,0,0,0,1,1,237.89,27
1,0,1,0,1,0,1,0,1,1,1,251.01,28
1,1,0,0,1,0,0,0,1,0,1,233.54,28
1,0,1,1,1,1,1,0,1,0,0,223.52,29
1,0,1,1,1,1,1,1,1,0,0,230.82,18
1,0,1,0,1,0,0,0,0,1,1,232.18,28
1,1,1,0,1,1,1,1,0,1,0,241.9,15
1,0,1,0,1,0,1,1,1,1,1,261.69,19
1,1,0,1,1,0,1,0,1,1,0,244.26,28
1,0,1,1,1,1,1,1,0,0,0,215.73,14
1,0,1,0,1,1,1,1,1,0,0,229.68,18
1,1,0,0,0,0,0,0,0,1,0,224.43,29
1,0,1,1,1,1,1,1,1,1,0,252.14,20
1,1,1,0,1,0,1,0,1,0,0,221.78,29
1,1,0,1,0,1,0,0,1,0,1,232.59,28
1,1,1,0,1,1,0,1,1,0,0,232.76,18
1,1,0,0,0,1,0,0,1,0,0,219.97,29
1,1,0,0,0,0,1,1,0,0,1,257.17,12
1,0,1,0,1,0,0,1,0,1,0,235.97,15
1,1,0,0,0,0,0,0,0,0,1,213.27,26
1,1,0,0,1,1,1,0,0,1,1,238.56,28
1,0,1,1,1,0,1,0,0,1,1,234.24,28
1,1,0,1,1,1,0,0,1,1,1,252.87,28
1,1,0,0,1,1,0,0,0,0,0,203.98,29
1,0,0,1,1,1,0,0,0,1,1,233.79,28
1,0,1,1,1,1,0,0,1,1,1,250.34,28
1,0,0,1,0,0,1,0,0,0,1,214,28
1,1,0,0,1,0,1,0,1,1,0,244.59,28
1,0,1,0,1,0,0,0,1,1,1,248.69,28
1,0,1,0,1,1,0,1,1,1,0,249.57,20
1,1,1,1,1,1,0,0,1,1,1,254.07,28
1,0,0,1,0,1,1,1,1,0,0,227.29,18
1,1,0,0,1,1,1,0,1,1,0,246.16,28
1,1,0,1,1,0,0,1,1,1,0,252.68,19
1,1,1,1,1,1,1,1,1,1,1,268.55,19
1,0,1,0,1,0,0,0,1,1,0,241.02,28
1,0,1,0,1,1,1,1,0,0,1,266.12,12
1,1,1,1,1,0,1,1,1,1,1,267.32,19
1,0,0,1,0,1,0,1,1,0,1,246.65,18
1,1,0,0,1,1,0,0,1,0,0,221.73,29
1,0,1,1,1,0,0,0,0,0,1,216.59,26
1,0,1,1,1,0,0,0,0,0,0,203.18,26
1,0,0,1,1,0,0,0,0,1,0,223.49,29
1,1,1,0,1,0,1,0,0,1,1,239.04,28
1,1,0,1,1,1,0,1,0,1,1,252.52,15
1,0,1,1,1,1,0,0,1,1,1,251.81,28
1,0,0,1,0,0,1,1,0,0,1,257.68,12
1,1,1,0,1,0,1,1,0,1,0,242.5,15
1,0,1,0,1,1,1,0,0,1,0,227.64,29
1,0,1,0,1,0,1,0,0,0,1,218.02,27
1,1,1,0,1,1,1,1,1,1,0,255.87,20
1,0,1,1,1,0,0,1,0,1,1,247.63,15
1,1,1,1,1,1,0,0,0,1,1,240.35,28
1,0,0,0,0,1,0,1,0,1,0,232.33,16
1,0,1,0,1,0,1,0,0,0,0,202.93,29
1,1,0,1,1,1,0,0,0,0,0,204.96,29
1,0,1,0,1,0,1,0,0,0,0,205.09,29
1,1,0,1,0,1,1,0,1,0,0,220.98,29
1,1,0,0,1,0,1,1,1,1,0,255.39,19
1,0,0,0,1,0,0,0,1,1,1,247.69,28
1,0,0,0,0,1,0,0,0,0,0,200.38,29
1,1,1,1,1,1,0,1,0,1,0,244.03,15
1,1,0,1,1,0,0,0,0,1,1,235.73,28
1,0,0,0,0,0,1,1,0,0,0,208.99,15
1,0,1,1,1,0,0,0,1,0,1,236.06,29
1,1,0,0,0,0,0,0,1,0,1,232,28
1,1,0,0,0,1,1,1,0,1,0,240.07,16
1,1,0,1,0,0,1,1,0,0,0,211.59,15
1,0,1,0,1,0,0,1,1,1,0,249.81,19
1,1,0,1,1,0,1,1,0,1,1,252.04,15
1,0,1,0,1,1,1,1,0,0,1,263.58,12
1,0,1,1,1,0,0,0,1,1,1,249.5,28
1,1,1,0,1,1,1,1,1,0,1,250.61,18
1,0,1,1,1,0,0,0,0,1,0,226.57,29
1,1,0,0,1,1,1,0,1,0,1,235.78,28
1,1,1,0,1,1,0,1,0,0,0,217.47,14
1,1,1,1,1,0,0,0,0,0,0,206.9,26
1,1,1,0,1,1,1,1,0,0,0,215.95,14
1,1,1,1,1,0,0,1,1,0,1,250.16,16
1,1,0,0,0,0,0,1,1,1,0,251.58,19
1,1,1,1,1,1,1,0,1,0,1,236.74,28
