Spout_wait,Spliters,Counters,Throughput+,Latency-
2,6,3,14421,224.68
1000,3,4,3174.3,802.5
5,5,15,20974,175.37
1000,5,6,3393.4,781.84
1000,4,7,3122.1,801.62
6,2,12,16895,181.01
5,1,15,14763,208.71
3,3,15,20971,165.65
4,4,16,20060,174.71
1,2,9,15377,217.16
3,1,9,13297,252.01
3,3,12,19040,187.35
4,5,14,19639,204.91
1000,6,10,3136.4,763.98
1000,2,11,3027.8,832.18
7,1,8,15818,197.06
1000,5,8,3154.5,776.68
1,2,15,16529,206.59
5,2,9,16802,216
2,2,18,17493,186.91
6,6,8,17602,202.18
7,6,3,15411,203.24
1000,2,17,3044.9,833.58
1000,1,8,2958.1,932.37
1000,5,2,2990.2,906.51
4,1,6,13797,237.17
100,2,2,12896,247.46
10,3,5,15856,202.08
1000,3,5,3100.2,801.39
10000,1,3,420.81,6962.9
100,1,18,14237,226.72
8,5,5,16135,206.76
4,1,18,14346,216.52
10000,3,4,681.59,5946.3
7,1,14,17703,187.12
100,3,3,15037,208.78
5,2,4,14860,224.41
3,4,14,19116,182.39
9,6,9,18139,183.61
1,1,15,13164,244.6
100,4,14,19635,169.76
4,3,13,19103,192.35
2,2,13,17908,207.82
100,6,11,19693,161.26
1,6,6,15571,221.22
8,6,3,16004,211.99
6,2,4,15164,226.93
1,3,4,14334,248.43
8,1,9,14181,238.17
10,1,6,12490,247.31
