Max_spout,Spliters,Counters,Throughput+,Latency-
1000,2,15,33549,321.53
1.00E+06,3,6,19405,1592.6
10,1,18,15103,7.3965
100,1,9,18652,62.08
10,1,1,8226.1,13.733
1.00E+06,1,9,41829,24516
1.00E+06,1,6,41953,36772
100,1,3,15515,75.825
1000,1,6,22015,511.62
10000,2,12,35418,3138.8
1.00E+05,3,1,16832,24535
1.00E+05,1,6,27212,25993
1,1,9,4156.9,2.5688
1,3,1,4980.3,2.1598
1.00E+05,3,18,21527,1635.1
1.00E+05,6,6,26583,1151.3
1.00E+05,2,9,30669,27780
1,3,18,4949.1,2.1277
100,6,9,23142,37.915
1.00E+05,3,6,18216,1821.7
1000,6,6,25492,310.14
100,2,1,8746,117.57
100,1,6,18264,61.409
1,6,1,4904.2,2.1626
100,3,15,23240,51.463
100,3,9,21448,54.396
10000,2,3,22333,5447.8
1.00E+05,3,9,17859,2033.3
1.00E+06,1,1,43406,83233
1,3,9,4786.9,2.1468
1.00E+05,3,15,20932,1579.7
1.00E+05,2,1,7217.6,79248
1,2,1,4294.7,4.7793
10000,2,18,31933,3296.5
10000,6,6,26660,815.83
10,3,18,16140,7.2948
1,3,3,5058.6,3.5506
10,3,9,17161,6.5827
1.00E+06,6,3,20812,2143
1000,2,3,22289,518.71
10000,6,12,25977,1047.6
10,6,3,16238,7.0838
1.00E+05,1,9,36900,17797
1.00E+05,2,3,21514,38738
1.00E+05,2,15,32561,27907
1.00E+06,2,18,65823,46988
1,3,15,4767.6,2.2173
1000,2,12,32399,332.68
100,1,12,20872,55.886
1.00E+05,6,9,24757,1024
