Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,2,1,35943,70293
1,1,15,3983.3,2.585
100,2,3,18789,60.38
1,3,12,4589.6,2.2376
1,1,12,4032,2.6341
1000,6,12,23951,419.31
1,6,15,4642.1,2.2694
1.00E+05,3,15,19488,1556.2
1.00E+05,1,1,7445.7,74603
1,1,3,4098.6,2.5385
100,3,3,17860,61.224
10000,3,12,18735,1760.2
1000,3,12,20562,523.63
1.00E+05,1,3,17260,57080
1000,6,15,24693,277.74
1.00E+06,6,3,20157,1979.7
10,6,9,18337,5.274
100,2,9,24019,46.646
100,2,18,28405,38.097
100,1,3,17561,66.278
10,3,3,14028,8.641
1.00E+06,1,1,48918,93904
10000,6,18,25694,828.89
1.00E+06,6,6,24009,1028
1.00E+06,6,12,26336,855.8
10000,3,18,19010,1792.1
10,3,9,16038,6.8006
10,1,6,13341,8.4104
100,3,12,20701,58.286
1.00E+06,1,6,32533,79764
1.00E+06,2,9,61403,52488
10,3,15,15777,6.9694
10,6,15,18604,5.2717
1.00E+05,1,15,21013,45807
1.00E+05,6,3,19790,2276.2
100,1,18,21201,51.009
1.00E+05,1,12,17814,49666
100,1,12,20382,57.635
100,2,6,21809,52.464
1.00E+05,6,9,25620,1057.5
10000,6,12,26973,856.94
1000,3,6,20312,555.68
100,2,1,7677.3,137.63
10000,1,1,8808.6,12596
1,3,3,4742.8,2.2434
1.00E+05,3,6,17406,2010.2
10,2,6,17445,6.2931
100,6,3,19318,47.348
1,3,9,4646.2,2.2873
1000,2,1,7755.1,1269.1
