Max_spout,Spliters,Counters,Throughput+,Latency-
1,6,12,4871,2.2277
1.00E+05,2,18,31825,28692
100,2,3,18568,65.437
1.00E+06,1,18,50783,65193
1.00E+05,3,12,19842,1535.9
1.00E+05,3,6,18216,1821.7
100,3,3,16941,65.185
10,6,18,18380,5.0711
1.00E+06,1,9,41829,24516
10,1,15,16019,7.3717
10,6,1,7524.2,13.959
1,1,9,4156.9,2.5688
10,1,1,8226.1,13.733
10,1,12,15374,7.1335
10,6,6,20089,5.2988
1.00E+05,3,18,21527,1635.1
1.00E+05,2,15,32561,27907
100,6,12,24892,41.478
1.00E+06,1,3,51949,53632
1.00E+06,6,6,25226,856.82
1,1,12,4013.8,2.5474
1.00E+06,1,15,44024,74403
100,1,3,15515,75.825
1,3,9,4786.9,2.1468
100,6,6,21587,48.702
1000,2,3,22289,518.71
1.00E+06,2,12,53037,77350
1.00E+05,2,6,28808,35249
1.00E+05,3,9,17859,2033.3
10,2,18,19335,5.641
10000,6,12,25977,1047.6
10000,3,1,8683.1,8988
1.00E+06,6,15,25167,974.89
1.00E+05,6,3,21251,1891.2
1.00E+05,6,12,26315,928.18
1000,3,18,21701,482.7
10,3,1,8219.4,13.865
100,6,15,23675,32.286
10000,6,18,26558,1099.8
100,1,1,8511.2,135.2
10,2,1,7006.2,15.859
10000,2,3,22333,5447.8
1,1,3,4160.1,2.6057
1.00E+05,1,9,36900,17797
10,3,12,17130,6.2694
1.00E+06,1,12,54656,73740
1.00E+05,2,1,7217.6,79248
1,2,12,4288.1,2.3965
1000,6,3,22423,465.98
100,3,1,8465.1,132.78
