Spout_wait,Spliters,Counters,Throughput+,Latency-
5,5,3,10165,289.44
10000,3,16,296.35,8400.7
10,5,7,6862.3,393.83
9,6,13,7627.6,387.58
5,1,1,6272.1,441.2
1000,3,2,2919.6,940.2
10,5,15,7541.1,374.31
6,5,8,10018,262.39
10,6,9,7103.6,346.65
4,2,9,8674.2,299.28
10,1,10,4875.7,547.24
4,3,14,10152,264.18
8,3,2,7493.8,364.9
1,4,4,9141.9,286.45
3,2,3,9098.4,320.83
6,6,10,10840,264.19
8,4,15,7678.7,378.03
1,2,12,9053,306.24
6,3,5,10323,275.09
60000,3,4,158.67,35598
5,1,4,6836.2,420.68
10000,6,2,368.47,7717
2,5,5,9468.6,291.64
8,6,4,7361.6,366.91
9,1,18,5335,530.6
9,2,13,6703.2,390.28
1000,2,17,2617.2,978.96
5,6,2,10499,259.05
8,1,8,4510.1,573.08
5,4,18,10493,264.68
100,4,16,7724.2,377.11
6,4,4,9764.6,298.01
5,5,8,10519,273.92
3,3,17,10085,261.22
100,1,2,4826.6,596.62
8,3,15,7242.8,382.54
8,6,15,7178.1,394.87
4,2,15,9460.9,302.46
3,6,8,9541.1,265.4
8,6,6,6528.8,392.25
100,1,18,5255.2,522.02
9,5,17,7450.8,375.95
3,3,18,10769,269.77
100,5,11,7366.4,387.21
4,6,3,9664.1,273.34
5,6,18,9729.5,279.51
9,3,16,7221.3,385.45
2,5,12,10328,266.62
8,2,1,6162.9,477.91
100,5,6,7359.9,376.8
