Max_spout,Spliters,Counters,Throughput+,Latency-
1000,1,15,20768,560.98
1000,6,15,24693,277.74
100,6,1,8636.8,123.03
10,2,3,13898,7.9557
1.00E+06,2,12,60713,73693
100,3,1,7864.7,131.92
1.00E+05,6,15,26714,985.57
10,2,9,18656,5.6942
10,3,18,16158,6.515
1,3,12,4589.6,2.2376
1.00E+05,1,3,17260,57080
100,6,15,21993,42.093
100,6,6,21305,46.838
1.00E+05,2,3,23864,37378
1.00E+06,6,18,26278,1019.7
1.00E+05,1,12,17814,49666
1000,6,1,9131.9,1299.1
1000,3,15,19776,602.72
1,6,1,4849.6,2.3172
1.00E+05,6,9,25620,1057.5
1.00E+05,6,1,7625.9,61107
100,3,9,21596,51.502
10000,1,3,16015,6876.6
1.00E+05,3,15,19488,1556.2
1,2,3,4213.6,2.4483
1.00E+05,2,12,29893,34751
100,1,3,17561,66.278
1,1,9,4059.4,2.5699
1000,6,18,23876,372.5
1,2,9,4212.6,2.4867
1.00E+05,1,15,21013,45807
1000,1,18,23878,465.92
1,1,3,4098.6,2.5385
1000,1,12,22722,494.29
10,1,3,12690,9.0425
10,1,15,13048,8.2902
1,1,6,4176.9,2.5477
10,3,12,15038,7.0763
100,6,9,22039,41.581
1.00E+05,3,3,18159,1781.5
1.00E+06,3,6,18378,1747.9
10,1,9,12787,8.5116
1.00E+05,1,6,18566,51016
100,3,3,17860,61.224
10000,3,1,8160,13166
100,3,18,19610,59.478
1000,2,3,22093,522.18
10000,2,1,6913.8,14710
1.00E+06,6,6,24009,1028
1000,3,12,20562,523.63
