Spout_wait,Spliters,Counters,Throughput+,Latency-
6,6,6,16882,195.61
5,1,8,15183,200.64
1,5,17,20391,176.12
7,4,13,20307,183.41
7,6,10,19514,161.74
7,5,4,15851,213.26
100,6,5,16328,208.73
6,2,2,12414,260.98
4,5,13,19578,194.42
5,2,9,16802,216
1,2,12,15830,208.02
10000,1,11,288.56,7908.9
9,6,13,20492,165.89
4,4,5,16262,206.77
1,1,2,10818,316.58
8,2,5,16060,226.78
1,3,7,16029,254.05
9,2,8,17610,200.53
4,4,8,17659,184.96
100,2,8,17503,204.08
100,1,4,12321,252.99
2,2,1,9093.2,355.89
100,6,6,17404,176.71
4,2,12,16121,199.59
1000,4,6,3077.6,805.8
1000,1,17,2853.9,925.21
1000,3,10,3074.8,789.44
6,1,13,14391,220.76
1000,3,15,3045.4,797
2,4,16,19321,188.85
10,6,3,16316,193.64
8,6,16,21178,152.89
6,6,11,19495,190.78
6,2,13,19408,170.62
5,5,6,16195,195.66
4,1,16,14891,217.78
1000,6,13,3438.6,748.1
2,1,16,14072,225.86
1,4,1,8297.3,386.33
7,4,17,21406,166.54
1,6,9,17646,210.41
1,2,14,17417,206.11
2,6,9,18191,198.56
1000,3,1,2952.8,953.22
1000,4,14,3127.7,775.05
7,6,6,16851,192.84
6,2,15,18242,192.63
3,6,4,15466,220.31
1000,2,8,2965.1,837.77
1000,2,17,3044.9,833.58
10,3,8,17823,190.81
3,6,9,18400,195.01
2,6,6,16530,204.54
2,6,14,18865,199.41
6,2,9,16277,212.64
6,2,11,17694,187.47
2,1,10,13940,226.85
6,2,14,18113,183.38
100,3,12,19937,171.24
9,4,2,12555,258.72
9,1,15,15548,213.08
9,4,1,9792.8,322.8
5,6,18,21822,176.48
100,4,18,20473,165.86
6,5,8,17245,204.39
4,1,6,13797,237.17
5,3,11,18113,200.19
9,5,10,20071,171.34
4,3,15,20030,199.68
7,2,2,12429,247.83
100,3,14,19574,186.71
4,2,7,16783,211.13
7,5,11,18934,202.99
2,3,8,16592,205.46
3,5,9,17888,203.63
5,3,7,16631,207.19
1,4,9,15607,205.96
5,5,14,19144,192.49
2,6,4,14834,221.29
3,2,8,17097,236.21
1,2,2,11514,283.68
5,6,3,15180,200.2
2,1,12,13566,240.13
9,4,17,21317,168.06
9,4,8,18238,190.93
1000,4,16,3267.1,794.02
100,1,11,18255,169
5,6,13,19954,193.66
9,1,1,9038.4,349.51
100,2,1,9799.9,315.4
6,2,4,15164,226.93
9,5,17,22419,176.65
10,5,2,13170,246.1
5,6,9,18926,185.28
5,6,17,21412,188.77
3,6,8,17687,205.63
1000,2,5,2934.9,837.33
5,5,9,18204,188.49
9,3,1,9865.6,339.19
4,4,4,15290,222.45
8,3,3,15210,201.94
1000,2,11,3027.8,832.18
8,4,18,20500,172.16
7,1,7,13422,250.23
1,3,18,18647,209.34
10,4,4,16618,204.52
1000,6,2,3207.9,851.97
2,4,2,12513,267.68
1000,2,6,2981.1,829.61
1000,2,3,3014.6,859.05
1,3,16,18801,194.37
4,4,16,20060,174.71
8,6,2,13460,231.53
9,5,7,16390,189.62
3,5,7,16846,206.99
3,3,1,9017.3,361.64
5,5,4,15676,206.94
9,4,7,16573,197.92
6,3,2,12609,275.32
3,4,6,16214,210.27
10000,1,12,365.07,9098.9
7,3,8,17395,195.07
5,3,5,16101,221.88
5,4,8,17993,197.27
8,3,10,18431,183.2
