Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
3,2,10,2,3,100,5128.5,11.108
3,1,3,2,6,100,5132.3,5.9182
1,1000,1,2,12,100,20579,505.82
3,100,100,3,6,10,16905,195.86
3,1,10,2,3,1000,2775.2,10.619
1,1000,3,6,1,1000,10424,1064.9
3,2,100,6,3,100,549.35,100.95
3,10000,10,6,6,1000,9146.3,37016
3,2,100,1,3,10,558.81,100.33
3,10000,3,2,1,1000,5801.7,40928
3,100,10,6,6,1000,17601,199.29
3,1000,10,6,6,10,28324,1375.1
1,1,1,2,1,10,2377.4,4.2424
1,1,10,2,12,10,949.81,10.91
1,1,1,2,1,1000,2427,4.1886
1,1,100,2,1,10,97.882,100.37
1,10,1,1,3,100,12208,8.3948
1,100,2,1,3,1000,12068,84.045
1,10000,100,2,3,10,16565,6104.1
1,10000,3,3,12,1000,18608,5013.2
3,1000,2,2,3,10,18294,2241.7
1,10000,10,3,1,1000,4641.1,16436
1,100,2,3,3,100,13178,83.58
1,10,3,3,1,100,8017.6,12.117
1,10000,2,1,3,10,19486,6119.1
1,10000,2,6,3,1000,25933,4129.4
1,1,2,3,6,10,2244.8,4.307
1,2,3,1,1,1000,3000.6,6.8904
1,10,3,2,6,100,11771,8.5872
1,10000,100,6,1,100,5497.5,13031
3,10,10,3,3,1000,16532,20.115
3,10,3,6,3,100,16992,19.744
1,10000,2,3,3,1000,15275,5804.5
3,10,1,1,6,10,14515,22.395
3,2,1,6,1,100,10361,6.3785
1,10000,100,2,3,100,15264,7672.7
3,100,10,2,6,10,15543,216.92
3,2,10,1,3,100,5444.2,11.627
3,1,3,1,6,10,4821.8,6.2605
3,1,10,2,1,10,2705.8,11.098
3,1,1,3,3,10,7379.9,4.1551
1,10000,3,1,3,100,21339,7300
1,10,2,1,12,1000,10974,9.0157
1,2,3,1,6,10,3009.9,6.4327
1,10,1,3,1,100,9009.1,11.194
3,1000,1,2,3,100,13709,3187.3
3,10000,1,6,6,10,9596.8,30588
1,1,3,2,1,100,1712.3,5.8506
3,2,10,2,3,10,5337,11.008
1,2,2,6,3,1000,4203.9,4.6987
1,10000,1,2,6,100,26911,3708
3,1000,10,6,1,1000,2650.9,14945
3,1,100,1,12,1000,287.19,134.78
1,1000,1,3,12,100,16945,599.38
3,10000,3,2,1,10,6533.5,40177
3,1,2,3,6,100,5751.9,4.7603
3,100,100,1,1,1000,9185.5,361.7
3,2,1,3,3,100,10301,6.2196
1,10,100,2,6,10,920.56,101.34
1,1,2,6,12,10,2311.2,4.3378
3,10,10,1,6,100,14167,21.348
3,10,10,2,3,1000,15977,19.345
3,1000,1,1,1,1000,4134.1,8543.3
1,2,100,2,6,1000,191.31,100.53
3,10,3,2,6,10,16046,19.923
1,1,3,2,1,10,1834.4,5.7019
1,1,10,1,12,1000,920.88,10.843
1,100,1,1,12,1000,15036,70.55
1,10000,2,2,6,100,26036,5115.1
3,10000,100,1,6,100,7088.2,35198
1,1000,100,3,12,10,14301,621.46
1,10000,1,2,1,100,3972.4,24971
1,1,2,2,1,100,2105.4,4.905
1,2,1,3,12,10,4973.1,3.9408
3,1000,2,3,3,100,17235,3230.1
1,100,100,6,1,10,7353.7,125.48
1,10,3,2,6,1000,11785,9.6342
1,2,2,2,1,10,3785.7,5.1449
1,100,100,2,6,100,9028.8,109.88
1,10000,100,3,12,1000,16393,5484.8
1,1000,3,1,6,1000,16574,690.01
3,2,100,3,3,1000,535.88,100.47
3,100,10,1,3,10,13072,240.69
1,2,3,1,1,100,2947.2,6.8108
3,10,1,6,3,100,15514,20.473
1,1000,1,6,12,10,18424,537.7
1,10,1,3,3,10,13260,7.6618
1,100,2,2,3,1000,13626,77.249
1,2,100,6,3,10,203.82,100.92
3,1000,3,1,6,100,17930,1741.7
3,10,2,6,3,100,16122,19.908
1,2,100,3,1,1000,182.71,100.55
3,1000,10,2,1,10,4826,6619.1
3,1,100,2,3,100,255.19,100.31
3,10000,100,2,6,100,12411,27171
3,10,2,3,12,10,17671,19.528
3,100,100,3,3,100,14293,217.49
1,10,10,1,6,10,7585.1,13.401
1,10,2,3,1,1000,9338.5,12.357
3,10000,2,3,6,100,16417,34616
3,2,10,2,12,100,5440.6,11.169
3,10000,10,2,12,10,14594,19881
3,10000,100,6,1,100,7595.9,43257
1,1,2,2,1,10,2131.6,4.8949
1,1,100,2,12,10,85.706,100.4
1,10,10,3,6,10,7966.5,12.653
3,10000,3,1,12,1000,5848.1,38749
1,10000,3,1,1,10,4502.5,23852
1,2,3,1,12,10,2981.9,6.5086
1,10000,3,3,3,100,16163,5726.2
1,1000,100,1,3,1000,15684,704.63
1,100,3,3,12,100,14202,74.225
3,10,3,6,3,1000,17324,19.184
1,100,100,6,6,1000,8333.8,116.83
1,1000,10,1,1,100,10805,988.72
3,2,2,2,6,100,8973.4,8.4791
1,2,2,1,12,10,3345.7,5.5294
1,10000,1,3,3,100,15469,6438.3
3,100,100,2,1,10,8862.2,327.84
1,10000,2,1,12,10,23914,5184.9
3,100,10,6,3,100,16041,198.58
3,2,100,6,12,10,542.53,100.5
3,2,100,1,1,1000,568.35,100.4
3,2,100,3,12,10,541,100.4
1,10,100,1,12,1000,941.47,101.3
1,1000,100,6,1,1000,10333,937.36
1,10,100,3,3,100,891.19,100.89
1,10000,2,2,12,10,27035,5257.6
3,1000,1,6,6,1000,27557,1640.1
3,100,3,1,3,100,12871,257.63
1,1,3,2,3,100,1757.4,6.0619
3,1000,3,6,3,10,15639,3792.6
1,1,2,1,1,100,2058.6,5.2346
1,2,100,1,3,10,204.44,101.12
1,1000,2,2,3,1000,16903,693.1
1,1,100,6,12,10,90.938,100.46
3,10,10,3,3,100,16589,19.298
3,10,10,3,12,10,16802,19.471
3,2,3,6,6,100,8707.1,6.9804
3,1000,3,2,3,100,16991,2309.4
1,10,100,3,6,100,916.5,100.54
1,2,3,6,12,10,3349,5.7844
3,10,3,1,6,10,14340,22.416
3,2,10,2,12,1000,5344.5,11.184
3,1,3,3,6,1000,5789.9,5.3729
3,10,1,3,6,10,17252,20.145
1,1000,3,6,1,100,10269,997.47
3,100,3,3,3,10,14329,219.78
3,100,2,6,12,1000,19095,180.13
1,2,10,1,6,10,1761.1,11.009
1,1000,2,2,12,100,21211,506.8
1,2,1,2,1,100,4802.5,4.3792
3,1,3,6,3,10,5736.4,5.372
1,2,3,3,1,10,3512.6,5.6987
3,1,100,1,12,100,284.18,100.4
3,2,3,6,1,1000,9035.8,7.15
1,10,100,3,6,1000,900.82,99.949
1,1,1,2,3,10,2153.5,4.5248
1,1000,2,6,1,10,9857.3,1076
3,2,10,2,1,100,5070.1,11.941
3,1000,100,3,6,1000,27980,1263.4
3,1,100,3,12,100,264.24,103.33
1,1,1,6,6,1000,2897.8,3.4791
3,100,3,2,1,10,8978.4,354.03
3,10000,1,1,12,1000,6389.8,42442
3,10000,2,2,3,1000,7830.2,35420
1,2,100,6,12,10,195.76,100.52
1,1,100,1,6,10,96.5,101.73
1,10000,1,1,1,10,4631.6,19747
1,1000,100,2,12,100,20259,530.12
3,100,2,1,3,1000,12397,265.74
3,10,3,2,12,10,15746,21.799
