Spout_wait,Spliters,Counters,Throughput+,Latency-
1,1,14,15891,198.18
8,5,15,20649,177.56
100,4,4,15496,208.09
9,1,8,16708,188.86
5,5,15,20974,175.37
6,5,14,19236,206.19
6,4,11,18674,187.41
10,5,12,20586,178.32
1,1,11,14500,229.24
4,1,14,16755,195.36
100,1,16,14937,231.47
100,5,11,18847,186.86
7,4,1,9806.9,318.21
1000,2,12,3076.1,856.32
3,6,16,19563,186.97
5,2,10,18282,181.31
9,3,18,21148,164.47
1000,1,9,2927.1,923.01
100,6,13,19243,178.45
9,6,10,19502,167.61
2,3,1,8506.4,352.62
6,2,17,20425,167.99
4,5,11,18227,191.82
7,1,4,12233,269.46
1,2,16,18331,198.49
100,3,9,18875,189.26
6,3,8,17696,206.15
5,2,6,14275,224.04
1,5,6,15394,224.92
4,1,8,14252,206.88
1,4,5,15173,254.59
1000,1,17,2853.9,925.21
7,5,2,13210,260.7
10,6,17,23075,158.68
2,5,16,18652,184.15
3,2,16,19593,183.14
1000,3,9,3283.9,763.71
6,2,10,18559,178.78
1000,1,16,2980,912.21
6,6,17,22255,185.37
2,2,2,11914,274.71
9,6,11,19893,180.32
2,1,9,13015,254.37
2,2,13,17908,207.82
8,4,14,19128,185.12
9,2,15,17953,188.61
1,4,3,13958,241.05
8,5,12,19777,178.55
10,6,5,16330,216.8
6,1,7,13847,242.95
