Max_spout,Spliters,Counters,Throughput+,Latency-
10,5,10,30269,3.3514
1.00E+05,5,10,55095,853.41
1,3,6,7136.5,1.4391
10,5,13,28871,3.541
1,4,4,6916.1,1.4471
1,4,8,6386.8,1.531
1.00E+06,3,10,56862,827.55
1,2,11,5378.1,1.8613
100,4,18,50439,19.912
1,2,15,5381.5,1.8954
1.00E+06,1,16,70303,60552
1.00E+05,1,7,61873,16088
10000,3,18,57586,792.96
1.00E+06,5,11,53942,888.87
1.00E+05,5,9,55332,800.45
1.00E+05,3,10,55855,791.55
1,6,6,7767.2,1.3184
100,4,12,50747,19.686
1.00E+05,5,3,36113,923.03
1000,3,12,60301,165.5
1,6,14,6914.1,1.4566
1,3,2,7468.3,1.3264
100,4,8,49490,20.154
1,5,1,7990.6,1.2994
1.00E+06,4,11,54485,799.59
100,3,9,53573,18.501
1.00E+05,6,7,38731,827.65
1.00E+05,1,15,64561,15257
10,4,12,30191,3.3699
1,2,14,5464.8,1.9197
10000,3,17,55429,816.52
1,5,3,7040.8,1.446
10,1,14,27587,3.6289
10000,2,18,77751,1186.4
100,4,9,49746,19.719
1.00E+06,5,6,42877,863.05
1000,3,11,58614,169.62
1.00E+06,6,16,47353,514.45
1.00E+06,4,9,51861,857.03
1.00E+06,4,4,41062,897.43
1.00E+05,4,2,33020,1152
1000,5,16,53494,190.48
100,6,2,51600,19.351
1000,3,1,53563,187.28
1.00E+06,2,17,91538,37087
10000,1,10,64422,1472.5
10,6,7,31102,3.1728
1,1,2,5552.9,1.8259
1.00E+05,6,6,43286,570.68
10000,2,11,73286,1183.4
