No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,1,0,0.7,9,0.8,17,6,84,-33,86,667,23.3,67,418,1.4,47.242,1986.035897
0,0,0,1,0.7,17,0.8,17,6,84,-33,86,334,36.6,67,836,1.4,41.476,514.1212121
0,0,1,0,1.4,9,0.4,34,6,167,-33,43,334,23.3,34,836,1.4,50.064,709.6133333
0,0,1,0,0.7,9,0.4,34,6,167,34,43,667,23.3,34,836,0.7,49.805,607.7230769
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,36.6,34,418,0.7,37.455,3570.257143
1,0,0,0,0.7,17,0.8,34,6,167,-33,43,667,36.6,67,836,1.4,44.251,525.0909091
0,0,0,0,1.4,17,0.8,17,6,167,34,86,334,36.6,34,418,1.4,39.093,1397.796429
1,0,0,0,0.3,23,1,46,2,171,-77,17,726,42.1,83,0,1,36.298,425.2586481
0,1,0,0,1.4,9,0.8,34,6,167,-33,86,334,23.3,67,418,1.4,47.307,6478.090667
0,1,0,0,1.4,4,0.6,49,8,171,51,56,350,25.2,75,605,0.2,46.319,4431.333333
0,0,0,0,1.4,9,0.4,34,6,84,-33,86,334,36.6,67,418,0.7,37.197,1339.691659
0,1,0,0,1.4,17,0.8,17,3,84,34,43,667,36.6,34,836,1.4,41.161,1125.602899
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,23.3,67,418,1.4,47.267,1833.578704
0,1,0,0,0.7,17,0.8,34,6,167,-33,86,667,23.3,67,418,0.7,47.122,6523.148148
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,34,418,1.4,45.914,1325.892149
1,0,0,0,0.7,17,0.4,34,6,84,34,86,334,23.3,34,836,1.4,54.6,682.3761905
1,0,0,0,0.7,9,0.8,17,3,167,-33,86,334,23.3,34,836,0.7,53.197,581.075
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,36.6,67,418,0.7,37.447,3678.673973
0,0,0,1,0.7,17,0.4,17,6,167,34,86,334,23.3,34,418,0.7,45.832,1704.288235
1,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,23.3,67,418,1.4,48.126,1591.741935
0,0,1,0,0.7,17,0.8,17,6,167,34,86,334,23.3,34,418,0.7,47.017,1929.647368
0,0,0,0,1.4,9,0.8,34,3,167,34,86,334,23.3,67,836,0.7,51.114,606.7384615
1,0,0,0,0.7,17,0.4,34,6,84,34,43,334,36.6,34,836,1.4,46.343,462.66
1,0,0,0,0.7,17,0.4,34,6,167,-33,43,334,36.6,34,836,0.7,47.332,576.9805556
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,34,418,0.7,45.873,1423.671429
0,0,0,1,2,3,0.6,23,0,40,0,4,250,23,40,0,1.4,47.076,1655.202692
1,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,34,418,0.7,48.05,1602.935484
0,0,0,0,1.4,9,0.4,34,6,167,-33,43,334,36.6,67,836,0.7,38.764,557.15
0,0,0,1,0.7,17,0.4,17,6,84,34,43,667,36.6,34,836,0.7,39.737,400.4148148
0,0,0,0,0.4,17,0.6,44,9,248,-88,11,629,16.5,2,685,1.2,52.537,1689.469855
1,0,0,0,0,17,0.9,42,6,52,25,2,173,42.6,54,527,1.3,36.496,1300.712644
0,0,1,1,0,25,1,51,9,187,-50,32,1000,30,51,0,0.5,43.582,1001.865667
0,0,0,1,0.7,17,0.4,17,3,84,34,86,667,23.3,67,836,1.4,49.743,458.31
1,0,0,0,1,3,0.6,23,3,40,0,4,1000,23,100,0,1.4,48.376,2414.598889
0,0,1,0,0.9,18,0.1,20,0,96,23,92,653,25,56,0,0.9,43.256,478.6003182
0,0,0,0,0.7,17,0.4,17,3,167,34,86,334,23.3,67,418,1.4,45.928,1406.571429
0,0,0,1,0.7,17,0.4,17,6,167,34,86,667,36.6,34,418,1.4,37.682,1234.368
0,0,1,0,1.4,17,0.8,34,3,84,34,86,667,36.6,34,418,1.4,38.959,1043.809524
0,1,0,0,1.4,9,0.4,34,6,167,34,43,334,36.6,67,418,1.4,37.789,3673.512329
0,0,0,0,1.9,2,0.7,42,1,77,-35,70,523,19,55,520,1.8,36.781,693.797619
0,0,0,0,1.4,17,0.4,17,3,84,-33,86,667,36.6,67,836,0.7,39.01,459.57
0,0,1,0,0.7,17,0.8,17,3,167,34,86,667,23.3,34,418,1.4,47.175,1565.258065
0,1,0,0,1.4,17,0.4,34,3,167,-33,86,334,36.6,67,836,1.4,39.911,1441.138889
0,0,1,0,1.4,9,0.8,17,3,84,34,86,667,23.3,67,836,1.4,51.533,513.3030303
1,0,0,0,1.5,23,0.1,3,1,9,-3,85,92,45,66,558,0.3,35.379,578.6916667
0,0,0,0,1.4,9,0.8,34,3,84,-33,86,334,23.3,67,418,0.7,47.112,1551.119164
0,1,0,0,0.7,17,0.4,17,3,167,34,86,334,36.6,67,836,1.4,40.384,1228.717949
0,0,0,1,0.7,9,0.4,34,6,167,34,86,334,36.6,34,836,0.7,39.748,446.37
0,0,0,0,0.7,17,0.4,17,6,167,34,86,334,36.6,67,418,1.4,37.792,1268.325795
0,0,0,0,1.4,17,0.8,34,6,84,-33,43,667,23.3,34,418,1.4,47.286,2005.014245
0,0,1,0,1.4,9,0.8,17,3,84,34,86,334,23.3,67,418,1.4,47.232,1419.492857
1,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,34,836,1.4,47.552,415.0518519
0,0,0,1,1.4,9,0.4,34,3,167,34,86,334,23.3,34,836,1.4,50.173,501.3636364
1,0,0,0,1.4,17,0.4,17,6,167,34,43,334,36.6,34,418,1.4,39.948,1209.384722
0,0,0,1,0.7,17,0.4,34,6,84,34,86,334,36.6,67,418,0.7,37.421,1183.733333
0,1,0,0,0.7,9,0.8,17,6,84,-33,86,667,23.3,34,418,1.4,47.278,6429.664499
0,0,0,0,0.7,9,0.8,34,3,84,-33,86,667,23.3,67,418,0.7,47.113,1550.142569
1,1,1,0,1.5,9,0.1,18,3,99,-100,112,1000,10.2,46,0,1.6,57.248,4435.224128
1,0,0,0,1.4,9,0.8,17,3,167,-33,86,334,23.3,34,836,0.7,53.197,580.1888889
0,1,0,0,1.4,9,0.4,17,3,84,-33,86,334,36.6,34,418,0.7,37.072,3447.597015
0,0,0,1,1.4,17,0.8,17,6,84,-33,86,334,36.6,67,418,0.7,38.629,1412.678571
0,0,1,0,0.7,9,0.8,17,6,84,-33,43,334,23.3,34,418,0.7,47.072,1932.835897
0,0,1,0,0.7,9,0.4,34,6,167,34,86,667,23.3,34,836,1.4,50.062,605.1384615
0,0,0,0,0.7,17,0.4,17,3,167,-33,43,667,23.3,34,836,0.7,49.861,594.6236467
0,0,0,0,1.4,17,0.4,34,6,84,34,86,334,36.6,67,836,1.4,40.422,457.79
0,0,0,0,0.7,17,0.8,34,6,84,-33,43,667,23.3,67,836,0.7,51.175,741.3561376
1,0,0,0,1.4,9,0.4,17,3,84,34,43,334,36.6,34,418,0.7,39.779,956.0526316
0,1,0,0,1.4,17,0.4,17,3,167,34,43,667,23.3,34,418,0.7,45.826,4480.532955
1,0,0,0,1.4,9,0.8,34,6,167,34,86,334,23.3,34,418,1.4,47.512,1802.453333
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,23.3,34,836,1.4,50.186,1608.544792
0,0,0,1,0.7,17,0.8,17,3,84,34,43,334,23.3,34,418,0.7,47.084,1461.921839
0,0,0,0,2,3,0.6,23,9,40,0,4,250,23,40,0,1.4,47.128,3540.032502
