Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,3,3,17810,2023.7
10000,3,15,18857,1717.1
10,3,18,16158,6.515
1.00E+05,2,3,23864,37378
1.00E+05,6,1,7625.9,61107
1.00E+06,1,1,48918,93904
1.00E+06,6,3,20157,1979.7
100,3,6,20076,55.609
100,6,1,8636.8,123.03
1.00E+06,1,15,39811,83368
1.00E+05,2,6,26935,36587
10,6,1,7599.1,13.874
10000,1,15,19210,6260.9
1.00E+06,3,6,18378,1747.9
1000,6,3,21467,512.14
1.00E+06,3,18,20100,1692.8
1000,1,12,22722,494.29
100,3,12,20701,58.286
10,2,12,19215,5.9139
10000,2,6,27670,3923
1.00E+05,6,12,25490,953.19
10,6,12,17812,5.8555
100,2,12,26077,39.596
1,2,6,4123.2,2.4584
1.00E+06,1,18,46272,83169
1000,2,15,35508,330.13
10000,2,15,27830,3523.8
1000,3,15,19776,602.72
10000,2,1,6913.8,14710
1000,3,9,20589,537.34
1.00E+06,1,12,38675,84330
1.00E+06,3,9,19653,1953.2
1.00E+05,3,3,18159,1781.5
100,6,9,22039,41.581
1000,1,3,20665,547.77
1.00E+06,2,6,52611,82576
1000,6,1,9131.9,1299.1
10,6,9,18337,5.274
100,1,1,8600.1,142.45
1,6,12,4638.4,2.2965
100,1,9,19721,62.512
1,3,18,4593.9,2.2561
10000,2,18,30901,3380.6
10,3,6,16094,6.7821
1,1,1,4123.9,2.5786
100,3,1,7864.7,131.92
100,2,15,28395,36.861
1.00E+06,3,1,46742,78749
1.00E+05,2,12,29893,34751
10,2,18,18872,5.704
