Spout_wait,Spliters,Counters,Throughput+,Latency-
9,6,8,7152.3,357.59
10,4,11,7397.4,364.49
10000,3,6,313.25,8632.1
10,2,3,6355.7,466.67
10000,1,1,330.25,8695.8
1000,6,3,2419.9,989.22
10,3,15,7215.2,364.48
8,2,5,6789.8,450.49
7,1,12,7546.2,379.7
3,1,17,6804.8,398.52
1,2,4,7972.4,329.55
60000,2,17,158.33,40490
9,2,6,6573,421.18
5,6,17,10154,255.25
1000,4,11,2742,979.43
2,4,14,10265,274.53
7,1,14,7651.6,381.9
1000,6,16,2824.7,923.69
1,6,18,10019,265.93
1000,3,4,2650.6,982.38
60000,1,12,135.67,50734
5,1,16,7109.5,384.78
1,5,13,9892.8,276.75
10,5,12,7056.2,387.88
100,1,9,5112.9,511.14
9,3,17,7568.2,383.5
100,2,3,6215.8,444.72
4,1,5,7387.5,377.45
100,5,10,7088.2,374.49
1000,4,3,2658.2,973.04
10000,3,13,330.44,8416.9
10000,3,7,352.12,7776.9
7,6,2,8084.9,355.87
6,5,6,10328,281.72
6,6,5,10432,275.59
10000,1,12,281.88,8560.5
8,5,10,6487.8,388.55
4,2,10,9213.2,304.36
1,2,3,8711.4,319.03
100,3,15,7183.9,379.65
10000,6,4,341,7724.7
9,2,11,6733.9,415.09
1,2,9,9224.8,310.57
4,2,9,8674.2,299.28
1,3,12,9966.8,272.83
8,1,17,5381,484.75
1,6,16,10541,270.12
6,1,1,5784.8,460.76
8,4,9,6805.5,392.38
6,2,7,8932.6,322.17
