Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+05,4,11,55317,784.34
10,3,17,29452,3.4393
1.00E+05,5,1,28325,1347.7
1.00E+06,5,14,50915,811.7
10000,5,15,54627,810.04
10000,3,18,57586,792.96
100,3,1,46137,22.012
1.00E+05,2,13,76190,789.55
1.00E+06,2,2,57085,85782
100,2,8,47480,21.423
10,4,11,29849,3.3491
1.00E+06,5,7,49609,887.94
1.00E+06,1,17,78498,55374
1000,3,12,60301,165.5
1000,2,13,66556,117.56
100,4,8,49490,20.154
1000,5,1,30328,339.94
1.00E+05,1,18,66943,14608
1,2,12,5577.5,1.8543
1000,2,1,41689,239.02
100,6,11,46910,19.079
1000,3,14,60581,167.99
1.00E+06,3,4,52085,1052.8
10,6,12,31526,3.1931
1.00E+05,6,2,55380,440.37
10000,2,6,64663,1539
1.00E+05,1,5,60465,14235
100,1,11,55611,17.024
10000,4,6,47779,775.03
10,1,6,28862,3.5443
1.00E+06,3,18,57632,871.26
10000,4,15,55474,803.04
10000,5,12,56196,775.45
1.00E+06,1,4,62740,83689
1,5,5,7114.6,1.4161
1.00E+05,1,17,61329,15927
100,5,7,48844,20.129
1,3,9,6753.5,1.5161
1,1,4,5646.8,1.8299
1.00E+05,1,9,67355,14309
1.00E+06,6,12,45814,514.16
1.00E+06,6,18,47878,531.32
1,2,9,5406,1.8264
100,5,10,52505,19.357
10000,5,9,54385,760.35
10,6,3,33660,2.9644
1.00E+05,4,14,55063,918.63
10000,3,9,57998,731.92
1,1,8,5377.4,1.8902
100,4,16,52702,18.764
