A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,0,0,1,0,1,1,1,1,1,268.41,18
1,1,1,1,1,1,1,0,1,0,0,225.16,29
1,1,1,0,1,1,0,1,1,1,1,268.58,19
1,0,0,1,0,1,1,1,1,0,1,247.31,18
1,0,1,0,1,0,0,1,0,1,1,246.39,15
1,1,1,0,1,0,0,0,0,0,1,218.4,26
1,0,0,1,0,1,1,1,0,1,0,234.34,15
1,1,0,1,0,0,1,1,1,0,0,227.53,19
1,0,1,1,1,1,0,1,0,0,1,263.75,12
1,0,1,0,1,1,0,0,0,0,1,216.72,29
1,1,0,0,1,1,1,0,0,1,0,229.82,28
1,0,0,0,0,1,1,1,1,0,1,247.13,18
1,0,0,1,0,1,0,0,0,0,1,214.65,28
1,0,0,0,1,0,0,1,1,0,0,226.88,18
1,1,0,1,0,1,1,1,1,1,0,253.65,20
1,1,0,1,1,1,0,1,1,0,0,230.69,18
1,0,1,1,1,0,0,1,0,1,0,237.44,15
1,0,1,1,1,1,0,0,0,0,0,206.43,29
1,1,1,0,1,1,1,1,0,0,0,218.23,14
1,0,0,0,0,0,0,0,1,1,0,234.87,29
1,0,1,1,1,1,0,1,0,1,0,239.32,15
1,1,1,1,1,0,0,0,0,0,0,206.9,26
1,1,1,0,1,0,1,0,0,1,0,228.94,28
1,0,1,0,1,0,1,1,0,1,1,247.37,15
1,0,0,1,1,0,1,1,1,0,0,227.99,18
1,1,0,0,1,1,0,1,0,1,1,254.27,16
1,0,1,1,1,0,1,1,0,0,0,216.91,14
1,1,0,0,0,1,0,1,1,1,0,253.26,20
1,1,0,1,1,0,0,1,1,1,0,252.68,19
1,0,0,0,0,0,1,1,0,1,0,231.33,16
1,1,1,0,1,0,0,1,1,1,1,264.99,19
1,0,0,1,0,1,0,1,0,0,1,259.38,12
1,1,0,1,0,0,0,0,0,1,0,225.62,29
1,1,1,1,1,1,0,0,1,1,0,247.17,28
1,0,1,1,1,1,1,0,1,0,0,223.52,29
1,1,1,1,1,1,1,0,0,0,1,220.87,28
1,0,1,0,1,0,0,0,1,0,1,235.16,28
1,1,0,1,0,1,1,0,0,1,0,227.91,29
1,0,0,0,0,0,0,0,0,1,0,219.15,29
1,0,1,1,1,1,1,0,1,0,1,235.79,28
1,1,1,1,1,0,0,0,1,0,0,222.43,29
1,0,1,1,1,1,0,0,0,0,1,219.37,29
1,0,0,0,1,1,0,1,0,1,0,234.65,16
1,1,1,1,1,1,0,1,1,1,0,255.47,20
1,1,1,0,1,0,0,1,1,0,0,231.39,18
1,0,1,1,1,1,0,0,1,0,0,223.07,29
1,0,0,1,0,1,0,1,1,1,0,247.27,20
1,0,1,1,1,0,1,0,0,0,1,217.19,27
1,0,1,1,1,0,1,1,1,1,0,252.51,20
1,1,1,0,1,0,1,1,1,1,1,268.38,19
1,1,0,1,0,0,0,1,0,0,1,244.12,14
1,1,0,0,0,0,1,1,1,0,0,227.75,18
1,1,1,0,1,0,0,0,0,1,0,229.79,29
1,0,0,1,1,0,1,1,0,1,0,235.03,15
1,0,0,0,0,1,0,1,0,0,0,209.58,15
1,1,1,1,1,0,0,0,1,0,1,237.1,28
1,0,0,1,0,0,0,1,0,1,0,231.04,15
1,1,1,0,1,0,0,1,0,0,1,246.96,14
1,1,0,1,1,1,1,1,1,1,0,255.62,20
1,1,0,0,1,1,0,1,0,0,1,261.08,12
1,1,0,1,1,0,1,0,0,0,0,204.51,29
1,1,1,1,1,1,1,0,0,1,0,231.19,28
1,1,1,0,1,0,1,1,0,0,0,214.34,14
1,0,0,1,0,1,1,0,1,0,1,233.15,29
1,0,0,1,1,1,1,0,0,1,0,225.77,28
1,0,0,1,0,1,1,1,0,0,0,211.48,14
1,1,0,0,1,0,1,0,1,0,1,234.47,29
1,1,1,1,1,1,0,0,1,0,1,237.7,28
1,1,1,1,1,0,0,1,0,0,0,214.72,13
1,0,1,0,1,0,1,0,1,1,1,251.01,28
1,1,1,0,1,0,0,1,1,1,1,267.28,19
1,1,1,1,1,1,1,0,1,1,1,256.25,28
1,0,0,0,0,0,0,1,0,0,0,207.75,15
1,0,1,0,1,1,1,0,1,0,0,220.8,29
1,0,1,1,1,1,0,1,1,1,0,250.68,20
1,1,1,0,1,1,1,1,1,1,0,255.87,20
1,1,1,1,1,1,1,1,0,0,0,219.64,14
1,0,1,0,1,0,0,0,0,1,0,225.5,29
1,0,1,0,1,0,1,1,1,0,1,250.45,18
1,0,0,1,0,1,1,1,0,0,1,260.77,12
1,0,1,1,1,0,1,0,1,1,1,250.28,28
1,0,0,1,1,0,0,1,1,0,0,227.19,19
1,0,0,0,0,1,1,1,0,0,1,257.04,12
1,1,1,0,1,0,1,0,1,1,1,252.99,28
1,0,0,0,0,0,0,0,0,0,0,210.34,27
1,1,0,0,0,0,1,1,0,0,0,211.27,15
1,0,0,0,1,1,1,1,1,0,0,229.21,18
1,0,0,1,0,0,1,0,1,0,0,217.9,29
1,0,1,1,1,1,1,0,0,1,1,235.57,28
1,1,0,1,1,0,1,0,0,1,1,236.98,28
1,0,1,1,1,1,1,1,0,0,0,218.32,14
