No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,1,0,0.7,17,0.8,34,3,84,34,86,334,23.3,34,418,1.4,47.175,1462.629885
0,0,0,0,1.4,9,0.8,17,3,84,-33,43,667,36.6,34,418,0.7,38.476,1152.013527
0,1,0,0,0.7,9,0.8,34,3,84,34,43,334,23.3,34,418,0.7,47.118,4954.381944
0,0,0,0,1.4,17,0.8,34,3,84,-33,86,667,23.3,34,418,1.4,47.27,1562.261661
1,0,0,0,1.4,17,0.8,34,3,167,-33,86,667,36.6,34,418,1.4,40.026,1114.909091
0,0,1,0,0.7,9,0.8,17,6,84,34,86,667,36.6,34,836,0.7,40.714,454.7
0,0,0,1,1.4,9,0.4,34,3,167,-33,43,667,36.6,67,418,0.7,37.182,1174.788889
0,0,1,0,1.2,13,1,16,9,169,-100,128,665,50,100,627,1.2,53.75,2259.367677
0,0,1,0,0.7,17,0.8,34,3,167,34,43,334,36.6,67,418,0.7,38.578,1175.427778
0,0,1,0,0.7,9,0.4,17,3,84,34,86,334,23.3,34,418,1.4,45.936,1285.288462
0,0,0,0,0.7,17,0.4,17,6,167,34,43,667,36.6,34,836,1.4,40.23,480.3684848
0,0,1,1,1.2,17,0,24,2,85,-67,105,1,50,49,209,0.3,41.722,738.64
0,0,0,0,1.4,9,0.8,17,3,84,-33,43,667,36.6,34,836,0.7,40.594,444.9017284
0,0,0,1,1,3,0.6,0,3,40,0,128,250,23,40,0,1.4,47.121,2009.517949
0,0,1,0,1,3,0,23,3,40,0,4,250,23,40,0,0,28.033,1907.697436
1,0,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,836,1.4,54.651,524.6969697
0,0,0,1,0.7,9,0.4,34,6,167,34,86,334,36.6,34,418,0.7,37.457,1275.833333
0,0,0,0,1,3,0.6,23,9,40,0,128,250,23,40,0,1.4,47.131,3403.38468
0,1,0,0,0.2,2,0.8,6,4,95,14,49,686,40,35,849,1.5,39.096,1127.802899
0,0,0,0,1.4,9,0.8,17,6,167,-33,86,667,23.3,34,836,0.7,51.22,764.4895833
0,0,0,0,0.7,9,0.4,17,3,167,-33,86,334,23.3,67,418,0.7,45.91,1514.433704
1,0,0,0,1.4,17,0.4,17,6,167,-33,43,334,36.6,34,836,0.7,47.332,521.969697
0,0,0,0,0.7,17,0.8,34,6,167,-33,43,667,36.6,67,836,0.7,40.516,603.3333333
0,0,1,0,0.3,19,0.4,10,5,193,40,110,105,13.7,66,0,0.2,50.579,959.0937778
0,0,0,1,1.4,17,0.4,17,3,84,34,43,667,36.6,34,836,1.4,40.156,403.0222222
1,0,0,0,0.7,9,0.4,17,6,84,34,86,667,23.3,67,418,0.7,47.279,1857.236111
0,0,0,0,1.4,17,0.8,17,6,84,-33,86,334,36.6,67,418,1.4,38.878,1414.275
0,0,0,0,1.4,17,0.8,17,6,167,-33,86,667,36.6,34,836,0.7,40.114,588.7824786
0,1,0,0,1.4,17,0.4,17,6,84,34,86,667,36.6,34,836,0.7,39.718,1170.9875
0,0,1,0,1.4,17,0.8,34,6,167,-33,43,334,23.3,34,418,1.4,47.232,2035.995
0,0,0,1,0.7,17,0.8,34,6,84,-33,43,334,36.6,67,836,0.7,40.754,512.3333333
1,0,0,1,6,25,2,16,4,1,-67,42,831,3.01E+14,1,627,2,53.834,1433.732143
