Spout_wait,Spliters,Counters,Throughput+,Latency-
10,5,5,16406,195.69
4,4,14,18605,180.45
100,6,18,20398,177.98
1000,6,14,3250.2,773.71
6,3,6,16480,214.24
6,5,11,19788,174.54
1000,1,7,3058.1,941.23
4,4,16,20060,174.71
9,5,5,16561,208.98
4,5,1,9560.1,368.29
8,6,8,17809,196.96
7,4,3,15573,219.55
6,4,4,15740,221.27
3,6,13,19814,191.11
9,6,16,21176,174.91
10000,2,13,561.06,6205.9
4,6,14,20253,184.74
6,1,1,9179.4,350.32
1,5,7,15979,201.95
4,6,15,20591,173.86
8,1,13,15152,229.64
10,2,6,15517,215.88
8,5,3,16116,201.93
9,6,5,16678,186.04
8,4,4,16226,205.96
1,5,5,14958,230.14
1000,4,5,3062.4,801.36
6,6,16,21221,171.2
7,3,1,9545.5,343.65
3,6,8,17687,205.63
8,6,1,9805.8,335.85
4,6,9,18203,187.03
5,1,17,17414,189.04
2,6,4,14834,221.29
5,3,9,18218,184.29
2,4,3,14814,214.45
10,2,15,18707,198.29
4,2,18,17820,189.06
1,1,2,10818,316.58
6,2,9,16277,212.64
6,1,8,15459,211.54
4,4,18,20710,177.62
1,1,4,11537,292.69
4,1,6,13797,237.17
8,5,10,19032,170.73
10,1,10,14225,221.94
10,1,9,13426,241.89
1,4,9,15607,205.96
100,6,16,20132,172.29
9,1,4,12969,266.64
