Width,Complexity,Fifo,Multiplier,Energy-,Inv_runtime-
7,0,2,2,6.290129465,5.022484651
7,1,3,5,7.04617453,5.07314603
6,1,1,10,7.466488455,5.097367013
5,0,3,10,7.256642729,5.09903161
5,0,2,5,6.849711592,5.068121424
5,1,3,10,7.578983985,5.093914276
4,0,3,100,9.746890481,5.104194403
3,1,4,50,9.251482411,5.059483872
4,0,4,2,6.812883235,4.915289944
5,0,3,5,6.849711592,5.068121424
6,1,2,5,7.121688916,5.0697917
5,1,3,5,7.2638701,5.058114363
6,1,2,100,9.740247934,5.121424796
3,1,3,2,7.881933754,4.679288806
6,1,1,5,7.121699275,5.069765971
7,0,1,20,7.739753612,5.115354732
4,0,1,10,7.429866991,5.085429501
4,0,2,10,7.429866991,5.085422986
4,1,3,10,7.782709969,5.08035737
4,1,2,2,7.32378437,4.892895336
3,0,4,50,9.069460509,5.061161897
4,0,2,20,7.958239493,5.096536076
4,1,1,20,8.21162552,5.093925707
4,0,1,1,6.713338396,4.726862484
7,0,1,50,8.780969477,5.120554394
6,1,4,2,6.867241668,4.983829961
6,1,1,100,9.740247934,5.121424796
6,0,1,100,9.682815552,5.121427207
7,1,2,2,6.775695869,4.998378999
5,1,2,5,7.2638701,5.058114363
6,1,3,100,9.740247934,5.121424796
4,1,1,100,9.824529208,5.104190483
6,1,2,10,7.466488455,5.097368445
4,0,2,2,6.812883235,4.915289944
5,1,3,50,8.947271652,5.114503927
6,0,1,20,7.772288178,5.11366646
5,1,4,2,7.035667894,4.953555274
4,0,2,50,8.900257005,5.101620629
5,1,1,5,7.263907648,5.057963691
7,1,3,100,9.726829514,5.123157473
4,0,2,5,7.075885561,5.041577674
3,0,3,100,9.858304322,5.066162087
5,0,4,50,8.830730684,5.115372185
6,1,1,50,8.902718788,5.117955552
5,0,1,20,7.834932386,5.110228707
5,1,2,50,8.947271652,5.114503927
4,0,3,1,6.713324647,4.726992917
6,1,1,1,6.771397028,4.850638689
4,1,1,50,9.037629313,5.100760951
3,0,3,2,7.353587949,4.71815563
5,1,2,10,7.578983985,5.093912551
4,0,2,100,9.746890481,5.104194403
5,1,1,1,6.9502351,4.792766697
5,1,3,1,6.951937423,4.79503586
6,1,4,1,6.771370616,4.850979895
4,1,1,2,7.324189549,4.889213047
4,1,4,10,7.782709969,5.080353221
7,1,3,50,8.880039571,5.119684617
5,1,3,20,8.059182199,5.107607992
5,0,3,2,6.536861081,4.97692226
