Max_spout,Spliters,Counters,Throughput+,Latency-
1000,1,6,22127,540.98
100,6,6,21305,46.838
10,2,18,18872,5.704
1,6,18,4702.3,2.2763
100,3,3,17860,61.224
1,6,6,4716.8,2.1994
1.00E+06,6,6,24009,1028
1.00E+05,2,18,32366,28518
10,6,15,18604,5.2717
100,3,6,20076,55.609
1000,3,12,20562,523.63
1.00E+06,6,12,26336,855.8
1000,1,12,22722,494.29
100,1,3,17561,66.278
1000,3,6,20312,555.68
1.00E+06,1,15,39811,83368
1.00E+06,3,6,18378,1747.9
1.00E+06,3,12,19028,1818.2
1,1,15,3983.3,2.585
1.00E+06,2,15,63734,71418
1000,2,1,7755.1,1269.1
1000,1,9,20011,551.17
10000,2,1,6913.8,14710
1.00E+05,2,12,29893,34751
10,2,15,18564,5.822
1000,1,15,20768,560.98
1000,1,1,9036.2,1310.1
1.00E+05,3,15,19488,1556.2
10,3,9,16038,6.8006
10000,3,6,16018,2153.4
10,1,3,12690,9.0425
1,3,1,4869.9,2.2345
10,2,12,19215,5.9139
1.00E+05,2,6,26935,36587
1,2,6,4123.2,2.4584
100,3,9,21596,51.502
1000,6,1,9131.9,1299.1
100,2,6,21809,52.464
10,3,6,16094,6.7821
1.00E+06,3,1,46742,78749
100,6,3,19318,47.348
1.00E+05,6,9,25620,1057.5
1,6,3,4850.4,2.1844
1.00E+06,6,3,20157,1979.7
1,3,9,4646.2,2.2873
1,3,15,4684.3,2.263
100,6,1,8636.8,123.03
1.00E+05,3,18,17900,1829.9
10,2,6,17445,6.2931
100,2,1,7677.3,137.63
