Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
3,100,15,300,2.00E+06,10000,39400,67.868
1,10,2,60,1.00E+06,10000,7434.8,8.4112
1,1000,2,1,2.00E+06,1.00E+05,550.12,7508.5
1,10,9,300,1.00E+07,1000,34130,2.414
1,10,2,10,2.00E+06,1000,25435,3.4625
1,10000,12,10,1.00E+05,1.00E+05,1.55E+05,372.74
1,10,15,300,1.00E+07,1.00E+05,37533,2.1261
3,100,3,60,2.00E+06,10000,37637,69.065
3,10,12,10,2.00E+06,1.00E+05,11151,23.16
1,10,1,60,2.00E+06,1000,25408,3.5738
1,1000,3,300,1.00E+07,10000,71417,108.27
3,10,3,120,1.00E+07,10000,15993,19.746
3,10000,1,300,1.00E+07,1000,6311.8,25302
1,10000,6,60,1.00E+05,1.00E+05,1.40E+05,274.57
3,10000,15,1,2.00E+06,10000,1.88E+05,1186.2
3,10,12,300,1.00E+06,1000,11081,23.187
1,10000,12,60,2.00E+06,10000,1.54E+05,391.98
3,1000,1,60,2.00E+06,10000,838.81,26589
1,10000,12,10,2.00E+06,1000,1.55E+05,432.03
1,100,15,1,1.00E+05,1000,41225,18.457
1,1000,2,300,1.00E+05,1000,10269,948.74
1,1000,3,60,1.00E+05,1000,73792,94.957
1,100,18,60,1.00E+05,1000,22821,38.607
1,100,6,60,2.00E+06,10000,35738,22.492
3,100,9,300,1.00E+06,1.00E+05,38130,64.397
3,10,12,10,2.00E+06,10000,11623,21.468
3,1000,9,60,2.00E+06,10000,1.32E+05,196
3,10000,18,300,2.00E+06,10000,2.32E+05,1213.6
1,1000,2,10,2.00E+06,10000,1468.5,5853
3,10,6,60,1.00E+05,10000,15559,16.757
1,100,9,1,2.00E+06,10000,42821,18.705
1,100,1,10,1.00E+05,1.00E+05,454.67,1867.1
1,1000,6,300,1.00E+06,1.00E+05,68352,89.092
3,10,6,10,1.00E+07,1.00E+05,16006,19.483
1,1000,2,300,1.00E+05,1.00E+05,382.45,7281.7
1,100,9,60,2.00E+06,1.00E+05,38825,19.609
1,100,15,60,1.00E+06,1.00E+05,37162,20.935
3,1000,1,10,1.00E+05,10000,825.69,26871
3,10,15,300,1.00E+06,1.00E+05,12589,22.628
3,1000,9,120,2.00E+06,1.00E+05,1.27E+05,183.53
3,10,15,120,1.00E+06,1.00E+05,12478,22.342
1,1000,1,60,1.00E+07,1000,2959.5,3113.5
3,100,15,60,2.00E+06,1.00E+05,40364,64.765
3,10,15,60,1.00E+06,1.00E+05,11218,23.396
1,1000,1,1,1.00E+06,1.00E+05,412.8,28636
3,100,18,120,2.00E+06,10000,39422,68.003
3,1000,9,10,1.00E+06,1000,1.32E+05,186.41
