Spout_wait,Spliters,Counters,Throughput+,Latency-
60000,4,12,253.5,26514
10,5,5,6923.1,390.77
4,4,14,9953.6,271.77
100,6,18,6764.2,393.93
1000,6,14,2852.4,886.55
10000,4,1,311.06,7569.5
10000,3,13,330.44,8416.9
6,3,6,9923.7,274.52
6,5,11,10056,267.52
10000,6,1,334.44,7419.6
1000,1,7,2448.1,1055.2
4,4,16,10732,269.86
9,5,5,7863.1,358.84
4,5,1,10354,281.03
8,6,8,7682.1,359.28
7,4,3,8305.5,346.67
6,4,4,9764.6,298.01
3,6,13,10919,265.52
9,6,16,6947.5,361.55
10000,2,13,322.88,8480.3
4,6,14,10710,264.8
6,1,1,5784.8,460.76
60000,2,8,286.67,45018
1,5,7,10170,275.25
4,6,15,10453,261.87
8,1,13,5159.6,544.42
10,2,6,6237.2,446.61
8,5,3,7152.4,388.87
9,6,5,6481.4,377.06
8,4,4,7454.4,382.23
1,5,5,9793.1,281.33
10000,4,9,334.19,8482.6
1000,4,5,2639.6,974.52
6,6,16,10634,269.44
7,3,1,8606.1,341.39
3,6,8,9541.1,265.4
8,6,1,7949.4,366.1
60000,3,16,145.67,45113
10000,5,6,316.76,8054.2
4,6,9,9617.6,270.86
5,1,17,7514.3,370.34
60000,2,15,280.67,37033
2,6,4,10063,273.64
5,3,9,9320.8,283.37
2,4,3,9887.3,298.91
10,2,15,7124.9,405.71
4,2,18,8951.6,300.71
1,1,2,7005.6,384.57
6,2,9,9016.8,304.82
6,1,8,7328.4,388.29
4,4,18,10155,262.54
1,1,4,7355.8,414.98
4,1,6,7195.4,378.7
60000,5,12,175.5,35839
8,5,10,6487.8,388.55
10000,5,11,375,6689.1
10,1,10,4875.7,547.24
10,1,9,5412.4,511.29
1,4,9,10214,266.68
100,6,16,7357.1,372.15
60000,5,10,249.75,33951
9,1,4,5061.3,548.2
1000,3,14,2735.1,962.26
9,1,5,4805,589.18
1000,1,4,2542.1,1076.5
5,2,11,9060.4,313.2
5,3,6,9447.9,280.4
6,4,8,10342,271.63
3,4,6,9809.7,283.1
8,4,17,7312.8,373.47
60000,6,12,214.67,28241
5,4,4,9697.3,287.73
8,5,9,7114.4,366.69
3,1,2,7134.5,420.23
100,3,7,7092.8,388.21
5,3,11,9387.1,274.04
7,1,17,6404.4,437.42
2,6,11,10375,271.97
7,5,1,7917.9,372.18
100,5,1,7894.9,362.79
1,1,5,6709,404.29
10,6,5,7353.6,394.8
5,5,16,10628,261.41
10000,1,11,278.67,8888.5
10000,6,9,382.75,6717.6
7,2,13,7864.1,361.65
5,2,6,9051,304.56
7,3,16,8907.2,327.48
8,6,11,7388.5,372.32
60000,3,4,158.67,35598
6,6,11,10183,267.11
3,1,1,6042.6,491.43
60000,3,18,153.17,32438
3,4,3,9327.9,289.04
5,5,15,10726,272.57
4,4,11,9605,269.76
1000,5,18,2803.4,910.83
2,5,14,11141,263.75
1,1,18,7211.5,384.31
5,4,5,10715,281
8,5,14,7365.6,376.65
2,1,1,6407.6,462.69
6,2,3,8978.5,312.05
4,2,4,8226,325.08
8,2,11,6400.1,439.61
1,2,13,8708.4,300.43
1000,5,3,2681.6,1002.6
2,2,5,9013.1,322.27
7,3,9,8446,325.83
7,6,12,7105.9,385.29
4,2,16,9657.4,304.72
1,5,12,10412,261.91
8,5,7,6924.6,404.84
100,3,16,7572.5,383.55
1,6,18,10019,265.93
6,3,15,10818,261.05
1,1,12,7759.8,384.22
6,2,12,8913.2,299.89
4,4,13,9980.2,272.06
100,3,9,7285.8,406.98
1000,5,2,2816.8,943.22
60000,4,17,235.5,36860
10000,1,2,291.94,8497.9
10000,5,16,361.44,7394.4
100,5,17,6733.1,372.95
2,3,6,9865.7,288.28
8,2,17,5878.1,413.09
9,4,2,7870.3,346.67
100,4,14,6689.1,383.52
8,1,15,5300.6,534.23
9,1,7,5121.8,513.28
3,3,14,10185,280.18
2,5,1,9988.7,275.29
5,2,7,9123.6,309.76
9,3,17,7568.2,383.5
1,4,4,9141.9,286.45
4,2,15,9460.9,302.46
9,4,7,7581.1,381.68
60000,1,18,210.6,48762
7,1,1,5802.6,491.1
10000,4,2,323.75,8080.6
6,3,18,10569,258.36
3,2,12,8603.6,290.21
10,5,6,7116.6,376.75
9,4,15,7569.9,358.85
1000,6,12,2803,920.78
10,4,2,7922.5,353.3
3,5,11,9423.3,273.22
8,6,15,7178.1,394.87
8,3,12,7332.1,392.83
10,3,4,6631.1,386.58
2,5,15,10500,263.62
1,5,8,9987.5,274.23
10,4,15,7292,375.34
6,5,10,9881.7,275.11
10,4,18,7556.8,368.3
9,5,12,7719.5,359.75
6,4,10,10133,281.26
9,1,14,5124.1,556.11
5,1,16,7109.5,384.78
6,1,12,8269.2,361.8
4,5,17,10778,275.23
5,5,7,10504,268.57
1000,3,5,2785,988.62
6,4,14,10318,269.71
7,1,7,6914.6,395.43
1,1,15,7686.8,384.66
5,3,14,9968.8,275.51
5,1,7,7437.4,354.5
8,5,11,7537.5,365.83
60000,3,14,216.8,33521
3,1,9,8392.1,359.25
60000,1,12,135.67,50734
6,1,13,7614.8,371.37
1000,5,9,2509.6,928.52
3,4,8,10016,283.24
3,3,12,9665.7,260.23
2,4,8,9664.4,274.13
9,4,9,7565.3,368.16
60000,1,9,145.67,45679
1000,4,9,2591.9,967.06
5,2,9,9351.5,296.93
10,6,1,8147.6,366
6,5,15,10797,254.69
9,1,8,4690.6,508.07
3,5,10,10495,263.89
1000,1,6,2534.9,1126.5
60000,5,1,187.5,45329
1000,2,12,2622.9,1031.9
10,6,3,7731.3,381.73
5,3,16,9996.8,269.82
3,5,8,9787.7,275.2
2,1,16,6403.8,403.02
4,5,18,10697,270.99
7,2,3,6712.4,387.2
100,2,12,6531.1,414.47
8,1,16,5113.7,539.64
1,4,14,9682.1,288.16
60000,4,13,172.33,46562
4,4,9,10223,290.97
60000,2,12,264,45772
6,4,1,11047,263.03
1000,4,18,2755.6,925.8
10000,6,8,356.75,7131.7
4,2,7,8870.4,319.86
2,1,17,7444.2,387.8
4,6,1,10871,247.45
8,1,5,4909.4,540.91
1000,6,18,2934.3,924.52
100,4,8,7476.1,375.24
10000,6,12,372.44,7386.1
3,5,5,9684,276.93
6,6,10,10840,264.19
1000,1,17,2517.2,1030.1
4,3,10,10151,270.33
60000,3,17,179,45269
10000,5,8,413.38,6945.1
9,5,16,7392.7,367.32
7,1,5,7321.4,401.5
1,2,9,9224.8,310.57
5,1,8,7887.1,365.52
10,3,1,8033.9,359.99
1000,4,15,2877.7,957.99
10,5,14,7718.9,373.32
7,1,2,7237.9,392.05
9,2,7,6797.8,410.15
10,3,14,7120.1,369.39
10000,1,1,330.25,8695.8
2,6,5,9845.1,281.18
6,5,16,10949,260.32
3,4,17,10314,269.98
10000,3,4,350.25,8333.8
3,5,2,10393,260.96
9,5,17,7450.8,375.95
60000,5,5,257,37230
1000,2,13,2516.9,984.7
100,6,1,7804.2,374.97
6,1,4,6906.8,377.32
1,1,13,7285,418.19
100,2,8,6675.4,421.88
10000,6,13,411.06,6658
5,4,17,10386,262.97
10,3,10,7370.8,359.27
4,3,3,10368,278.21
60000,3,12,129.67,52729
10000,4,17,322.44,7527.8
100,1,11,5031.5,577.44
1000,6,16,2824.7,923.69
9,4,14,7768.4,355.27
1000,5,13,2579.3,965.29
