A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,1,1,1,0,1,0,0,1,0,231.31,28
1,0,1,1,1,0,1,1,1,0,0,229.56,18
1,0,1,1,1,1,1,0,0,0,0,205.47,29
1,1,0,1,0,1,0,0,1,1,0,243.12,28
1,0,1,1,1,1,0,0,1,1,1,250.34,28
1,1,0,0,1,1,1,0,1,1,0,246.16,28
1,0,1,0,1,1,1,1,0,1,1,251.31,15
1,0,0,1,0,1,1,0,1,1,0,240.21,28
1,0,1,0,1,0,0,1,0,0,1,264.18,11
1,0,0,1,0,1,0,0,0,1,0,223.21,29
1,0,1,1,1,0,1,0,1,0,0,222.37,29
1,1,0,1,0,1,1,0,1,0,0,220.98,29
1,0,1,0,1,0,1,0,1,0,1,233.23,28
1,1,1,1,1,0,0,0,0,0,0,206.9,26
1,1,1,0,1,0,0,0,0,1,1,237.9,28
1,0,0,1,0,1,1,1,0,1,0,234.34,15
1,0,0,0,0,0,1,0,1,0,0,217.09,29
1,0,1,1,1,1,1,1,0,1,1,252.62,15
1,0,0,0,0,0,0,0,0,0,0,210.34,27
1,0,1,0,1,0,1,0,0,1,1,235.23,27
1,1,0,1,0,0,0,1,0,1,0,235.92,15
1,1,0,0,1,1,0,0,0,0,0,203.98,29
1,0,1,1,1,1,0,1,1,1,0,252.58,20
1,0,0,1,0,1,1,1,1,0,1,247.31,18
1,1,0,0,0,0,1,0,1,0,0,219.4,29
1,0,0,1,0,0,0,1,1,0,1,245.5,17
1,1,0,0,0,1,1,0,0,0,1,215.02,28
1,1,1,1,1,1,0,0,0,0,1,218.59,28
1,0,1,0,1,1,0,0,1,0,1,234.87,28
1,0,0,0,0,0,0,1,0,0,0,207.75,15
1,1,1,1,1,1,0,0,1,1,1,255.43,28
1,0,1,0,1,0,0,0,1,1,1,250.05,28
1,0,0,0,1,0,1,0,0,1,1,232.49,28
1,1,0,1,1,1,0,1,1,0,1,249.83,18
1,1,1,0,1,1,1,1,1,1,1,269.47,19
1,1,0,0,1,0,0,1,1,0,0,229.19,18
1,0,0,0,1,1,0,1,0,0,1,258.9,12
1,1,0,1,1,0,1,1,0,0,1,261.53,12
1,1,0,0,0,0,1,0,0,1,1,235.21,28
1,1,0,0,0,1,1,1,0,0,1,259.38,12
1,0,0,0,0,1,0,1,1,1,1,260.5,19
1,0,1,0,1,1,0,0,0,1,0,227.18,29
1,0,1,0,1,1,1,1,0,0,1,263.58,12
1,1,0,1,0,0,1,1,0,0,0,211.59,15
1,0,1,0,1,1,0,0,0,0,1,218.3,29
1,1,1,1,1,1,0,1,1,1,0,255.47,20
1,1,0,0,0,0,0,0,1,1,0,240.16,29
1,1,1,1,1,1,0,0,1,0,1,236.17,28
1,1,1,1,1,1,0,0,0,1,0,230.65,29
1,1,1,1,1,1,1,1,1,0,0,234.68,19
1,0,0,1,0,1,0,1,1,0,0,226.57,19
1,1,0,1,0,0,0,0,0,1,1,234.1,28
1,1,1,0,1,1,0,0,0,1,1,239.59,27
1,1,1,1,1,0,1,0,0,0,0,207.65,29
1,0,1,1,1,1,0,0,0,0,0,204.73,29
1,1,0,1,0,1,0,1,0,1,1,250.26,15
1,0,0,0,0,1,1,0,1,1,0,239.56,28
1,0,1,0,1,0,1,0,0,0,0,205.09,29
1,0,0,0,0,1,0,0,0,0,0,200.38,29
1,0,1,0,1,1,0,0,1,0,1,233.43,28
1,1,0,1,1,1,1,1,0,1,1,253.47,15
1,1,1,1,1,1,1,0,1,1,1,256.25,28
1,0,0,0,0,1,1,1,0,0,0,210.51,15
1,0,1,1,1,1,0,1,0,0,1,263.75,12
1,0,0,0,0,1,0,0,1,0,1,231.62,28
1,0,0,0,1,1,1,1,0,0,1,259.69,12
1,0,1,0,1,1,0,0,0,1,1,234.01,28
1,0,0,0,1,1,1,0,1,1,0,241.23,28
1,1,1,1,1,1,0,0,0,1,0,232.2,28
1,1,0,0,1,1,0,1,0,1,1,254.27,16
1,0,0,0,0,1,0,0,0,1,1,231.22,29
1,1,0,1,1,1,0,0,1,0,0,222.27,29
1,1,1,1,1,0,1,1,0,0,1,266.19,12
1,0,0,1,0,1,0,1,0,0,1,259.38,12
1,0,1,0,1,0,0,1,1,1,1,262.66,19
1,0,1,1,1,1,1,1,0,1,0,240.54,15
1,1,1,1,1,1,0,0,1,0,0,223.29,29
1,1,0,1,0,1,0,1,0,0,0,212.05,15
1,0,0,1,0,1,1,1,0,0,0,211.48,14
1,0,1,1,1,1,0,0,0,1,0,226.58,29
1,0,1,1,1,1,0,0,0,1,0,228.34,29
1,1,0,0,0,0,1,0,1,1,1,251.85,28
1,1,0,1,1,1,1,0,0,0,0,205.74,29
1,1,1,1,1,0,1,1,1,0,1,252.5,18
1,0,0,0,1,1,1,0,0,0,1,216.06,29
1,0,1,0,1,1,0,0,1,1,1,249.72,28
1,1,1,0,1,0,1,0,1,1,1,252.99,28
1,1,0,0,1,0,1,0,1,1,1,253.49,28
1,0,1,0,1,0,1,1,0,1,0,237.52,15
1,1,0,0,0,1,0,0,1,0,1,232.64,28
1,1,0,1,0,1,1,1,1,0,1,248.58,18
1,0,1,1,1,1,0,1,1,0,1,249.83,18
1,0,0,1,1,0,0,1,1,1,0,247.72,19
1,0,1,0,1,0,0,0,1,0,1,233.45,29
1,1,1,1,1,0,0,1,1,1,1,266.1,19
1,0,0,1,0,1,0,1,1,0,1,246.65,18
1,1,1,0,1,0,0,0,0,1,0,229.79,29
1,0,0,0,0,0,0,1,0,0,1,241.78,14
1,1,0,0,1,1,1,0,0,1,0,229.82,28
1,0,1,1,1,0,0,1,1,0,0,228.65,19
1,1,1,0,1,0,0,0,1,1,1,252.18,28
1,0,0,0,1,1,1,0,1,0,0,219.87,29
1,1,0,1,0,0,1,1,1,1,0,252.06,20
1,0,1,1,1,0,0,1,1,0,0,230.94,19
1,1,1,0,1,0,0,0,1,1,0,245.16,28
1,1,0,0,0,1,0,0,1,1,1,251.93,28
1,0,1,0,1,1,1,0,0,0,1,219.08,29
1,1,1,0,1,0,0,0,1,1,1,253.51,28
1,1,1,1,1,1,0,1,1,0,0,232.12,18
1,1,1,0,1,1,1,0,1,1,0,245.7,28
1,0,1,0,1,0,0,1,0,0,0,214.25,14
1,1,1,0,1,1,1,0,0,1,1,238.74,28
1,0,1,0,1,1,0,0,1,0,0,222.19,29
1,1,1,0,1,1,1,1,1,0,0,231.2,19
1,0,0,0,0,0,1,0,0,0,0,199.68,29
1,1,0,0,0,1,0,1,1,1,1,266.45,18
1,1,0,1,0,1,0,0,1,0,1,232.59,28
1,1,1,0,1,0,0,0,0,1,0,227.85,29
