F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
1,1,0,0,0,0,0,1,1,75,45,5,6,4,141.392
0,1,0,1,1,0,1,0,1,90,75,6,8,14,449.039
1,1,0,1,0,1,0,0,1,25,70,0,6,20,320.714
1,1,1,0,0,0,0,0,1,55,65,5,5,5,115.655
1,1,0,0,0,1,0,0,1,90,40,2,2,501,5741.169
0,1,0,0,1,0,1,0,1,30,75,4,8,6,160.267
0,1,0,0,1,0,0,1,1,25,70,7,3,8,179.546
1,1,0,1,0,0,1,0,1,75,50,8,7,4,182.617
0,1,0,0,1,0,1,0,1,35,70,0,2,19,139.091
1,1,0,1,0,1,0,0,1,50,40,0,7,10,168.459
0,1,0,1,1,0,1,0,1,65,65,1,2,9,86.098
0,1,1,1,1,0,0,0,1,60,40,3,3,6,69.209
0,1,0,0,1,0,1,0,1,40,60,3,3,7,101.876
1,1,0,1,0,1,0,0,1,75,15,6,7,23,677.332
1,1,1,0,0,0,0,0,1,75,30,5,6,6,138.508
0,1,0,0,1,1,0,0,1,85,50,8,2,19,318.688
1,1,1,1,0,0,0,0,1,55,60,3,6,5,102.426
1,1,1,1,0,0,0,0,1,80,10,8,8,6,198.361
1,1,0,1,0,1,0,0,1,60,50,0,8,8,150.689
0,1,1,1,1,0,0,0,1,55,80,3,0,8,59.89100001
0,1,0,1,1,0,1,0,1,90,40,5,1,6,92.129
1,1,0,0,0,1,0,0,1,25,80,6,7,10,295.891
0,1,0,1,1,0,0,1,1,85,25,4,1,5,65.965
0,1,0,0,1,0,0,1,1,65,60,8,6,4,132.747
1,1,0,1,0,1,0,0,1,85,60,1,6,10,179.503
0,1,0,1,1,0,0,1,1,90,60,4,1,10,135.355
1,1,0,0,0,1,0,0,1,85,90,0,7,501,8351.852
0,1,0,0,1,0,1,0,1,30,75,2,4,9,133.799
1,1,0,1,0,0,1,0,1,85,45,3,2,6,112.886
0,1,1,0,1,0,0,0,1,90,55,3,5,7,101.257
0,1,1,1,1,0,0,0,1,75,45,2,7,5,79.712
0,1,0,0,1,0,1,0,1,70,70,8,8,5,170.629
1,1,0,0,0,0,1,0,1,20,85,8,5,8,301.447
0,1,0,0,1,0,0,1,1,65,50,6,8,4,122.177
1,1,0,0,0,0,1,0,1,80,45,1,6,6,149.344
0,1,1,1,1,0,0,0,1,55,85,4,2,6,71.658
0,1,0,1,1,0,0,1,1,90,30,7,3,4,91.198
0,1,0,1,1,0,0,1,1,40,70,1,6,7,115.623
1,1,0,0,0,0,1,0,1,45,60,6,1,6,137.821
1,1,0,0,0,1,0,0,1,75,60,0,1,48,270.979
1,1,0,1,0,0,1,0,1,50,40,6,0,5,154.395
1,1,0,0,0,0,0,1,1,75,35,2,7,4,112.86
0,1,0,1,1,0,1,0,1,70,60,1,3,8,97.413
0,1,0,0,1,1,0,0,1,45,70,6,7,7,169.142
0,1,1,0,1,0,0,0,1,50,65,2,2,6,53.75
0,1,0,1,1,1,0,0,1,90,30,8,6,9,202.41
0,1,0,1,1,1,0,0,1,80,70,2,4,16,219.282
0,1,0,0,1,1,0,0,1,80,40,5,6,9,183.552
1,1,0,1,0,0,0,1,1,90,45,8,1,5,150.088
0,1,1,0,1,0,0,0,1,30,65,4,6,7,118.935
0,1,0,1,1,0,1,0,1,90,25,1,7,6,117.033
0,1,0,0,1,1,0,0,1,25,85,5,3,28,396.069
0,1,1,0,1,0,0,0,1,30,60,4,0,11,94.581
0,1,0,1,1,0,1,0,1,75,70,6,4,7,156.39
0,1,0,1,1,0,1,0,1,80,65,2,2,11,134.634
0,1,0,0,1,0,0,1,1,40,75,7,6,5,135.577
1,1,0,0,0,1,0,0,1,80,20,3,1,41,477.479
1,1,0,1,0,0,1,0,1,70,50,5,0,6,106.021
1,1,0,0,0,0,1,0,1,75,25,4,5,4,126.27
1,1,0,1,0,0,1,0,1,50,85,8,4,5,183.867
0,1,0,1,1,1,0,0,1,80,50,6,7,7,165.336
0,1,1,0,1,0,0,0,1,65,30,1,4,10,94.302
1,1,0,1,0,0,1,0,1,60,85,3,5,7,177.798
1,1,1,0,0,0,0,0,1,40,85,7,1,6,109.895
1,1,0,0,0,1,0,0,1,65,25,0,3,501,4890.688
0,1,0,1,1,0,0,1,1,5,90,4,5,4,83.101
1,1,0,1,0,1,0,0,1,45,90,7,8,7,226.589
1,1,0,0,0,0,1,0,1,85,20,6,8,4,184.378
1,1,0,0,0,0,0,1,1,50,45,0,2,7,68.788
0,1,0,1,1,0,1,0,1,70,60,5,8,5,145.639
1,1,0,0,0,0,1,0,1,65,65,7,1,5,138.404
0,1,1,0,1,0,0,0,1,85,30,3,1,11,95.965
1,1,1,0,0,0,0,0,1,90,45,4,1,7,87.492
1,1,0,1,0,1,0,0,1,80,40,6,4,7,161.319
0,1,0,1,1,1,0,0,1,35,75,4,8,8,166.204
1,1,0,1,0,1,0,0,1,10,90,7,6,50,1416.497
1,1,1,1,0,0,0,0,1,55,40,6,1,5,83.142
1,1,1,0,0,0,0,0,1,35,75,1,6,7,115.159
1,1,0,0,0,0,0,1,1,5,90,1,3,5,75.12
1,1,0,1,0,1,0,0,1,85,5,1,2,501,4785.981
1,1,0,1,0,1,0,0,1,75,25,1,2,39,379.857
1,1,1,1,0,0,0,0,1,65,45,6,7,4,106.881
1,1,0,1,0,1,0,0,1,70,40,1,5,9,134.885
1,1,0,1,0,0,0,1,1,75,80,1,4,12,229.629
0,1,0,0,1,1,0,0,1,45,80,8,3,8,145.988
1,1,0,1,0,1,0,0,1,80,30,8,6,8,240.058
1,1,0,0,0,0,1,0,1,70,20,0,8,5,137.391
0,1,0,1,1,0,1,0,1,75,80,5,1,13,213.366
0,1,0,1,1,0,0,1,1,80,55,2,0,11,77.472
0,1,0,0,1,0,1,0,1,30,75,4,6,7,159.272
0,1,0,0,1,1,0,0,1,65,60,5,6,6,122.053
0,1,0,0,1,0,0,1,1,85,90,8,5,4,109.413
1,1,0,0,0,0,1,0,1,75,65,4,6,5,164.136
1,1,0,1,0,1,0,0,1,55,40,4,1,11,216.009
1,1,0,1,0,1,0,0,1,5,90,2,8,239,5359.155
0,1,1,0,1,0,0,0,1,70,75,8,1,6,88.82799999
0,1,0,0,1,1,0,0,1,10,85,7,1,86,1331.661
1,1,0,0,0,0,0,1,1,40,50,3,0,8,101.431
0,1,0,1,1,1,0,0,1,60,75,3,6,8,123.679
0,1,0,1,1,0,1,0,1,85,15,1,0,11,61.716
1,1,1,1,0,0,0,0,1,10,85,6,3,7,136.716
1,1,0,0,0,0,0,1,1,90,25,6,7,4,170.903
1,1,1,0,0,0,0,0,1,35,90,1,8,6,118.921
1,1,1,0,0,0,0,0,1,70,40,6,7,5,144.273
1,1,0,0,0,1,0,0,1,55,90,7,5,501,13149.649
1,1,0,1,0,1,0,0,1,80,50,6,4,7,160.811
0,1,1,1,1,0,0,0,1,50,70,4,5,5,84.33300001
0,1,0,0,1,0,1,0,1,65,50,0,8,6,111.278
1,1,0,0,0,0,1,0,1,60,85,1,0,32,225.459
0,1,0,0,1,0,0,1,1,25,90,8,1,5,103.463
0,1,0,1,1,0,1,0,1,85,85,2,2,96,1021.908
0,1,1,1,1,0,0,0,1,50,80,3,3,6,68.69300001
1,1,1,1,0,0,0,0,1,25,85,2,4,6,85.84900001
1,1,0,1,0,0,1,0,1,30,75,3,3,9,181.264
0,1,0,1,1,0,1,0,1,55,45,0,1,21,103.021
1,1,0,1,0,0,0,1,1,60,65,8,3,4,138.005
0,1,0,1,1,0,0,1,1,75,90,0,7,6,96.032
1,1,1,0,0,0,0,0,1,65,45,3,3,6,89.87600001
0,1,0,1,1,0,1,0,1,45,50,4,8,6,160.463
1,1,1,0,0,0,0,0,1,60,50,8,1,5,98.137
0,1,0,0,1,1,0,0,1,10,80,2,5,501,6301.136
0,1,0,1,1,0,1,0,1,55,90,5,4,5,101.207
1,1,0,0,0,0,0,1,1,70,40,7,8,4,180.161
1,1,1,0,0,0,0,0,1,45,70,7,0,6,135.012
0,1,0,1,1,0,1,0,1,90,10,5,6,4,99.411
1,1,0,1,0,0,1,0,1,60,45,6,5,5,247.743
1,1,0,0,0,0,1,0,1,65,55,3,0,9,113.192
1,1,0,0,0,0,1,0,1,90,40,5,2,5,124.795
1,1,1,1,0,0,0,0,1,80,25,2,0,13,94.81
1,1,0,1,0,0,1,0,1,65,70,5,3,6,166.94
0,1,0,1,1,0,1,0,1,50,80,5,3,5,95.05100001
0,1,0,1,1,0,0,1,1,30,80,2,1,14,119.076
1,1,1,1,0,0,0,0,1,65,60,7,4,5,126.697
1,1,0,1,0,0,1,0,1,65,90,5,1,5,99.841
0,1,0,0,1,0,0,1,1,85,25,4,5,5,105.298
0,1,0,0,1,0,1,0,1,15,85,8,8,10,345.062
0,1,0,1,1,0,0,1,1,45,60,0,2,13,86.133
1,1,0,0,0,0,1,0,1,80,25,0,8,5,136.853
0,1,0,1,1,0,0,1,1,65,60,1,5,6,88.3
1,1,0,0,0,0,0,1,1,65,80,2,1,10,123.42
0,1,0,1,1,1,0,0,1,70,40,2,8,8,154.476
1,1,0,0,0,0,0,1,1,30,70,6,2,7,182.873
1,1,1,1,0,0,0,0,1,25,70,0,8,6,115.284
1,1,0,0,0,0,1,0,1,55,55,3,5,5,139.337
1,1,0,0,0,1,0,0,1,65,80,4,2,17,280.257
0,1,0,1,1,0,0,1,1,20,75,2,3,18,218.755
1,1,1,0,0,0,0,0,1,75,40,2,4,6,85.979
0,1,0,0,1,1,0,0,1,5,90,7,0,501,6296.902
1,1,0,0,0,1,0,0,1,60,35,8,3,16,404.959
0,1,0,1,1,0,0,1,1,55,60,4,7,5,123.844
