Spout_wait,Spliters,Counters,Throughput+,Latency-
4,4,2,9827.6,286.89
1000,4,1,2901.2,928.29
1,5,11,10250,261.07
4,4,8,9790.1,278.59
2,1,7,6921.5,391.23
2,1,16,6403.8,403.02
10000,6,1,334.44,7419.6
1,4,4,9141.9,286.45
6,2,18,9296.2,295.66
1,4,12,9523.8,282.76
10000,2,13,322.88,8480.3
100,1,13,5564.7,537.51
9,6,18,7413.2,385.7
60000,4,4,233.6,34395
1000,3,17,2790.7,982.15
100,6,1,7804.2,374.97
2,5,12,10328,266.62
6,2,6,9039.7,320.59
1000,3,6,2684.4,1015.6
7,6,6,6844.9,373.89
2,6,9,9868.1,273.86
1,5,3,9823.6,283.79
6,1,15,7535.8,369.36
2,3,2,9940.6,277.71
60000,2,4,170.67,34681
5,5,18,10699,262.07
1000,5,14,2769.7,923.75
100,2,12,6531.1,414.47
4,2,6,8920,314.2
1,4,9,10214,266.68
9,6,15,7122.9,391.86
2,3,5,9908.6,290.47
3,2,9,8925.2,304.48
9,4,18,7521.2,371.81
6,1,18,7085.6,381.8
60000,3,12,129.67,52729
7,6,3,7332.6,377.44
60000,6,13,328.25,30370
1000,3,5,2785,988.62
60000,1,18,210.6,48762
60000,1,7,263.75,41003
1000,1,3,2644.7,1057.3
8,4,13,7265.4,378.77
6,5,3,9955.9,274.99
7,5,2,7644.9,360.56
10000,4,15,376.06,7556.4
9,2,1,6158.2,457.16
2,1,15,7048.7,366.02
4,5,13,10187,271.87
1,1,3,6892.6,372.64
