Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
1,1,3,1.05E+08,2048,12221,79.187
2,2,9,1.05E+06,1024,13711,147.74
1,2,6,1.05E+08,1024,17497,54.146
1,1,3,1.05E+07,512,12597,80.093
3,2,9,5.24E+06,1024,15317,199.73
1,3,2,1.05E+08,2048,11699,84.691
1,1,2,2.62E+05,512,10871,90.738
2,3,2,1.05E+08,2048,11384,177.38
3,6,6,5.24E+06,2048,15531,202.91
3,2,1,1.05E+08,1024,8153.9,380.27
3,2,12,2.62E+05,512,16022,191.65
3,2,9,1.05E+07,512,15150,203.83
2,1,9,2.62E+05,512,12967,150.8
2,2,12,1.05E+07,512,15329,137.4
2,3,1,1.05E+08,512,9503.6,203.99
2,2,1,1.05E+08,512,8398.6,239.7
1,6,12,2.62E+05,512,13418,72.155
3,6,12,1.05E+07,2048,18422,163.12
2,2,9,1.05E+07,512,13742,144.26
2,1,1,1.05E+06,512,7600.2,259.56
1,3,9,5.24E+06,1024,12704,74.668
2,3,6,1.05E+07,2048,13122,156.1
2,2,12,1.05E+07,1024,14617,138.01
2,1,2,2.62E+05,1024,11053,186.79
2,1,9,1.05E+08,2048,13820,144.9
2,2,6,2.62E+05,1024,13270,151.92
2,2,3,2.62E+05,2048,12499,162.46
2,2,12,2.62E+05,512,13646,145.26
3,6,9,5.24E+06,512,17069,175.96
3,1,12,5.24E+06,512,12585,239.16
2,2,9,2.62E+05,512,13979,144.14
3,3,1,2.62E+05,2048,8533,352.64
1,2,3,2.62E+05,2048,14302,67.396
2,1,2,1.05E+06,512,11215,185.16
1,6,2,1.05E+08,512,11668,82.671
2,6,1,2.62E+05,1024,9697.1,201.07
1,2,6,5.24E+06,2048,16684,59.877
3,1,1,1.05E+08,2048,7752.5,401.67
2,6,12,5.24E+06,2048,15095,131.58
1,3,6,2.62E+05,2048,12237,77.458
1,1,9,2.62E+05,1024,14719,65.299
1,1,12,1.05E+08,512,14220,66.596
1,2,1,5.24E+06,512,8074.2,124.25
2,6,3,1.05E+06,1024,11645,168.07
2,6,3,1.05E+07,1024,11535,165.34
3,1,12,1.05E+08,512,12489,240.55
1,3,1,5.24E+06,512,8571.8,110.88
1,3,12,2.62E+05,2048,12665,74.205
3,3,12,2.62E+05,512,17736,176.97
3,3,3,1.05E+06,512,13453,217.05
3,2,12,1.05E+08,512,15753,193.19
2,6,1,1.05E+07,512,9789,197.19
2,6,9,5.24E+06,1024,14311,138.01
1,3,3,5.24E+06,2048,11683,81.16
2,3,3,1.05E+08,2048,11811,165.54
1,1,1,1.05E+06,1024,9213.3,102.99
2,2,12,2.62E+05,1024,13909,144.72
1,6,2,2.62E+05,2048,11739,82.245
2,2,1,2.62E+05,2048,8146,250.08
2,2,9,1.05E+08,2048,14045,145.76
1,1,12,1.05E+06,512,15001,66.233
3,3,3,5.24E+06,1024,13463,228.15
