Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
3,1,3,2,3,10,5249.2,5.7763
1,10,2,2,3,1000,12781,8.1943
1,100,100,6,6,100,8034.7,114.85
1,2,100,2,12,100,192.18,100.51
3,10000,3,1,12,1000,5848.1,38749
3,10000,2,3,12,10,13363,36838
1,100,100,1,6,100,8750.6,114.22
1,10000,10,6,1,10,4846.9,15050
3,10,2,1,3,100,13399,24.934
3,1000,2,2,6,100,20861,1638.2
3,100,3,2,6,100,14523,242.43
1,1,2,1,6,10,1900.6,5.3701
1,1,100,6,6,100,106.69,100.44
3,1000,10,2,12,100,27615,1422.1
3,1000,100,2,6,10,24459,1295.7
3,1000,1,1,1,10,4672.5,7510.5
1,2,2,3,6,1000,4011.7,4.7038
1,10000,2,6,1,10,4227.9,14943
3,1000,3,2,1,100,4209,7795.6
3,2,1,6,1,100,10361,6.3785
1,1000,2,1,12,10,16644,621.36
1,100,100,3,1,1000,7319.2,130.16
1,2,3,1,1,10,2959.4,6.6938
1,10000,1,1,6,100,23148,4993.6
1,1000,100,2,3,100,16068,666.26
3,10,1,1,12,1000,14403,23.974
3,1000,3,2,12,10,27020,1294.2
3,1000,3,2,6,100,23193,1677
1,2,1,3,6,1000,5171.8,3.9803
3,1000,10,2,1,10,4826,6619.1
3,10000,10,6,6,10,9083.8,27057
3,100,100,1,3,10,12554,249.77
1,1,3,3,3,1000,2196.2,4.8299
3,10,2,6,12,1000,16422,18.599
3,100,1,1,3,100,12261,280.99
1,100,2,1,3,10,13008,85.4
1,2,1,1,12,10,3955.6,4.8848
1,100,1,1,12,100,15001,69.527
3,10000,2,6,3,100,6342.9,41218
1,10000,1,1,1,100,4468.2,19553
3,1000,10,1,6,100,20254,2393.2
3,1,1,6,1,1000,7163.1,5.6832
3,100,1,6,1,10,8001.1,408.74
1,100,2,6,3,10,12480,83.458
3,10000,1,1,6,1000,6015.3,41408
3,100,3,6,1,10,9239.6,367.84
3,1000,2,6,1,100,2877.5,14481
3,100,100,3,3,10,14292,226.47
3,100,100,2,12,10,18186,190.52
1,100,2,1,12,100,15432,68.169
1,2,2,2,6,1000,3688.9,5.2892
3,1,2,6,1,100,6713.8,4.7662
1,1000,1,1,1,1000,9953.5,1105.4
1,1000,1,1,1,10,10000,1043.7
3,10000,2,1,1,10,5358.2,38451
3,10,1,6,12,100,16265,20.807
3,100,3,3,1,1000,9206.4,375.47
1,2,10,2,3,100,1786.2,10.792
3,10000,10,3,3,100,7624.1,41516
1,1000,10,6,1,100,10510,1038
