Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
1,3,6,1.05E+08,2048,12455,73.217
2,1,6,5.24E+06,512,13224,153.92
3,2,9,5.24E+06,2048,15224,205.93
2,1,12,1.05E+08,512,12999,152.14
3,6,6,1.05E+07,1024,15822,191.57
2,6,1,5.24E+06,2048,9897.6,196.87
2,1,3,1.05E+08,1024,12529,154.49
1,6,6,5.24E+06,512,13077,73.099
3,6,2,1.05E+08,512,11880,255.51
1,1,1,2.62E+05,2048,9375.7,101.58
1,6,12,2.62E+05,512,13418,72.155
3,3,6,1.05E+06,512,15151,203.13
1,2,1,5.24E+06,512,8074.2,124.25
1,3,2,1.05E+06,2048,11549,84.664
1,3,6,2.62E+05,1024,12790,75.441
3,3,2,1.05E+06,512,11595,247.79
2,1,1,5.24E+06,1024,8097.9,247.37
2,1,6,1.05E+08,512,12541,153.27
2,3,9,2.62E+05,2048,13737,141.78
2,1,12,2.62E+05,512,14316,137.2
3,2,1,1.05E+07,2048,8407,366.26
3,3,9,1.05E+08,2048,16995,184.63
3,1,3,1.05E+06,512,11845,258.05
2,2,3,5.24E+06,512,12699,161.35
1,2,6,1.05E+06,1024,17299,55.711
1,6,3,1.05E+06,512,12610,79.831
2,3,3,5.24E+06,512,11835,167.86
1,2,3,1.05E+06,512,14327,67.328
2,6,3,1.05E+08,1024,12007,165
3,2,1,1.05E+08,1024,8153.9,380.27
3,2,1,2.62E+05,512,8360.5,364.65
1,3,2,1.05E+06,1024,11890,80.612
3,3,6,1.05E+07,2048,15446,200.21
2,6,3,1.05E+08,2048,11818,164.83
1,2,9,1.05E+06,2048,19187,51.458
1,2,1,2.62E+05,1024,7878.8,125.61
1,1,9,5.24E+06,512,14748,65.825
2,2,1,1.05E+06,1024,8442.9,239.71
1,2,3,2.62E+05,2048,14302,67.396
1,1,3,1.05E+06,2048,12633,78.619
2,1,9,5.24E+06,1024,13662,148.99
3,6,2,1.05E+07,2048,12198,253.06
2,6,3,1.05E+06,512,11937,163.4
3,2,1,1.05E+06,2048,8333.2,371.39
3,1,1,2.62E+05,1024,7954.8,379.24
3,6,1,1.05E+08,512,8395.2,352.61
1,1,12,1.05E+08,1024,14557,66.947
3,2,12,1.05E+06,2048,16364,189.15
2,6,12,1.05E+07,1024,15871,126.39
1,6,1,1.05E+08,512,8592.3,108.42
3,6,2,5.24E+06,2048,11850,255.85
2,2,1,5.24E+06,1024,8207.6,255.33
3,1,1,1.05E+08,1024,7860.1,375.15
3,3,12,1.05E+08,512,18019,173.48
3,2,12,2.62E+05,512,16022,191.65
1,6,6,1.05E+06,1024,13514,68.725
3,2,6,5.24E+06,512,14041,217.99
1,2,2,5.24E+06,512,11235,85.496
1,2,12,2.62E+05,512,20415,47.652
2,1,2,1.05E+08,1024,11218,179.02
2,1,9,1.05E+06,2048,13114,147.66
3,1,1,1.05E+06,512,7896.7,383.13
3,2,12,1.05E+08,2048,15681,203.01
1,3,3,1.05E+06,1024,12217,79.256
3,6,9,5.24E+06,512,17069,175.96
1,3,6,1.05E+07,1024,11980,78.924
1,3,1,1.05E+06,512,8556.9,111.33
2,1,3,2.62E+05,1024,12325,165.61
2,3,6,1.05E+08,2048,12534,154.19
3,6,1,1.05E+07,1024,8344.1,363.01
