F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
0,1,0,1,1,0,1,0,1,55,65,1,2,9,88.156
1,1,0,0,0,0,0,1,1,90,65,6,2,8,206.672
1,1,0,0,0,0,0,1,1,85,75,6,7,8,311.441
0,1,1,0,1,0,0,0,1,70,65,2,3,7,74.275
0,1,0,1,1,0,0,1,1,65,75,5,5,5,115.049
1,1,1,1,0,0,0,0,1,60,75,0,8,6,107.348
1,1,0,1,0,0,1,0,1,85,65,2,4,9,204.396
1,1,0,1,0,0,1,0,1,30,60,7,6,6,324.935
1,1,0,0,0,0,1,0,1,20,85,5,2,13,290.562
1,1,1,1,0,0,0,0,1,80,85,7,7,5,141.979
0,1,0,1,1,1,0,0,1,35,55,8,6,8,193.796
1,1,1,1,0,0,0,0,1,75,30,2,2,7,77.409
0,1,1,0,1,0,0,0,1,80,10,1,2,107,753.816
1,1,0,0,0,0,1,0,1,5,90,3,8,4,134.6
0,1,0,0,1,1,0,0,1,85,85,2,1,206,1451.345
1,1,0,0,0,1,0,0,1,65,85,3,8,20,486.976
0,1,0,0,1,0,1,0,1,50,80,7,3,5,114.75
1,1,0,1,0,1,0,0,1,85,60,6,8,7,219.821
0,1,1,0,1,0,0,0,1,90,45,7,3,6,102.184
0,1,0,0,1,1,0,0,1,5,85,7,1,501,7894.733
0,1,0,1,1,0,0,1,1,45,75,2,5,5,80.06399999
0,1,0,1,1,0,1,0,1,80,25,5,2,5,91.97
0,1,0,0,1,0,0,1,1,40,55,1,1,13,88.747
0,1,0,1,1,1,0,0,1,65,75,3,2,12,127.005
0,1,0,1,1,1,0,0,1,75,20,6,6,16,342.565
0,1,0,0,1,0,1,0,1,30,75,7,1,7,127.531
0,1,0,0,1,0,1,0,1,40,80,5,0,7,90.64499999
1,1,0,0,0,0,0,1,1,45,45,6,7,4,160.084
1,1,0,0,0,0,0,1,1,90,15,3,7,4,128.607
1,1,0,0,0,1,0,0,1,25,70,5,3,27,575.66
0,1,0,1,1,1,0,0,1,40,70,8,0,9,143.667
0,1,1,1,1,0,0,0,1,30,65,5,5,5,80.54800001
1,1,0,1,0,0,0,1,1,50,70,0,8,5,126.01
0,1,0,1,1,0,0,1,1,80,35,7,3,4,98.729
0,1,0,0,1,0,1,0,1,80,70,1,3,12,135.927
0,1,1,1,1,0,0,0,1,80,90,6,6,7,133.159
0,1,0,0,1,0,1,0,1,40,75,3,8,6,147.298
0,1,0,0,1,1,0,0,1,90,75,4,3,501,6685.001
0,1,0,0,1,0,1,0,1,85,75,8,0,12,222.881
1,1,0,1,0,0,0,1,1,75,55,8,8,4,194.793
1,1,0,1,0,0,0,1,1,75,50,6,7,4,159.321
1,1,0,1,0,0,1,0,1,65,75,2,7,6,173.066
1,1,0,0,0,1,0,0,1,70,85,3,4,35,611.535
0,1,1,1,1,0,0,0,1,65,85,3,2,7,66.746
0,1,0,1,1,0,0,1,1,85,50,4,0,7,79.226
0,1,0,0,1,1,0,0,1,70,75,6,6,8,166.026
1,1,0,0,0,1,0,0,1,60,60,6,3,6,129.553
1,1,1,1,0,0,0,0,1,50,40,1,6,6,102.099
1,1,1,0,0,0,0,0,1,80,10,0,3,101,937.619
0,1,0,0,1,0,1,0,1,10,85,1,3,79,828.541
0,1,0,1,1,1,0,0,1,65,70,0,4,14,117.875
0,1,1,1,1,0,0,0,1,15,90,3,8,6,103.94
0,1,0,1,1,0,0,1,1,25,80,8,6,6,177.806
1,1,0,0,0,1,0,0,1,70,90,8,6,501,15085.639
0,1,0,0,1,0,1,0,1,90,60,2,1,15,138.869
0,1,0,0,1,0,1,0,1,80,10,6,1,4,73.791
0,1,1,0,1,0,0,0,1,20,85,6,1,13,156.189
0,1,0,0,1,0,1,0,1,50,40,0,6,8,118.598
1,1,1,1,0,0,0,0,1,90,10,6,4,7,155.278
1,1,0,0,0,1,0,0,1,5,85,1,1,501,3822.825
0,1,0,1,1,0,0,1,1,30,60,2,5,7,117.06
1,1,0,1,0,0,0,1,1,75,20,5,2,5,126.155
1,1,0,0,0,0,0,1,1,25,90,2,5,5,114.405
1,1,1,0,0,0,0,0,1,40,50,0,4,8,85.873
0,1,0,0,1,0,0,1,1,50,60,8,0,6,112.629
1,1,0,0,0,1,0,0,1,50,50,4,0,22,252.4
0,1,1,1,1,0,0,0,1,80,80,0,8,8,117.576
0,1,0,0,1,0,1,0,1,75,40,7,5,4,124.823
1,1,0,0,0,1,0,0,1,85,90,3,2,501,6514.107
0,1,1,1,1,0,0,0,1,60,45,8,5,5,107.741
1,1,0,1,0,0,0,1,1,80,15,0,5,6,107.037
0,1,0,0,1,0,1,0,1,85,70,6,4,8,205.189
0,1,0,0,1,0,0,1,1,40,65,6,7,5,135.524
0,1,0,0,1,1,0,0,1,55,45,1,4,18,268.216
1,1,0,0,0,1,0,0,1,90,30,4,3,501,8874.336
1,1,0,0,0,0,1,0,1,90,60,1,5,8,172.862
1,1,0,0,0,0,0,1,1,35,75,5,5,5,147.479
1,1,1,1,0,0,0,0,1,75,85,4,0,8,90.906
1,1,1,0,0,0,0,0,1,60,75,4,7,5,115.836
