Max_spout,Spliters,Counters,Throughput+,Latency-
10,1,3,14647,7.5798
10,6,6,19636,4.711
1000,6,12,27644,254.64
10,6,18,19340,4.6347
1.00E+05,2,15,34852,27668
10000,3,12,20768,1526.2
1.00E+05,6,6,25775,1066.2
100,6,6,24578,38.387
10,6,3,17814,5.4526
10,2,15,22447,4.7671
10000,3,3,19143,1658.2
1.00E+06,2,12,64455,65922
1,1,1,4602.9,2.25
10,3,3,16797,6.415
10000,1,18,20923,5250
1.00E+05,6,12,29156,697.91
1.00E+06,2,3,42537,85607
1,2,15,4643.2,2.2503
1,6,12,5120.9,1.9902
10,1,1,9276.1,12.039
1.00E+05,2,12,35034,28760
10000,1,6,20267,5414.6
10,3,9,17217,5.9988
1.00E+06,2,1,38501,72876
10,6,9,19413,5.2046
100,3,15,22544,47.847
10,6,15,19637,4.6353
1.00E+05,6,18,28055,874.78
1000,3,12,25959,435.89
10000,2,6,33463,3441.6
1.00E+05,1,9,20241,48535
1000,2,9,35368,314.87
100,1,12,22410,48.032
1,3,9,5258.3,2.0457
1.00E+06,6,6,28016,890.11
10,2,6,21618,4.8312
100,3,6,21693,52.732
1,3,3,5591.7,1.9243
1000,1,1,9573.1,1132.4
1.00E+06,1,1,57603,99722
1.00E+05,1,12,22344,43826
1000,3,9,22074,480.99
1,6,9,5160.1,2.0405
10000,2,1,8922.4,11828
1.00E+05,3,9,20921,1589
1,3,15,5143,2.0329
1,2,12,4686.7,2.2306
1,2,3,4747.2,2.1477
100,1,1,10747,111.5
1.00E+05,3,12,20378,1540.1
