Max_spout,Spliters,Counters,Throughput+,Latency-
1000,5,13,59666,171.3
1.00E+06,4,10,54489,824.36
1.00E+06,2,6,68913,56665
1.00E+06,4,11,54485,799.59
10000,4,1,55902,1726.8
1,2,6,5546.3,1.8161
1.00E+05,1,13,65445,14273
100,2,13,57293,15.94
1.00E+05,6,13,46049,552.56
1,4,12,6686.6,1.5439
100,2,11,57860,16.393
1.00E+06,6,18,47878,531.32
1.00E+05,1,5,60465,14235
100,3,1,46137,22.012
1.00E+05,3,15,57327,756.68
1,2,2,5801.6,1.7259
1000,2,9,57605,168.94
1000,2,18,65133,143.95
100,4,11,54203,20.194
100,4,4,42733,24.039
1.00E+06,5,1,28155,1546.7
10000,1,12,62552,1539.4
1000,5,10,54189,184.45
1,2,12,5577.5,1.8543
1000,4,2,34221,299.39
1000,5,7,54866,194.78
1.00E+06,4,12,53634,920.88
10000,3,11,58125,823.45
100,3,3,45752,21.69
1.00E+06,2,15,77306,17328
1,2,13,5602.6,1.852
1.00E+06,3,14,59461,810.27
10000,2,3,61616,1588.4
10,2,8,31045,3.2466
1.00E+05,5,11,54720,827.53
1.00E+06,1,11,93548,40881
100,2,18,55966,16.927
100,2,3,48120,21.603
1.00E+05,6,12,44941,539.73
10000,3,15,58308,754.76
1.00E+06,4,16,56789,873.29
1000,2,5,50993,205.93
10,1,1,28203,3.4546
100,2,2,46785,21.854
100,3,5,48057,20.875
10000,4,7,58163,722.58
10,5,15,28524,3.5358
10,5,3,28968,3.4356
10,3,1,29324,3.3776
1.00E+05,3,17,54411,883.79
1000,4,18,56956,181.4
10000,5,9,54385,760.35
1,2,4,5775.6,1.7408
1.00E+06,1,18,82514,44566
1.00E+05,1,8,62165,14336
1000,1,18,67460,145.24
1000,6,14,51732,161.42
100,1,18,54025,17.415
1000,3,14,60581,167.99
10000,1,9,64300,1468.8
1.00E+06,6,3,43784,874.17
1000,1,8,53505,174.83
1.00E+05,5,17,57302,843.75
1.00E+06,5,6,42877,863.05
10,3,6,30616,3.3052
10000,5,13,55044,791.56
1,1,6,5420.2,1.8391
100,3,14,55033,18.287
1.00E+05,4,6,48289,852.67
10000,2,12,74141,1169.3
100,6,3,44198,22.409
1.00E+05,2,4,51258,18328
10000,4,8,46546,851.16
1.00E+06,2,11,78731,24278
1.00E+06,2,5,63131,81802
1000,5,4,39442,261.79
1,2,16,5424,1.8711
1,2,9,5406,1.8264
1,3,14,6560.3,1.5364
100,1,14,53658,17.361
10000,3,2,63569,818.08
1,1,16,5283.2,1.9688
1000,6,1,51216,176.28
1.00E+06,1,3,63021,82187
1,5,8,7004.2,1.4586
10000,3,13,58653,736.47
1,5,17,6394.5,1.6168
10000,1,2,58503,1682.6
1.00E+05,5,8,53160,868.4
1.00E+06,5,9,55087,865.8
100,3,17,53660,18.863
10,1,7,29503,3.4534
1,1,15,5257.5,1.9272
10,1,2,30487,3.2351
1000,6,3,43097,217.53
100,6,17,42239,21.375
10,3,16,29242,3.4624
10000,1,17,61870,1643
1000,6,17,44658,195.48
1.00E+05,1,2,56635,16829
10,4,18,28001,3.4593
10,4,16,28586,3.4746
1,1,18,5137.8,1.9503
1.00E+05,5,1,28325,1347.7
100,5,12,52862,18.754
1.00E+05,2,13,76190,789.55
1000,1,3,53398,197.34
1.00E+05,4,3,36917,1175.7
1,6,2,7496.3,1.3678
100,3,8,53673,18.819
100,2,14,55727,18.091
1,3,12,6589.5,1.5266
1.00E+05,2,7,65050,11657
1.00E+06,4,13,54540,792.39
100,4,3,39276,26.5
1.00E+06,1,17,78498,55374
10,5,7,29903,3.374
1.00E+06,3,5,50224,838.11
1.00E+05,1,6,64450,15049
10000,1,5,63080,1516
1.00E+06,4,17,55664,1011.6
10,4,5,30406,3.3592
10,1,4,28996,3.4218
1.00E+05,1,4,60895,15073
1.00E+06,1,6,67297,53340
1000,1,6,55423,176.69
1,1,12,5258.8,1.9272
1000,6,5,44651,200.39
1.00E+05,2,6,62921,14513
10000,2,2,48986,2043.7
1.00E+05,5,15,55162,1249.1
10000,3,8,58858,748.62
1000,6,15,49308,170.22
1000,5,12,55750,182.82
10,3,10,30507,3.2954
1000,3,18,60789,167.77
10,3,13,29956,3.3254
10000,6,16,48431,503.7
100,5,16,49782,20.192
100,3,2,51763,19.574
1.00E+06,6,13,47157,529.31
10,6,5,32256,3.1328
1000,2,16,63510,116.06
100,5,8,52163,18.834
10000,6,8,48377,453.5
10,6,3,33660,2.9644
100,4,12,50747,19.686
1000,6,4,45218,192.37
10,4,10,29304,3.4023
10,2,4,31513,3.1552
100,1,11,55611,17.024
10,3,8,30063,3.3333
100,2,10,54155,18.162
1,6,14,6914.1,1.4566
1000,4,8,53299,191.88
1000,3,1,53563,187.28
1.00E+05,1,9,67355,14309
10,4,4,30830,3.2615
1,4,3,7331.2,1.3902
10,6,8,31859,3.204
1.00E+05,6,17,44254,652.28
100,3,6,52614,19.297
1,1,1,5434.7,1.8632
1000,4,15,57265,182.23
10000,3,3,40776,833.19
10000,2,5,56752,1746.6
1.00E+05,4,2,33020,1152
10000,5,2,34867,1029.5
1000,2,11,61353,156.71
10,3,4,32064,3.1989
1.00E+05,3,7,43754,820.29
10000,2,8,57685,1722
100,3,16,54903,18.29
1,5,18,6293.2,1.6017
1,2,1,5698.4,1.8184
10,4,15,29159,3.4936
1000,5,15,59100,172.62
1.00E+05,1,12,65922,13977
1000,3,9,57754,175.03
10000,5,1,26744,1486.5
10000,5,14,56405,820.87
1.00E+05,4,12,54068,830.79
100,3,4,45557,23.217
1.00E+06,3,6,55815,784.2
1000,5,3,41825,252.3
1.00E+05,3,14,59394,791.86
1.00E+06,6,12,45814,514.16
100,5,7,48844,20.129
1.00E+05,5,2,34813,1027.4
1,4,16,6251.3,1.6295
10000,6,5,43547,681.48
10000,6,18,46995,591.56
10000,2,1,37052,2735.3
1.00E+05,2,1,36915,25965
1.00E+05,2,15,81320,10245
10,5,2,31548,3.1333
1.00E+05,6,1,51230,11450
1000,2,4,48976,203.12
10,6,18,30611,3.2763
1000,6,18,47309,173.16
1,1,17,5190.9,1.9543
100,6,10,45027,21.197
10000,3,17,55429,816.52
10,5,8,30839,3.3064
10,6,1,30328,3.3034
100,1,13,54443,17.328
10000,6,10,45921,468.44
100,1,15,54676,16.838
1.00E+05,5,4,33910,1023.2
100,3,18,54581,18.323
1000,3,12,60301,165.5
10000,5,12,56196,775.45
1,5,3,7040.8,1.446
1.00E+05,3,11,58079,773.62
1.00E+06,6,14,48325,518.26
1.00E+05,3,10,55855,791.55
1000,3,2,60799,166.47
1000,1,10,58738,157.47
1.00E+05,4,4,40355,897.75
10,6,4,32233,3.1626
100,6,11,46910,19.079
10000,1,3,56933,1808.1
1.00E+05,6,6,43286,570.68
1000,2,13,66556,117.56
100,6,7,40728,24.383
1.00E+05,6,14,45790,487.01
1000,1,14,67553,140.5
10,2,6,32716,3.0902
10,4,7,30177,3.3191
10,1,6,28862,3.5443
1000,4,14,55946,181.57
100,5,13,50365,19.829
1,4,13,6370.2,1.563
1,4,7,6763.1,1.5126
1.00E+06,2,4,55321,63627
1,3,16,6634,1.5347
1.00E+06,1,2,56541,85691
1,3,2,7468.3,1.3264
100,6,9,45665,20.214
10000,5,18,55113,791.62
10,6,17,29777,3.3335
1.00E+06,3,13,58196,753.06
1.00E+06,4,6,46966,853.63
10000,1,10,64422,1472.5
1.00E+06,5,11,53942,888.87
10000,1,13,64277,1595.8
1.00E+05,5,14,52484,891.42
1.00E+05,1,15,64561,15257
1000,5,16,53494,190.48
1000,2,6,53012,197.96
10,1,9,28657,3.4184
10,6,6,31394,3.2462
10000,1,6,63667,1499.3
1,4,5,6869.1,1.4805
1.00E+05,1,11,67729,12569
10,6,14,30848,3.2613
1,2,7,5594.7,1.8287
1,3,15,6513.8,1.5659
1,6,15,7042.3,1.4358
1000,1,2,53086,191.22
1.00E+06,2,8,80544,30348
1.00E+06,4,3,37308,963.54
100,4,16,52702,18.764
100,1,6,51659,20.06
1.00E+06,5,10,54691,808.49
1,5,9,6683.8,1.5397
10,2,1,28180,3.5385
10000,1,18,64152,1565.8
1.00E+05,3,12,56804,806.52
1,6,17,6858.3,1.4572
10,2,7,31642,3.2213
1000,3,10,55308,184.64
1,5,2,7467.6,1.4
1.00E+05,6,11,48833,528.02
10,3,9,30268,3.358
100,4,14,50767,19.888
1000,5,8,55600,183.07
1000,4,3,38038,276.55
10000,6,6,44504,552.38
10,3,18,29004,3.4422
1.00E+05,4,16,57492,860.13
1.00E+05,2,2,47481,17940
1.00E+05,4,17,58359,895.5
1.00E+05,4,18,52242,883.67
10,5,17,28762,3.4509
100,6,18,45666,19.374
1.00E+06,1,8,73308,37269
100,6,8,47814,19.547
1,5,1,7990.6,1.2994
100,4,18,50439,19.912
100,5,6,44432,22.501
1.00E+05,2,11,76492,11936
100,2,5,47051,22.11
1.00E+05,6,4,43977,662.96
10000,2,15,79489,1165.2
10000,3,12,58415,783.82
1.00E+06,2,13,72768,390.52
1,4,4,6916.1,1.4471
1.00E+06,1,12,85232,40805
100,1,3,49918,20.812
1.00E+05,5,18,55594,813.39
10000,2,16,72028,364.41
1000,3,13,59795,172.82
10000,4,12,53132,783.54
10,2,11,30705,3.2506
1000,2,14,63127,141.81
100,5,14,50797,19.589
1000,1,4,52119,194.73
1,5,10,6437.4,1.5584
1000,1,9,63205,143.47
1,4,11,6509,1.6195
1.00E+05,2,17,83057,10676
100,6,4,43909,22.236
10000,1,16,65010,1635
100,4,15,52719,19.139
1000,4,13,58388,171.97
1000,4,4,43890,231.82
10,3,5,30710,3.2454
1,2,14,5464.8,1.9197
100,4,10,50731,20.16
10000,5,17,56302,789.22
1.00E+06,1,4,62740,83689
1.00E+06,6,8,46245,552.01
1.00E+05,5,3,36113,923.03
1000,3,3,45915,222.66
1.00E+06,6,11,45294,505.23
1.00E+06,6,1,55673,6031.5
1.00E+06,5,12,54673,838.89
1.00E+05,2,14,75299,10531
100,3,12,55048,18.84
1.00E+06,5,7,49609,887.94
1.00E+06,3,17,56236,853.96
1,4,14,6071.9,1.6306
1,4,6,7207,1.4109
1.00E+06,5,18,54890,829.28
100,5,9,52754,19.392
1000,4,5,48125,216.95
10,1,17,27657,3.6694
1,3,3,7094.5,1.4339
10000,3,16,57894,753.81
1.00E+06,5,13,54479,824.38
1.00E+06,3,9,58277,775.45
10,1,3,28894,3.4678
1,5,5,7114.6,1.4161
100,2,15,55625,16.808
10,3,3,31820,3.173
1,6,12,7165.7,1.4295
1.00E+05,3,9,57433,925.43
10000,6,11,46686,513.58
1000,5,1,30328,339.94
1.00E+06,4,5,41780,911.8
10000,4,4,39796,891.95
10000,5,8,53575,770.37
1,1,5,5534.5,1.8374
1.00E+06,5,8,53027,895.41
1000,4,6,51426,203.82
100,4,2,33592,30.38
1.00E+05,6,16,47476,535.45
10000,4,16,58658,799.13
10000,3,4,53813,1140.1
1,3,10,6839.8,1.5172
1.00E+05,2,18,78561,11850
1.00E+06,3,12,58792,853.42
10,5,10,30269,3.3514
1.00E+06,6,5,42758,696.02
1000,1,17,64267,155.39
100,4,13,52643,19.134
1.00E+05,2,9,70997,11549
1.00E+05,6,10,44348,551.68
100,1,2,46286,22.103
1000,6,8,49745,161.93
1.00E+06,4,2,31507,1210.1
100,4,5,46977,21.811
100,5,18,51769,19.344
10000,1,8,62588,1376.4
1.00E+05,4,10,54938,759.54
1.00E+05,4,11,55317,784.34
1,2,5,5846.6,1.8195
1.00E+06,3,11,57489,707.08
10,6,16,30727,3.2578
1000,3,4,49313,200.43
1,4,8,6386.8,1.531
1000,6,10,45031,177.52
1,6,16,7150.8,1.4092
100,2,6,47652,21.37
1.00E+05,6,2,55380,440.37
10000,2,11,73286,1183.4
1,3,17,6265.2,1.6202
1.00E+05,3,3,43551,806.48
10,4,3,30954,3.258
10,1,13,27695,3.5988
100,5,1,30879,32.695
1.00E+05,4,9,52139,816.63
10,5,5,31592,3.2717
1.00E+06,1,1,66418,91578
1,6,8,7104.5,1.3724
1,2,17,5381,1.9208
100,4,1,46605,22.206
1,4,1,6764.7,1.477
1,6,4,7690.8,1.3
10000,1,15,65670,1544.7
1.00E+06,2,2,57085,85782
100,5,5,45951,22.136
10,5,14,28961,3.4509
1,5,7,6855.4,1.4534
10000,5,7,51277,825.5
100,5,2,36286,27.571
1.00E+06,1,16,70303,60552
1.00E+05,5,12,58277,825.91
10000,4,3,36455,1007.8
10,3,2,32680,3.058
100,1,4,46717,22.151
100,1,7,52115,19.205
1,5,13,6373.1,1.5647
1.00E+06,2,1,36750,94553
1.00E+05,5,5,44880,841.33
10000,2,4,52942,1857.9
1.00E+06,3,8,58117,812.82
10,2,18,30311,3.3197
1.00E+06,5,2,36078,1020.6
1.00E+06,3,3,43923,834.66
1000,5,2,38185,266.02
10000,2,17,78121,1279.5
10000,6,1,56278,1267.7
1000,2,15,66965,136.33
1.00E+05,2,3,58901,15448
100,6,1,46071,21.241
10000,2,7,66185,1301.6
1,2,10,5370.8,1.8457
10000,4,17,56387,877.9
10,3,12,29980,3.326
1,4,2,7928.6,1.3264
1000,6,6,44860,196.18
1.00E+06,5,17,56517,846.58
10,2,5,32465,3.0701
1.00E+05,6,3,43781,877.35
10000,3,10,54797,816.4
10,1,18,27734,3.6682
1000,4,12,54865,184.36
10,6,7,31102,3.1728
100,1,17,53428,17.798
10000,3,9,57998,731.92
1.00E+06,2,10,90483,40896
10000,6,4,43014,743.21
10000,6,7,40972,835.76
10,3,17,29452,3.4393
1,4,9,6256.8,1.6328
100,1,5,47456,21.389
100,6,14,48914,19.031
10,5,13,28871,3.541
1.00E+06,1,13,81950,55477
1000,3,17,59539,175.9
1000,3,5,50915,198.33
1.00E+06,4,14,55471,842.9
10000,6,17,45751,524.66
1.00E+06,3,2,64297,720.35
1.00E+05,1,18,66943,14608
10000,6,14,47003,494.8
1.00E+05,1,14,65736,15405
1.00E+06,4,4,41062,897.43
100,2,17,55616,17.036
1.00E+06,2,18,81840,11246
1.00E+05,3,1,49647,15033
1000,6,13,48802,169.2
100,5,3,40247,25.347
100,2,9,52608,19.265
10,2,16,30324,3.2671
1.00E+05,5,10,55095,853.41
1.00E+06,5,14,50915,811.7
1000,4,7,59354,172.53
10000,5,15,54627,810.04
1000,2,17,69097,127.68
1000,5,9,57228,182.22
1000,5,11,56833,182.63
1.00E+06,4,9,51861,857.03
1,5,12,6573.8,1.5572
100,2,8,47480,21.423
10000,2,6,64663,1539
1.00E+05,6,5,42988,756.13
10,3,7,30044,3.3138
1000,6,2,54774,146.53
1.00E+06,6,2,53945,447.48
1000,1,12,66743,140.29
1.00E+05,4,5,44360,820.19
1.00E+05,6,15,47606,525.63
1000,6,12,48093,174.74
1.00E+05,3,8,57748,737.65
1000,4,16,60322,170.17
10,4,8,29361,3.4324
1,4,10,6328.6,1.6178
1.00E+06,1,15,85140,40213
10,5,11,28365,3.4786
10000,4,9,53002,914.21
10000,5,6,49070,855.65
100,2,1,39997,25.032
1,6,7,7767.6,1.331
100,2,7,51649,19.832
1,1,3,5529.9,1.8618
1.00E+06,3,18,57632,871.26
1.00E+05,2,12,79475,10377
