Max_spout,Spliters,Counters,Throughput+,Latency-
1000,2,17,69097,127.68
10000,1,9,64300,1468.8
100,6,6,46332,21.147
10,3,2,32680,3.058
1.00E+06,4,15,56222,821.53
100,4,12,50747,19.686
1.00E+06,1,18,82514,44566
10,3,11,30027,3.3538
10,5,15,28524,3.5358
1,5,4,6534.9,1.5195
1.00E+05,2,7,65050,11657
1000,1,8,53505,174.83
100,6,14,48914,19.031
1.00E+05,3,18,58816,812.4
1000,2,16,63510,116.06
1.00E+05,3,4,53934,1229.4
1000,6,9,47213,181.57
1000,5,17,59520,172.09
1,5,14,6400.4,1.5555
1.00E+06,1,10,73506,40071
1.00E+05,6,16,47476,535.45
100,5,5,45951,22.136
10000,2,6,64663,1539
1.00E+05,6,10,44348,551.68
1,2,18,5351.2,1.8451
1.00E+05,4,11,55317,784.34
100,1,16,55413,17.56
1,1,16,5283.2,1.9688
10000,1,16,65010,1635
1.00E+06,3,18,57632,871.26
1,3,5,7130.9,1.4207
1.00E+06,3,6,55815,784.2
1.00E+05,3,5,50951,825.53
1000,3,2,60799,166.47
1,1,7,5377.6,1.8759
1000,2,12,62880,143.2
10,1,11,27273,3.5566
10,2,9,30945,3.2195
1,1,11,5300.4,1.9305
10,5,5,31592,3.2717
100,6,18,45666,19.374
1.00E+05,5,11,54720,827.53
1000,1,6,55423,176.69
10,1,17,27657,3.6694
1.00E+05,2,12,79475,10377
100,4,16,52702,18.764
10000,5,1,26744,1486.5
1.00E+06,3,15,59941,860.92
100,5,17,53022,18.921
1000,3,10,55308,184.64
10000,3,10,54797,816.4
1.00E+06,6,2,53945,447.48
1000,5,13,59666,171.3
10000,5,12,56196,775.45
1000,1,15,65559,146.59
10000,1,7,59942,1727.8
100,2,12,54774,17.333
10000,2,1,37052,2735.3
1.00E+05,3,6,54630,831.75
100,6,16,46773,19.903
1.00E+06,1,5,69014,48267
1.00E+06,5,5,48852,821.36
100,6,12,47366,20.042
1.00E+05,3,16,59252,868.23
10000,2,2,48986,2043.7
1.00E+06,2,5,63131,81802
1,5,8,7004.2,1.4586
1,4,13,6370.2,1.563
10000,4,16,58658,799.13
1.00E+06,6,10,45823,549.69
1000,1,10,58738,157.47
10000,3,8,58858,748.62
1.00E+05,4,17,58359,895.5
1.00E+05,6,4,43977,662.96
1000,2,11,61353,156.71
1,2,5,5846.6,1.8195
100,5,11,53875,18.737
100,1,15,54676,16.838
10,6,17,29777,3.3335
1.00E+06,1,14,95094,36603
10,2,10,31649,3.1989
1,5,11,6673.1,1.5382
1000,6,13,48802,169.2
1.00E+05,6,17,44254,652.28
1,1,15,5257.5,1.9272
1.00E+05,2,15,81320,10245
1.00E+06,5,7,49609,887.94
100,5,9,52754,19.392
10000,4,5,44606,876.83
1.00E+05,4,10,54938,759.54
1,5,13,6373.1,1.5647
10000,5,10,56353,805.67
10,5,7,29903,3.374
10000,1,17,61870,1643
1.00E+05,5,13,53807,840.33
1000,1,17,64267,155.39
10,6,7,31102,3.1728
10,4,16,28586,3.4746
10000,5,13,55044,791.56
1000,6,15,49308,170.22
1.00E+05,4,16,57492,860.13
10,3,13,29956,3.3254
1.00E+06,5,1,28155,1546.7
100,6,5,46010,21.097
1.00E+05,6,14,45790,487.01
1,2,4,5775.6,1.7408
10,5,14,28961,3.4509
100,5,18,51769,19.344
1.00E+06,5,4,34482,992.83
1,4,1,6764.7,1.477
10000,3,11,58125,823.45
10,3,9,30268,3.358
100,1,8,51198,20.136
1000,6,6,44860,196.18
1000,3,11,58614,169.62
10,2,8,31045,3.2466
1000,4,1,52846,187.36
1000,3,5,50915,198.33
1000,6,14,51732,161.42
10,5,9,30321,3.4058
10,6,12,31526,3.1931
10000,6,2,53858,425.77
100,6,10,45027,21.197
1.00E+06,4,1,73975,27361
1.00E+06,2,8,80544,30348
1.00E+06,1,9,82905,33086
1.00E+05,6,8,47573,476.85
10,6,4,32233,3.1626
1,4,14,6071.9,1.6306
1000,4,8,53299,191.88
10,3,18,29004,3.4422
10,6,2,34466,2.9167
1000,2,9,57605,168.94
10,1,3,28894,3.4678
1,3,10,6839.8,1.5172
100,5,1,30879,32.695
10000,3,17,55429,816.52
10000,1,10,64422,1472.5
1.00E+05,5,1,28325,1347.7
1000,4,10,55124,184.06
10,3,8,30063,3.3333
100,3,15,54598,18.623
100,3,14,55033,18.287
1.00E+05,2,14,75299,10531
1.00E+05,1,10,65424,13340
10,1,5,28189,3.5178
10000,5,17,56302,789.22
1.00E+06,4,4,41062,897.43
1000,2,15,66965,136.33
10,3,15,30182,3.3306
100,5,13,50365,19.829
1.00E+06,2,16,69749,309.65
100,4,2,33592,30.38
1000,6,7,40440,224.07
100,5,14,50797,19.589
1.00E+05,2,16,70660,503.57
1.00E+05,2,4,51258,18328
1,3,12,6589.5,1.5266
1.00E+06,6,14,48325,518.26
1.00E+05,3,3,43551,806.48
10000,5,6,49070,855.65
1000,1,16,70644,142.51
1.00E+05,2,11,76492,11936
10,1,9,28657,3.4184
1,2,2,5801.6,1.7259
1000,3,15,57738,170.5
10,1,6,28862,3.5443
1,2,1,5698.4,1.8184
1,6,12,7165.7,1.4295
10,2,18,30311,3.3197
10000,3,1,51479,1811.1
100,6,8,47814,19.547
1,1,1,5434.7,1.8632
1,3,4,7463.5,1.3638
1,6,13,7197.3,1.415
10000,6,8,48377,453.5
1.00E+06,5,15,54619,965.73
10,4,4,30830,3.2615
1,6,1,7226.1,1.404
10000,3,5,52020,816.86
1.00E+05,3,1,49647,15033
10,6,16,30727,3.2578
1.00E+06,6,12,45814,514.16
100,2,16,57972,16.279
100,5,10,52505,19.357
1000,6,1,51216,176.28
1.00E+06,3,8,58117,812.82
10000,6,18,46995,591.56
10,6,1,30328,3.3034
100,4,17,53212,19.881
1,1,17,5190.9,1.9543
10000,1,12,62552,1539.4
1000,1,9,63205,143.47
1000,4,6,51426,203.82
1.00E+05,1,13,65445,14273
1.00E+06,6,4,45085,653.92
1000,2,10,56649,177.42
1.00E+05,3,17,54411,883.79
1000,4,4,43890,231.82
1,2,8,5534.4,1.8247
1,1,3,5529.9,1.8618
1.00E+06,4,3,37308,963.54
10,6,9,31656,3.1751
10,4,1,28420,3.4374
10,2,1,28180,3.5385
10,1,4,28996,3.4218
1,3,11,6678.2,1.5247
1000,1,13,67571,146.65
1.00E+05,3,14,59394,791.86
10,4,6,30674,3.274
1,4,9,6256.8,1.6328
1.00E+05,1,3,59297,15169
1.00E+06,3,9,58277,775.45
10000,4,15,55474,803.04
10000,1,3,56933,1808.1
10000,2,14,75596,1100.8
1.00E+06,1,1,66418,91578
10,5,13,28871,3.541
1000,1,3,53398,197.34
1000,5,2,38185,266.02
1,6,4,7690.8,1.3
1,3,2,7468.3,1.3264
100,2,5,47051,22.11
10000,4,3,36455,1007.8
1,4,10,6328.6,1.6178
100,3,2,51763,19.574
10000,2,11,73286,1183.4
10,3,4,32064,3.1989
10000,4,11,54605,791.7
10000,3,3,40776,833.19
1.00E+05,2,5,61746,14625
1.00E+05,2,6,62921,14513
100,5,8,52163,18.834
10000,6,13,46248,522.78
10,2,7,31642,3.2213
1.00E+06,6,3,43784,874.17
10,5,2,31548,3.1333
10000,1,18,64152,1565.8
10000,5,14,56405,820.87
1,4,4,6916.1,1.4471
1000,3,3,45915,222.66
1.00E+05,2,13,76190,789.55
100,4,9,49746,19.719
1.00E+05,3,8,57748,737.65
1.00E+06,4,12,53634,920.88
1000,5,1,30328,339.94
1.00E+05,6,18,47520,601.95
100,1,12,53898,17.537
10000,3,7,49894,777.49
1.00E+05,5,16,54569,931.08
100,2,1,39997,25.032
1.00E+06,3,16,54812,796.91
100,2,18,55966,16.927
1,4,3,7331.2,1.3902
10,4,7,30177,3.3191
1000,3,7,48022,213.83
1,6,10,7591,1.3139
10000,3,18,57586,792.96
1.00E+06,5,6,42877,863.05
10,1,7,29503,3.4534
10000,6,4,43014,743.21
1.00E+05,5,4,33910,1023.2
1.00E+06,6,16,47353,514.45
100,6,4,43909,22.236
1.00E+05,1,7,61873,16088
10000,2,7,66185,1301.6
1.00E+05,4,4,40355,897.75
100,2,10,54155,18.162
1.00E+05,1,1,45189,20990
10,5,6,30234,3.341
10000,6,9,45982,489.29
1,1,8,5377.4,1.8902
1000,6,16,45229,193.45
1.00E+06,1,8,73308,37269
10,2,15,31084,3.2191
10,6,13,30842,3.226
1.00E+05,5,7,50286,848.09
1.00E+05,2,17,83057,10676
100,2,9,52608,19.265
1000,3,17,59539,175.9
1.00E+06,3,10,56862,827.55
100,3,10,54352,18.575
100,4,18,50439,19.912
1.00E+06,6,17,45327,520.84
1.00E+05,4,12,54068,830.79
100,1,18,54025,17.415
10,3,3,31820,3.173
1.00E+05,3,15,57327,756.68
1.00E+05,6,7,38731,827.65
1,3,3,7094.5,1.4339
10,2,4,31513,3.1552
10,4,5,30406,3.3592
1.00E+05,4,1,47322,16401
10,3,5,30710,3.2454
1,5,7,6855.4,1.4534
100,2,6,47652,21.37
1,2,10,5370.8,1.8457
1.00E+05,3,13,57626,886.67
10000,1,2,58503,1682.6
100,3,1,46137,22.012
100,1,3,49918,20.812
1.00E+05,4,8,51106,910.94
1000,5,8,55600,183.07
10,4,10,29304,3.4023
1000,2,6,53012,197.96
1.00E+06,1,13,81950,55477
10000,5,9,54385,760.35
1000,2,7,56569,168.79
10000,4,10,52129,812.86
1.00E+05,1,9,67355,14309
10000,2,10,67768,1463.6
1,4,16,6251.3,1.6295
10000,6,11,46686,513.58
100,3,11,54634,18.193
1.00E+06,1,3,63021,82187
1,5,16,6304.4,1.5942
10,3,7,30044,3.3138
100,2,15,55625,16.808
1,6,7,7767.6,1.331
1.00E+06,2,6,68913,56665
10,4,13,29871,3.3572
10,6,15,30885,3.2422
1,2,13,5602.6,1.852
1.00E+06,5,18,54890,829.28
1.00E+06,5,13,54479,824.38
1000,1,4,52119,194.73
10000,6,15,48354,478.39
1.00E+06,1,2,56541,85691
1,3,9,6753.5,1.5161
1.00E+06,4,18,55566,952.86
100,3,18,54581,18.323
1000,3,12,60301,165.5
1.00E+05,6,3,43781,877.35
10,3,14,29954,3.3561
1.00E+06,2,17,91538,37087
1.00E+06,2,13,72768,390.52
1.00E+06,1,7,65052,71448
1,4,7,6763.1,1.5126
100,1,1,45494,22.179
1000,1,18,67460,145.24
1,4,6,7207,1.4109
10,6,8,31859,3.204
1,2,16,5424,1.8711
1000,6,11,48956,174.12
1.00E+05,5,10,55095,853.41
1000,4,12,54865,184.36
10000,3,6,53857,766.41
10,4,14,30010,3.389
100,6,13,46496,18.653
10000,2,13,71459,387.57
1.00E+06,2,15,77306,17328
1.00E+05,6,15,47606,525.63
1.00E+06,6,15,50244,522.62
10000,4,17,56387,877.9
10000,3,14,57828,792.73
10,4,17,28135,3.5179
1,5,10,6437.4,1.5584
1,2,7,5594.7,1.8287
1000,1,12,66743,140.29
10,2,6,32716,3.0902
1000,3,13,59795,172.82
1000,6,12,48093,174.74
1,4,12,6686.6,1.5439
1.00E+06,3,2,64297,720.35
1,4,2,7928.6,1.3264
1.00E+06,3,4,52085,1052.8
10000,3,15,58308,754.76
10,1,13,27695,3.5988
1.00E+05,1,4,60895,15073
1,5,3,7040.8,1.446
100,6,3,44198,22.409
10000,2,4,52942,1857.9
1000,5,5,49159,205.99
1,4,11,6509,1.6195
100,5,16,49782,20.192
100,2,13,57293,15.94
1.00E+06,6,11,45294,505.23
100,6,2,51600,19.351
1.00E+06,2,12,79508,17401
1.00E+05,6,12,44941,539.73
1.00E+05,6,1,51230,11450
1,6,6,7767.2,1.3184
10,4,18,28001,3.4593
10000,2,3,61616,1588.4
10000,5,16,52794,827.04
10,4,12,30191,3.3699
1000,3,8,58304,174.86
1000,3,1,53563,187.28
100,2,3,48120,21.603
10,6,10,31625,3.1312
1,6,15,7042.3,1.4358
10,5,17,28762,3.4509
100,3,6,52614,19.297
1.00E+05,5,8,53160,868.4
1.00E+05,1,16,63390,14063
10,2,5,32465,3.0701
1,3,14,6560.3,1.5364
1,6,2,7496.3,1.3678
1000,5,15,59100,172.62
1.00E+06,3,14,59461,810.27
100,6,7,40728,24.383
1.00E+05,1,12,65922,13977
1,1,18,5137.8,1.9503
10000,1,11,65911,1394.4
1.00E+06,6,1,55673,6031.5
1000,6,5,44651,200.39
1,1,2,5552.9,1.8259
1000,6,10,45031,177.52
1,5,5,7114.6,1.4161
1.00E+05,2,10,64860,14685
100,4,15,52719,19.139
1,2,15,5381.5,1.8954
1,1,12,5258.8,1.9272
10,6,18,30611,3.2763
1.00E+06,3,17,56236,853.96
10,2,12,30864,3.2659
1000,3,6,56000,192.73
1.00E+05,1,17,61329,15927
1000,2,14,63127,141.81
1.00E+06,5,8,53027,895.41
1.00E+06,2,3,61824,83512
1.00E+05,3,7,43754,820.29
10000,3,13,58653,736.47
10,2,13,30675,3.2491
1,6,14,6914.1,1.4566
1,5,18,6293.2,1.6017
1000,4,17,61043,172.11
1,3,15,6513.8,1.5659
1.00E+06,6,7,39864,904.82
1.00E+06,1,12,85232,40805
1,3,17,6265.2,1.6202
1,1,10,5481,1.9006
10000,6,10,45921,468.44
10000,1,15,65670,1544.7
1.00E+05,5,17,57302,843.75
1.00E+06,3,13,58196,753.06
100,4,6,49121,20.616
100,3,17,53660,18.863
1000,3,4,49313,200.43
1.00E+06,2,4,55321,63627
1,5,2,7467.6,1.4
1.00E+06,5,2,36078,1020.6
10,5,16,29568,3.4202
1000,6,4,45218,192.37
1,5,15,6345.6,1.5636
1,6,11,7037.9,1.4329
1,3,18,6296.5,1.6335
1000,4,16,60322,170.17
1000,4,9,55281,186.28
100,1,14,53658,17.361
10000,4,14,54537,828.62
1000,2,1,41689,239.02
1.00E+05,2,8,61056,14804
10,1,10,28244,3.4636
10000,5,4,36179,999.54
1000,4,11,57962,176.22
10000,4,8,46546,851.16
10000,6,6,44504,552.38
1000,1,11,64284,143.66
1.00E+06,5,10,54691,808.49
1000,4,5,48125,216.95
10000,1,14,63240,1544.4
1000,4,7,59354,172.53
1.00E+05,3,11,58079,773.62
10,5,12,28589,3.5364
100,2,7,51649,19.832
10000,4,7,58163,722.58
10,3,10,30507,3.2954
10000,1,4,64087,1529.5
1.00E+06,5,16,52914,835.93
1.00E+05,1,18,66943,14608
1.00E+05,5,5,44880,841.33
1.00E+06,3,5,50224,838.11
10000,6,17,45751,524.66
10000,4,4,39796,891.95
1,3,6,7136.5,1.4391
1000,6,18,47309,173.16
1,4,17,6151.7,1.6312
1,2,14,5464.8,1.9197
1.00E+06,2,9,80590,23656
1,6,16,7150.8,1.4092
1.00E+05,2,9,70997,11549
1,2,9,5406,1.8264
1000,6,17,44658,195.48
1,6,5,7532.7,1.3448
10,5,1,29790,3.3747
10000,2,15,79489,1165.2
1,1,6,5420.2,1.8391
100,5,12,52862,18.754
100,1,9,55090,18.567
10000,6,16,48431,503.7
10,6,11,30909,3.222
1,4,5,6869.1,1.4805
100,1,7,52115,19.205
10,6,6,31394,3.2462
1,6,3,7680.7,1.3299
100,4,3,39276,26.5
10,1,15,27492,3.6191
1.00E+05,1,11,67729,12569
10,1,16,27584,3.6382
