No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,34,836,1.4,40.166,1010.857143
0,0,1,0,1.4,17,0.4,17,6,84,34,43,667,36.6,34,418,0.7,37.411,1193.923611
0,1,1,1,0,1,0,51,9,125,0,96,501,30,76,0,2,39.952,3261.881791
0,1,0,0,1,3,0.6,23,9,1,0,4,250,23,40,0,1.4,45.799,11031.49074
0,0,1,0,1.4,9,0.8,17,3,167,-33,43,667,36.6,34,418,1.4,38.809,1190.761111
0,1,1,0,1.2,13,1,16,9,169,-100,128,665,50,100,627,1.2,53.746,6952.064141
0,0,0,1,0.7,17,0.4,34,3,84,-33,86,334,36.6,67,836,0.7,39.011,457.44
0,0,1,0,1.4,17,0.8,34,3,167,34,43,667,36.6,34,418,0.7,38.505,1180.1875
0,1,0,0,1.4,17,0.8,34,3,167,34,43,667,23.3,67,418,1.4,47.252,4982.227609
0,1,0,0,1.4,17,0.8,17,6,167,-33,43,667,23.3,34,836,0.7,51.174,2322.184397
1,0,0,0,1,25,0.6,23,3,40,0,4,250,23,100,0,1.4,48.489,2466.645592
1,0,0,1,0.5,19,0.2,13,6,250,-50,0,251,30,100,0,2,45.202,900.3912476
1,0,0,0,1.4,9,0.4,17,6,84,34,86,667,23.3,34,418,0.7,47.286,1912.248649
1,0,0,0,1.4,9,0.8,17,6,84,-33,86,334,36.6,34,418,1.4,40.046,1371.002469
0,1,0,0,1.4,9,0.4,34,3,167,-33,86,334,23.3,67,418,1.4,46.051,4866.759298
1,0,0,0,1.4,17,0.8,17,6,167,-33,86,334,23.3,67,836,1.4,53.662,731.2977778
0,0,0,1,0.7,17,0.4,34,3,167,-33,86,334,23.3,34,836,0.7,49.862,607.1692308
0,0,0,0,1.4,9,0.4,17,3,84,34,43,334,23.3,67,836,1.4,50.166,461.77
