Spout_wait,Spliters,Counters,Throughput+,Latency-
2,2,16,18510,181.3
7,1,16,14295,229.42
9,1,2,12958,257.84
4,4,4,15290,222.45
8,6,14,19744,205.88
4,3,9,18216,178.78
4,2,3,13479,243.11
1,2,15,16529,206.59
100,6,7,17561,192.48
1000,4,12,2892.1,784.93
3,5,14,19311,222.4
5,5,8,17449,189.07
9,4,16,20019,185.49
5,6,8,17760,190.93
6,1,3,13805,248.23
6,5,16,19668,167.11
10000,1,9,407.65,7631.9
10000,1,12,365.07,9098.9
1000,1,2,2901.4,969.27
4,3,5,15654,220.2
8,6,17,22887,172.74
10000,2,13,561.06,6205.9
1,6,7,14952,211.67
8,4,3,15841,219.31
1000,2,16,2900.9,860.72
7,5,10,18518,169.09
3,1,12,13273,245.45
3,6,17,22060,176.14
10000,1,7,458.25,7869.6
10,5,8,18144,183.74
10,3,12,19457,188.04
100,4,5,16116,201.95
2,2,10,17373,194.83
100,1,13,15583,223.3
7,1,18,14198,228.45
8,3,1,9996.4,359.59
10000,3,4,681.59,5946.3
5,5,7,17570,193.77
6,6,6,16882,195.61
2,4,7,16129,209.67
7,4,10,19459,169.25
6,3,5,16033,225.89
7,2,10,18753,182.53
1,3,13,18222,199.7
1000,3,1,2952.8,953.22
10,6,13,20117,186.26
10000,1,17,452,6381.3
9,3,13,19623,176.51
3,4,17,20636,180.59
10,2,16,19697,183.34
