Max_spout,Spliters,Counters,Throughput+,Latency-
10,3,15,17209,6.2798
1.00E+05,3,3,17911,1806.9
1,2,9,4369.6,2.4306
10,3,18,16140,7.2948
1,3,1,4980.3,2.1598
1,3,3,5058.6,3.5506
1.00E+06,1,15,44024,74403
1,2,1,4294.7,4.7793
100,3,3,16941,65.185
1,2,3,4343.6,2.381
1.00E+05,6,12,26315,928.18
10000,6,9,25202,1145.3
10000,2,6,29437,3740
1.00E+06,3,1,26988,32624
1.00E+06,6,15,25167,974.89
1.00E+05,1,18,21145,41498
1,6,6,4847.1,2.1376
100,3,1,8465.1,132.78
1.00E+05,2,18,31825,28692
1000,2,3,22289,518.71
1,6,12,4871,2.2277
1,2,6,4423.6,2.3538
100,2,18,25565,39.447
1,3,12,4528.8,3.0358
100,2,6,20814,53.103
1.00E+05,3,15,20932,1579.7
10000,6,15,25530,1007.9
10,3,3,14591,7.6695
1.00E+06,3,18,20307,1817.5
1.00E+06,3,3,19133,1814.2
1.00E+06,1,12,54656,73740
10,1,6,14870,8.1247
10000,1,12,20300,5131.3
1.00E+06,6,1,30522,961.88
1.00E+06,2,3,44107,94541
1.00E+06,2,6,45856,1.05E+05
1.00E+05,2,3,21514,38738
1000,3,12,22122,501.11
100,3,18,21234,53.927
1000,1,18,24392,419.91
1000,6,15,25833,251.19
1.00E+06,6,3,20812,2143
10,6,6,20089,5.2988
1,1,1,4255.3,2.5621
10000,1,9,20060,3340.5
100,6,1,9214.4,116.13
100,6,6,21587,48.702
1000,6,1,11583,1038.1
1.00E+05,6,6,26583,1151.3
10,2,6,18462,6.481
