Max_spout,Spliters,Counters,Throughput+,Latency-
1,4,17,6151.7,1.6312
1000,1,8,53505,174.83
1.00E+06,3,13,58196,753.06
10000,1,1,50789,2008.5
10,5,11,28365,3.4786
1000,6,16,45229,193.45
10,5,5,31592,3.2717
10,4,11,29849,3.3491
1,1,17,5190.9,1.9543
1.00E+05,3,13,57626,886.67
1.00E+05,5,15,55162,1249.1
10,3,7,30044,3.3138
1.00E+06,3,8,58117,812.82
100,3,4,45557,23.217
10000,2,17,78121,1279.5
100,3,13,55170,18.374
100,4,2,33592,30.38
100,6,8,47814,19.547
1.00E+06,1,5,69014,48267
1.00E+06,1,6,67297,53340
1.00E+05,4,1,47322,16401
10,5,3,28968,3.4356
1000,6,18,47309,173.16
1.00E+06,1,16,70303,60552
1.00E+06,4,13,54540,792.39
1.00E+06,4,17,55664,1011.6
1,3,13,7017.7,1.5023
1000,5,11,56833,182.63
1.00E+05,4,17,58359,895.5
1000,3,5,50915,198.33
10,1,6,28862,3.5443
10,3,18,29004,3.4422
1.00E+06,1,4,62740,83689
10000,6,4,43014,743.21
10000,5,6,49070,855.65
1.00E+05,2,12,79475,10377
1.00E+06,6,16,47353,514.45
1,4,14,6071.9,1.6306
1.00E+05,1,7,61873,16088
1000,1,9,63205,143.47
1000,5,1,30328,339.94
1.00E+06,2,2,57085,85782
100,6,12,47366,20.042
1,5,13,6373.1,1.5647
1000,2,14,63127,141.81
100,5,3,40247,25.347
1.00E+06,4,7,55725,803.82
1000,1,14,67553,140.5
1,2,7,5594.7,1.8287
1.00E+05,5,1,28325,1347.7
