Spout_wait,Spliters,Counters,Throughput+,Latency-
7,4,15,20288,160.6
9,1,17,18035,183.24
6,5,12,19148,171.1
3,5,3,14910,229.53
6,2,6,14991,214.92
10000,2,17,565.82,6729.5
3,6,4,15466,220.31
4,4,11,19209,184.26
2,3,7,15743,201.25
100,3,14,19574,186.71
7,1,16,14295,229.42
6,6,10,19108,179.76
100,6,18,20398,177.98
7,4,14,19196,184.24
100,5,7,17630,176.34
8,5,18,20587,168.9
8,4,16,19698,177.73
2,4,10,18969,194.84
10000,2,2,488.69,7129.9
1000,6,13,3438.6,748.1
6,3,9,18325,199.12
9,3,11,19562,171.72
1000,6,1,3037.1,920.68
1,4,17,19895,181.35
1000,2,4,3032.6,855.55
5,2,13,19214,170.21
1,2,14,17417,206.11
9,2,13,19210,178.14
1,5,9,17086,205.78
100,5,10,19647,169.28
7,5,3,15416,206.68
1,1,14,15891,198.18
7,4,5,16245,205.76
3,2,3,12472,259.6
3,3,17,20360,174.83
1,2,3,12493,261.6
4,3,9,18216,178.78
6,6,17,22255,185.37
1000,4,3,3042.7,833.36
7,1,11,17033,188.47
3,2,15,17707,197.79
100,4,5,16116,201.95
6,2,13,19408,170.62
10,3,2,12344,243.08
6,4,16,20350,184.46
7,6,1,9488.6,335.92
9,6,2,13645,223.74
10000,2,14,558.38,6291.2
8,4,8,17532,199.11
10,4,5,17027,194.44
7,2,11,18081,183.8
9,1,13,14237,223.74
5,4,5,15775,205.4
9,3,2,13232,245.1
100,5,12,19873,175.07
6,6,13,19892,178.59
6,6,6,16882,195.61
100,6,14,18980,163.43
9,3,3,15559,216.05
2,3,16,19199,184.12
2,2,8,16853,241.67
10,2,14,19955,182.25
4,4,12,19112,192.52
7,2,2,12429,247.83
9,5,15,20818,172.75
1000,2,16,2900.9,860.72
1000,5,7,3257.4,806.53
7,4,4,16347,213.1
1,3,9,17202,205.13
6,4,4,15740,221.27
5,2,11,17492,212.48
4,6,16,20451,171.79
3,4,1,9137.1,337.37
2,4,4,13608,233.05
8,6,7,17306,204.47
1,2,11,16819,213.84
100,4,12,18298,163.24
1000,6,15,3185.1,756.12
6,3,18,20402,185.48
10,1,9,13426,241.89
1000,2,1,2958.2,963.07
2,4,8,17221,203.77
10,4,1,9717.5,316.82
4,3,14,18268,196.77
9,2,16,19705,183.72
1000,4,7,3122.1,801.62
7,2,16,20669,179.62
4,5,13,19578,194.42
4,2,14,18417,174.34
10,4,8,17966,204.85
8,6,12,20300,172.5
1000,2,13,3050.5,848.72
3,6,7,16084,221.76
7,4,6,17112,195.79
6,5,10,20095,176.3
1,3,7,16029,254.05
4,4,9,17973,201.85
6,4,18,20106,174.8
100,5,9,18929,192.09
2,1,1,8337.3,394.28
9,6,4,16336,208.52
3,5,17,20674,158.35
5,1,15,14763,208.71
8,5,12,19777,178.55
7,6,4,16247,214.49
3,3,16,19103,172.01
8,1,1,8724.8,380.16
7,5,10,18518,169.09
8,6,10,18971,168.22
4,3,17,21605,160.5
4,6,5,15741,223.32
10,5,3,15861,204.87
6,6,2,13653,232.69
10,4,6,16733,210.48
8,6,8,17809,196.96
8,6,11,19933,180.42
8,6,9,19047,178.17
4,5,7,16961,206.56
2,2,10,17373,194.83
8,1,15,14442,214.87
3,6,18,21262,179.24
4,5,4,15404,222.95
7,3,17,22119,155.28
3,1,5,14633,218.59
1,6,1,8439.5,391.66
6,3,1,9943,345.64
9,6,16,21176,174.91
9,2,1,9119.2,343.7
8,2,2,13030,260.79
3,5,16,19967,184.23
5,6,11,19565,178.14
5,6,10,20159,172.33
100,4,9,18585,182.07
100,2,1,9799.9,315.4
3,1,10,14066,232.12
10,4,15,22101,187.55
10000,1,1,310.06,9421
7,4,11,19619,185.54
3,6,12,20070,179.05
6,4,7,16280,197.91
7,4,3,15573,219.55
6,1,4,12759,258.19
8,5,13,20863,183.9
6,4,10,19286,163.71
100,4,14,19635,169.76
100,3,7,17151,198.51
1,6,6,15571,221.22
10000,1,11,288.56,7908.9
100,5,5,16037,205.89
10,3,12,19457,188.04
7,2,14,17959,179.07
100,4,3,14542,210.82
3,1,17,18214,179.54
1,3,3,13484,246.75
7,6,11,19409,183.12
3,1,12,13273,245.45
1,3,1,7905.6,416.37
