Max_spout,Spliters,Counters,Throughput+,Latency-
1000,2,3,51798,195.36
100,6,14,48914,19.031
10,4,5,30406,3.3592
10,1,2,30487,3.2351
100,4,16,52702,18.764
1,6,4,7690.8,1.3
100,4,17,53212,19.881
1.00E+05,5,2,34813,1027.4
100,1,2,46286,22.103
100,5,1,30879,32.695
1000,5,14,56967,179.53
10,4,4,30830,3.2615
1000,2,11,61353,156.71
100,1,16,55413,17.56
1000,5,7,54866,194.78
1.00E+06,3,10,56862,827.55
1.00E+06,6,7,39864,904.82
100,5,3,40247,25.347
1,2,6,5546.3,1.8161
1.00E+06,3,12,58792,853.42
1.00E+06,4,14,55471,842.9
1000,3,8,58304,174.86
1000,2,10,56649,177.42
10000,3,11,58125,823.45
1.00E+05,4,11,55317,784.34
10,3,18,29004,3.4422
1000,2,16,63510,116.06
1000,1,14,67553,140.5
1.00E+05,6,7,38731,827.65
10,5,3,28968,3.4356
10000,5,9,54385,760.35
10,1,10,28244,3.4636
1,4,3,7331.2,1.3902
10,3,14,29954,3.3561
1.00E+05,4,3,36917,1175.7
1,3,1,6927.3,1.4724
100,5,6,44432,22.501
1000,6,10,45031,177.52
100,3,11,54634,18.193
10,4,17,28135,3.5179
100,1,15,54676,16.838
100,6,9,45665,20.214
1,4,6,7207,1.4109
1,6,2,7496.3,1.3678
1,6,3,7680.7,1.3299
1,4,16,6251.3,1.6295
1,5,7,6855.4,1.4534
100,6,5,46010,21.097
1.00E+05,6,10,44348,551.68
100,5,5,45951,22.136
1.00E+06,1,7,65052,71448
10,3,7,30044,3.3138
100,3,3,45752,21.69
1.00E+06,2,2,57085,85782
10,5,12,28589,3.5364
1,5,16,6304.4,1.5942
100,2,9,52608,19.265
1.00E+06,6,8,46245,552.01
1000,6,11,48956,174.12
1000,2,5,50993,205.93
10000,2,12,74141,1169.3
1.00E+05,2,18,78561,11850
1.00E+06,6,15,50244,522.62
1,6,11,7037.9,1.4329
1.00E+05,4,5,44360,820.19
1.00E+06,1,17,78498,55374
1000,5,16,53494,190.48
10000,3,16,57894,753.81
1.00E+05,3,11,58079,773.62
1.00E+05,5,14,52484,891.42
100,6,15,46076,19.476
1.00E+05,5,1,28325,1347.7
1.00E+06,3,8,58117,812.82
1.00E+06,4,5,41780,911.8
1.00E+06,6,12,45814,514.16
1,1,5,5534.5,1.8374
1.00E+06,4,10,54489,824.36
1.00E+06,3,1,72271,30521
1000,6,5,44651,200.39
10,4,6,30674,3.274
1,6,15,7042.3,1.4358
10000,5,3,36517,981.23
10000,5,10,56353,805.67
10000,5,14,56405,820.87
10000,6,17,45751,524.66
10000,1,2,58503,1682.6
1.00E+05,5,9,55332,800.45
1,2,13,5602.6,1.852
10,5,10,30269,3.3514
1.00E+06,4,1,73975,27361
