F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
1,1,0,1,0,0,1,0,1,60,40,8,1,5,149.139
0,1,0,1,1,1,0,0,1,40,75,2,2,14,118.012
0,1,0,1,1,0,0,1,1,90,15,2,6,5,103.879
1,1,0,0,0,1,0,0,1,65,40,5,0,12,168.844
0,1,1,0,1,0,0,0,1,80,20,4,4,12,197.748
0,1,1,0,1,0,0,0,1,55,90,3,3,8,85.829
1,1,0,0,0,0,1,0,1,85,20,3,2,5,97.388
1,1,0,1,0,0,0,1,1,25,80,5,5,7,208.405
1,1,1,1,0,0,0,0,1,75,15,6,4,6,195.737
0,1,1,0,1,0,0,0,1,55,50,4,6,5,80.42899999
0,1,1,0,1,0,0,0,1,80,15,5,3,19,270.733
0,1,0,0,1,0,1,0,1,80,75,5,4,8,163.414
0,1,1,0,1,0,0,0,1,45,70,2,6,6,85.183
0,1,0,1,1,0,0,1,1,60,65,1,2,6,58.884
1,1,1,0,0,0,0,0,1,65,80,1,2,10,97.867
0,1,0,1,1,1,0,0,1,40,75,0,5,13,127.93
1,1,0,1,0,0,0,1,1,85,70,0,3,18,230.609
0,1,1,0,1,0,0,0,1,90,25,1,7,10,145.745
1,1,0,0,0,0,1,0,1,50,50,3,5,5,131.751
1,1,0,0,0,0,0,1,1,15,90,4,3,5,115.071
0,1,0,0,1,0,0,1,1,30,75,8,5,6,166.822
1,1,0,1,0,0,0,1,1,80,55,3,2,5,88.87399999
0,1,1,1,1,0,0,0,1,60,30,6,2,6,85.855
1,1,1,1,0,0,0,0,1,85,15,3,8,6,177.998
1,1,0,0,0,0,0,1,1,45,50,4,0,7,103.243
0,1,1,0,1,0,0,0,1,65,25,4,7,8,152.598
1,1,0,1,0,0,0,1,1,45,80,4,5,4,109.862
1,1,0,0,0,1,0,0,1,85,45,1,3,42,484.177
1,1,1,0,0,0,0,0,1,55,75,3,4,5,80.527
0,1,0,1,1,0,0,1,1,50,70,8,2,4,96.15300001
0,1,0,1,1,0,0,1,1,90,35,7,0,5,86.809
1,1,0,1,0,1,0,0,1,80,15,2,3,61,803.7
0,1,0,1,1,0,1,0,1,55,90,7,7,5,150.121
0,1,0,0,1,1,0,0,1,55,65,7,6,6,155.277
0,1,0,0,1,0,0,1,1,35,90,6,7,4,117.479
0,1,0,0,1,0,0,1,1,65,25,7,6,4,125.515
1,1,1,1,0,0,0,0,1,80,30,2,3,6,77.503
0,1,0,1,1,0,0,1,1,40,65,5,0,8,98.112
