A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,1,1,1,1,0,0,1,0,1,236.17,28
1,1,0,1,0,0,0,0,0,0,0,201.52,26
1,1,0,1,0,0,0,1,1,1,0,250.62,19
1,0,0,0,1,1,1,0,1,0,1,234.56,28
1,1,0,0,1,1,0,0,1,0,1,234.22,28
1,0,0,1,0,1,1,0,0,1,1,232.64,29
1,1,0,1,1,1,1,1,1,0,1,250.43,18
1,0,0,0,0,1,1,1,1,1,1,261.57,19
1,1,0,1,1,0,1,0,0,0,1,216.91,29
1,0,1,1,1,1,1,0,1,0,1,235.79,28
1,1,1,1,1,0,0,1,1,0,1,250.16,16
1,1,1,0,1,0,0,0,1,0,1,234.27,28
1,0,0,0,0,1,0,1,1,1,1,260.5,19
1,1,0,0,1,1,0,1,1,1,1,268.8,18
1,1,1,0,1,1,1,0,0,1,1,238.74,28
1,1,1,1,1,0,0,0,1,1,1,254.34,28
1,0,0,0,1,1,0,1,1,1,0,249.12,20
1,1,1,1,1,1,1,0,0,1,1,241.23,28
1,0,0,1,0,0,0,0,0,1,0,221.33,29
1,1,0,1,1,0,1,0,0,1,0,228.56,28
1,1,1,1,1,1,1,0,0,1,0,231.19,28
1,0,0,0,0,1,0,0,0,0,1,213.48,28
1,0,1,0,1,1,1,0,0,1,1,234.77,27
1,0,1,1,1,0,0,0,0,0,0,203.18,26
1,1,0,0,0,1,0,0,1,0,1,232.64,28
1,1,1,0,1,0,1,0,1,0,1,236.43,28
1,1,0,0,0,1,0,1,1,0,0,228.65,19
1,1,0,1,0,0,1,1,1,0,1,247.26,18
1,0,0,1,0,0,1,0,0,0,1,214,28
1,1,0,1,0,0,0,1,0,0,1,244.12,14
1,0,0,0,0,1,0,0,1,1,0,238.73,28
1,1,0,0,0,1,0,1,0,0,1,258.16,12
1,0,0,1,1,0,1,1,1,1,1,261.36,19
1,1,0,0,0,0,0,1,1,0,0,227.01,18
1,1,0,1,0,1,1,0,1,0,0,220.98,29
1,0,0,1,0,0,1,0,0,1,1,231.44,29
1,1,0,1,1,0,1,1,0,1,0,239.79,15
1,1,1,0,1,0,1,1,0,0,1,264.74,12
1,0,0,0,0,0,1,1,0,0,1,255.44,12
1,0,1,0,1,1,1,1,0,1,0,236.95,15
1,1,0,0,1,0,0,1,0,0,0,212.52,15
1,0,0,1,1,1,0,0,1,1,1,249.46,28
1,0,1,1,1,1,1,0,1,1,1,251.36,28
1,0,0,0,0,0,1,0,0,1,0,221.61,29
1,1,1,1,1,1,0,1,0,1,1,253.98,15
1,0,1,0,1,0,1,0,1,0,0,221.44,29
1,1,0,1,0,0,0,0,1,1,0,241.7,29
1,1,0,0,0,1,0,0,0,0,0,201.83,29
1,1,1,0,1,0,1,0,0,0,1,218.96,28
1,0,0,1,0,0,1,0,0,1,0,222.56,29
1,0,0,1,0,1,1,0,1,0,0,219.08,29
1,0,0,1,1,0,1,0,1,1,1,249.41,28
1,0,0,0,1,1,0,0,1,0,1,233,28
1,1,0,1,0,1,0,1,0,1,1,250.26,15
1,1,1,1,1,0,1,0,0,0,0,205.95,29
1,0,0,0,0,0,1,0,1,0,1,231.32,29
1,1,1,1,1,0,1,1,0,1,1,253.54,15
1,1,0,0,1,0,1,1,1,1,1,268.41,18
1,1,1,0,1,1,1,0,1,1,1,255.32,28
1,1,0,0,1,0,1,0,1,1,1,253.49,28
1,0,1,1,1,0,0,0,1,0,1,236.06,29
1,1,1,1,1,1,0,0,1,0,1,237.7,28
1,1,0,1,0,0,0,1,1,0,0,227.15,19
1,1,1,1,1,1,0,0,0,0,0,206.35,29
1,1,0,1,1,0,1,1,0,0,1,261.53,12
1,1,0,0,0,1,1,0,1,1,0,244.28,28
1,0,1,1,1,1,0,0,0,0,1,217.65,28
1,0,1,0,1,1,0,1,0,0,0,213.6,14
1,0,1,1,1,1,1,1,0,0,0,218.32,14
1,1,0,0,0,1,1,1,0,0,1,259.38,12
1,0,1,1,1,1,0,0,0,1,0,226.58,29
1,0,0,0,0,0,0,0,1,1,1,246,28
1,0,0,1,1,0,1,1,0,0,1,260.82,12
1,1,0,0,0,0,0,0,1,0,1,232,28
1,0,0,1,0,0,0,0,1,1,0,236.89,29
1,0,0,0,0,0,0,1,0,0,0,207.75,15
1,1,1,0,1,1,1,1,0,1,0,241.9,15
1,0,0,0,1,0,0,0,1,1,1,247.69,28
1,1,0,1,1,1,1,0,0,0,0,205.74,29
1,1,0,1,0,0,0,1,0,0,0,210.24,14
1,0,1,1,1,1,0,1,0,1,0,237.04,15
1,1,1,1,1,0,1,0,1,1,1,254.42,28
1,1,0,0,1,0,0,0,1,0,1,233.54,28
1,1,0,0,0,0,1,1,0,1,0,237.5,16
1,0,1,1,1,1,0,0,0,0,0,206.43,29
1,1,1,1,1,0,1,0,0,1,1,239.96,28
1,0,0,1,0,0,0,1,1,1,0,245.32,19
1,1,0,0,1,0,1,0,1,0,1,234.47,29
1,1,0,0,1,1,0,0,0,0,1,216.23,28
1,1,0,1,1,1,0,0,1,0,1,234.25,28
1,0,1,0,1,1,0,0,0,1,0,225.41,28
1,1,1,0,1,1,1,1,1,1,1,267.51,19
1,1,1,1,1,1,1,1,1,1,1,270.4,19
1,1,1,1,1,1,1,1,1,0,0,232.66,19
1,0,0,0,0,1,0,0,1,0,0,217.7,29
1,1,0,1,1,0,1,1,1,1,0,254.13,20
1,0,1,0,1,1,0,0,0,0,1,216.72,29
1,1,1,0,1,0,0,1,0,1,0,240.99,15
1,1,1,0,1,0,0,0,0,1,0,229.79,29
1,1,1,0,1,1,1,1,0,0,1,264.04,12
1,1,1,0,1,1,0,1,1,0,1,252.09,18
1,1,1,0,1,1,1,0,0,0,1,219.83,28
1,0,1,0,1,0,1,1,0,0,0,215.31,14
1,1,0,0,1,1,0,0,0,0,0,203.98,29
1,0,1,1,1,0,0,1,1,0,0,230.94,19
1,1,1,1,1,1,0,1,0,0,0,216.37,14
1,1,0,1,0,1,0,0,0,1,1,235.85,28
1,1,0,1,0,0,1,0,0,0,1,215.03,29
1,0,1,0,1,1,1,0,1,0,1,234.92,28
1,1,1,0,1,0,0,1,0,0,0,215.88,14
1,0,0,0,1,1,1,0,1,1,0,241.23,28
1,0,0,1,0,1,0,0,1,1,1,248.06,28
1,1,0,1,0,0,1,1,0,0,0,211.59,15
1,0,0,0,1,0,1,0,1,0,1,233.42,28
1,0,0,0,1,1,0,1,0,0,0,212.44,15
1,1,0,1,1,1,0,0,1,0,0,222.27,29
1,1,1,1,1,1,0,1,0,1,1,256.22,15
1,0,0,0,1,1,1,0,0,1,1,234.05,28
1,0,0,0,0,0,1,1,1,1,0,246.73,20
1,1,0,1,1,1,0,1,0,0,0,214.48,15
1,1,0,1,0,1,0,1,0,0,0,212.05,15
1,0,1,1,1,0,0,0,0,0,1,216.59,26
