Width,Complexity,Fifo,Multiplier,Energy-,Inv_runtime-
6,1,2,20,7.978390142,5.111081381
7,1,2,10,7.408083432,5.099070723
7,1,2,20,7.937150152,5.112800375
6,1,3,20,7.978390142,5.111081381
6,0,3,10,7.162582668,5.102447958
3,1,4,100,9.965784285,5.066154451
5,0,2,1,6.415403762,4.837142461
6,1,2,50,8.902718788,5.117955552
4,1,1,100,9.824529208,5.104190483
5,0,3,5,6.849711592,5.068121424
6,1,2,100,9.740247934,5.121424796
3,0,2,2,7.353587949,4.71815563
5,0,1,50,8.830730684,5.115372185
5,1,1,5,7.263907648,5.057963691
6,0,3,100,9.682815552,5.121427207
7,0,2,1,6.144515496,4.923426501
5,0,2,10,7.256642729,5.099031659
5,0,3,20,7.834932386,5.110228707
7,0,1,50,8.780969477,5.120554394
4,0,2,5,7.075885561,5.041577674
4,0,4,1,6.713324647,4.726992878
6,1,1,20,7.978390142,5.111081381
3,1,1,5,8.014701195,4.925247532
4,1,2,10,7.782709969,5.080357077
6,1,3,5,7.121688916,5.0697917
6,0,1,100,9.682815552,5.121427207
3,1,3,20,8.548710187,5.046250314
3,0,1,2,7.353605591,4.718020678
4,1,1,50,9.037629313,5.100760951
7,1,3,100,9.726829514,5.123157473
4,1,4,100,9.824529208,5.104190483
4,1,1,2,7.324189549,4.889213047
7,0,1,100,9.672985692,5.123159887
4,0,1,2,6.812883235,4.915280585
6,1,2,1,6.771370616,4.850979895
6,1,3,10,7.466488455,5.097368445
3,0,2,20,8.239068608,5.051194744
4,0,3,1,6.713324647,4.726992917
6,1,1,50,8.902718788,5.117955552
4,1,2,1,7.254650728,4.68779634
3,0,1,1,7.28555018,4.401360964
7,0,1,2,6.290129465,5.022484651
5,0,1,10,7.256642729,5.099033588
5,0,1,100,9.702370112,5.117968127
7,0,2,50,8.780969477,5.120554394
5,1,4,100,9.766851864,5.117965171
3,0,1,100,9.858304322,5.066162087
5,0,3,100,9.702370112,5.117968127
5,1,4,10,7.578983985,5.093914226
6,0,2,2,6.376724488,5.00769312
3,1,1,10,8.211464912,5.019398421
5,1,2,50,8.947271652,5.114503927
3,1,4,1,7.835102979,4.33936051
5,0,1,5,6.849711592,5.068119779
3,1,4,20,8.548710187,5.046250314
4,0,1,100,9.746890481,5.104194403
4,1,2,100,9.824529208,5.104190483
3,0,3,5,7.540786742,4.946186618
5,1,3,5,7.2638701,5.058114363
3,0,4,10,7.807606084,5.029859649
