Width,Complexity,Fifo,Multiplier,Energy-,Inv_runtime-
7,0,2,50,8.780969477,5.120554394
4,1,4,100,9.824529208,5.104190483
7,1,2,20,7.937150152,5.112800375
5,0,3,5,6.849711592,5.068121424
4,0,3,2,6.812883235,4.915289944
5,0,1,5,6.849711592,5.068119779
7,0,1,10,7.113783832,5.104157682
5,1,4,5,7.2638701,5.058114363
5,0,1,1,6.415403762,4.83712609
5,1,2,1,6.951937423,4.79503586
7,1,2,1,6.673217192,4.878750454
4,1,3,2,7.32378437,4.892895336
6,1,4,10,7.466488455,5.097368445
4,1,1,2,7.324189549,4.889213047
3,1,1,20,8.548710187,5.046250314
7,1,2,100,9.726829514,5.123157473
6,1,3,100,9.740247934,5.121424796
3,1,3,5,8.014260434,4.927881398
6,1,1,50,8.902718788,5.117955552
3,1,4,10,8.211260476,5.020146292
6,1,3,5,7.121688916,5.0697917
5,1,1,10,7.578999076,5.093870967
7,0,1,1,6.144515496,4.923426501
4,1,4,10,7.782709969,5.080353221
4,1,4,20,8.21162552,5.093925707
3,1,1,50,9.251482411,5.059483872
5,0,4,50,8.830730684,5.115372185
3,1,4,5,8.014260434,4.927881398
7,1,3,5,7.04617453,5.07314603
3,0,4,2,7.353587949,4.71815563
4,0,1,5,7.075885561,5.041574063
4,1,3,1,7.254650728,4.68779634
7,1,2,2,6.775695869,4.998378999
3,1,3,2,7.881933754,4.679288806
4,0,4,20,7.958239493,5.096536076
6,0,3,1,6.24014257,4.894785504
7,0,2,20,7.739753612,5.115354732
4,0,3,5,7.075885561,5.041577674
7,0,2,2,6.290129465,5.022484651
7,1,2,10,7.408083432,5.099070723
3,1,2,20,8.548710187,5.046250314
3,1,1,1,7.836833049,4.309193816
6,1,2,100,9.740247934,5.121424796
5,1,4,2,7.035667894,4.953555274
5,1,4,20,8.059182199,5.107607992
3,1,2,100,9.965784285,5.066154451
3,1,2,2,7.881933754,4.679288806
6,1,2,1,6.771370616,4.850979895
4,0,1,2,6.812883235,4.915280585
4,0,4,10,7.429866991,5.085425876
5,1,2,2,7.035667894,4.953555274
7,1,3,1,6.673217192,4.878750454
3,0,1,100,9.858304322,5.066162087
5,0,2,5,6.849711592,5.068121424
6,0,3,2,6.376724488,5.00769312
3,0,2,100,9.858304322,5.066162087
3,1,3,50,9.251482411,5.059483872
5,0,3,50,8.830730684,5.115372185
6,1,1,2,6.867254025,4.983722136
6,0,1,100,9.682815552,5.121427207
