F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
1,1,0,0,0,0,0,1,1,50,60,6,5,4,130.636
1,1,1,0,0,0,0,0,1,45,80,2,3,6,77.39199999
0,1,0,0,1,0,1,0,1,90,75,2,8,16,378.134
0,1,1,0,1,0,0,0,1,45,80,5,3,6,84.601
1,1,0,1,0,1,0,0,1,60,65,2,6,7,145.45
1,1,0,0,0,0,1,0,1,90,10,6,5,4,136.907
0,1,0,0,1,0,1,0,1,50,70,3,7,5,116.545
1,1,1,1,0,0,0,0,1,70,45,2,7,5,101.351
0,1,1,0,1,0,0,0,1,60,75,4,3,6,72.739
0,1,0,1,1,0,1,0,1,90,20,0,5,7,92.639
1,1,0,1,0,0,0,1,1,65,45,8,5,4,156.131
0,1,0,0,1,0,1,0,1,50,60,5,5,5,117.736
1,1,0,0,0,1,0,0,1,40,70,7,4,7,178.459
0,1,0,1,1,0,1,0,1,75,45,5,3,5,94.888
0,1,0,1,1,0,1,0,1,90,70,0,7,17,326.423
1,1,0,0,0,0,1,0,1,85,10,7,7,4,167.852
1,1,0,1,0,0,0,1,1,60,55,0,6,5,104.743
0,1,0,1,1,0,1,0,1,65,55,8,1,6,132.148
0,1,0,0,1,0,1,0,1,50,50,1,3,7,82.57799999
1,1,0,0,0,1,0,0,1,40,50,6,4,501,11239.39
0,1,0,0,1,1,0,0,1,55,80,0,2,44,254.189
1,1,0,0,0,0,0,1,1,85,60,6,7,5,201.664
1,1,0,0,0,0,1,0,1,50,60,1,6,6,137.252
0,1,0,0,1,0,0,1,1,75,15,7,7,4,133.044
1,1,0,0,0,1,0,0,1,85,55,8,8,12,422.117
0,1,0,1,1,0,0,1,1,45,60,4,1,6,74.109
1,1,0,1,0,1,0,0,1,45,80,6,8,6,188.48
0,1,0,1,1,0,1,0,1,50,65,6,3,6,121.378
0,1,0,0,1,0,1,0,1,30,85,6,0,9,134.518
0,1,0,1,1,0,1,0,1,75,45,8,6,5,154.874
0,1,0,0,1,0,0,1,1,15,80,0,4,39,410.526
0,1,1,1,1,0,0,0,1,80,15,1,6,8,108.593
1,1,0,1,0,1,0,0,1,65,80,4,1,13,197.755
1,1,0,0,0,0,1,0,1,30,80,4,0,11,162.934
1,1,0,0,0,0,0,1,1,25,65,3,7,7,217.208
0,1,0,1,1,0,0,1,1,30,85,3,3,8,112.811
0,1,0,1,1,1,0,0,1,90,30,6,4,10,177.808
0,1,0,1,1,1,0,0,1,40,75,5,0,12,117.857
0,1,0,1,1,1,0,0,1,75,75,5,4,10,154.69
1,1,0,1,0,1,0,0,1,5,90,4,8,199,5367.148
1,1,0,0,0,0,1,0,1,20,85,2,6,11,278.354
1,1,0,0,0,1,0,0,1,75,45,2,8,7,157.383
1,1,1,1,0,0,0,0,1,60,45,3,0,6,56.481
1,1,0,0,0,1,0,0,1,60,75,2,0,27,202.163
1,1,0,1,0,1,0,0,1,55,65,3,6,7,154.666
1,1,1,1,0,0,0,0,1,60,75,2,2,6,66.57099999
0,1,1,1,1,0,0,0,1,55,55,2,6,6,84.759
1,1,0,1,0,0,0,1,1,65,30,6,1,5,115.69
1,1,0,1,0,1,0,0,1,60,45,0,6,9,134.422
1,1,0,1,0,0,0,1,1,80,45,2,2,5,80.425
1,1,0,0,0,0,1,0,1,65,65,4,5,5,147.527
1,1,0,0,0,1,0,0,1,65,40,8,0,8,160.206
0,1,0,1,1,0,1,0,1,35,85,4,5,7,140.967
1,1,0,1,0,0,1,0,1,55,40,4,1,6,152.453
1,1,0,1,0,0,0,1,1,60,35,8,2,4,124.283
1,1,1,0,0,0,0,0,1,90,70,4,7,8,219.455
1,1,0,1,0,1,0,0,1,40,60,1,6,9,155.894
0,1,0,1,1,0,1,0,1,85,65,4,4,8,162.133
0,1,1,0,1,0,0,0,1,85,80,5,3,19,252.452
1,1,0,1,0,0,1,0,1,40,80,5,4,6,165.375
0,1,0,1,1,0,1,0,1,40,90,6,0,6,90.458
1,1,0,0,0,0,0,1,1,90,10,3,5,4,105.141
1,1,0,0,0,1,0,0,1,85,75,1,4,58,785.463
0,1,0,0,1,1,0,0,1,20,90,6,7,501,10479.67
0,1,1,1,1,0,0,0,1,45,70,3,7,5,86.533
1,1,1,1,0,0,0,0,1,50,55,3,4,5,81.468
0,1,1,0,1,0,0,0,1,75,85,5,4,11,164.917
0,1,0,0,1,0,0,1,1,70,60,4,7,5,136.24
1,1,0,0,0,0,1,0,1,25,90,1,7,5,127.88
0,1,0,1,1,0,0,1,1,55,45,6,5,4,98.943
0,1,0,0,1,0,0,1,1,80,55,5,4,4,83.48299999
1,1,0,0,0,0,0,1,1,85,60,1,6,7,178.644
0,1,1,0,1,0,0,0,1,85,10,8,0,41,583.183
0,1,0,0,1,1,0,0,1,40,55,3,3,29,324.244
1,1,1,1,0,0,0,0,1,45,75,7,0,5,80.642
0,1,0,0,1,0,0,1,1,80,15,0,3,8,88.792
1,1,0,0,0,1,0,0,1,70,90,8,1,501,10234.043
1,1,0,1,0,0,1,0,1,65,35,8,3,4,134.572
0,1,0,1,1,0,0,1,1,90,65,1,8,10,204.662
0,1,0,0,1,1,0,0,1,90,5,1,3,501,4515.491
0,1,0,1,1,0,0,1,1,90,45,0,7,8,136.748
0,1,0,1,1,1,0,0,1,50,80,4,3,9,117.439
0,1,0,1,1,0,0,1,1,30,80,7,1,7,128.02
0,1,1,0,1,0,0,0,1,45,90,3,3,7,74.782
0,1,0,0,1,0,1,0,1,15,75,7,8,4,135.619
0,1,0,0,1,1,0,0,1,35,65,2,1,28,205.079
0,1,0,0,1,1,0,0,1,75,50,6,2,8,112.432
0,1,0,0,1,0,1,0,1,60,70,2,3,7,89.21200001
0,1,0,0,1,1,0,0,1,65,65,7,0,8,113.367
1,1,0,1,0,0,0,1,1,10,80,2,5,5,117.145
0,1,0,0,1,0,1,0,1,90,75,0,5,30,376.128
1,1,0,0,0,1,0,0,1,40,60,8,8,7,245.897
0,1,0,1,1,0,1,0,1,80,15,6,0,5,86.713
0,1,1,1,1,0,0,0,1,75,15,2,3,9,91.726
0,1,1,1,1,0,0,0,1,70,20,7,8,5,125.967
1,1,0,1,0,1,0,0,1,50,45,7,3,7,157.218
0,1,0,1,1,0,1,0,1,40,65,8,1,6,121.162
0,1,0,0,1,0,0,1,1,80,85,8,2,16,362.69
1,1,0,0,0,1,0,0,1,85,10,0,3,196,1862.544
1,1,0,0,0,1,0,0,1,55,60,7,7,6,194.285
1,1,0,1,0,1,0,0,1,70,75,0,2,31,235.764
1,1,0,1,0,0,0,1,1,70,25,7,5,4,155.948
1,1,1,1,0,0,0,0,1,25,85,0,7,6,97.23499999
0,1,0,0,1,0,1,0,1,10,85,5,6,29,716.221
1,1,0,0,0,1,0,0,1,55,65,1,4,8,111.091
0,1,0,1,1,0,1,0,1,80,25,6,4,5,117.739
0,1,0,1,1,1,0,0,1,75,60,5,4,8,133.223
1,1,0,1,0,0,1,0,1,65,80,1,0,40,284.479
1,1,0,0,0,1,0,0,1,35,75,8,2,8,180.573
0,1,0,0,1,0,1,0,1,80,85,2,1,50,456.834
0,1,0,0,1,0,0,1,1,50,65,6,1,5,80.146
0,1,0,1,1,0,0,1,1,90,45,6,2,5,96.145
0,1,0,0,1,1,0,0,1,65,85,2,2,54,454.152
0,1,0,1,1,0,1,0,1,70,30,7,4,5,128.067
0,1,0,1,1,1,0,0,1,75,90,1,6,46,587.768
0,1,0,0,1,0,0,1,1,80,10,8,0,4,88.553
1,1,1,0,0,0,0,0,1,65,30,8,8,5,165.31
0,1,0,0,1,0,0,1,1,55,90,4,6,4,86.663
0,1,0,0,1,0,0,1,1,60,60,3,2,5,64.158
1,1,0,1,0,1,0,0,1,55,85,8,6,7,219.96
0,1,0,0,1,0,1,0,1,90,50,5,3,6,129.542
1,1,1,0,0,0,0,0,1,75,35,8,1,6,118.472
1,1,0,1,0,0,0,1,1,90,60,7,0,7,168.501
1,1,0,1,0,0,1,0,1,75,60,1,1,14,147.205
1,1,0,0,0,1,0,0,1,40,70,3,1,12,135.461
1,1,0,1,0,0,1,0,1,50,40,8,4,4,142.428
1,1,0,0,0,0,1,0,1,50,40,3,8,5,174.098
0,1,0,0,1,0,1,0,1,85,10,4,4,4,86.839
0,1,1,0,1,0,0,0,1,30,75,3,6,7,108.418
1,1,1,0,0,0,0,0,1,65,50,8,2,5,109.796
0,1,1,0,1,0,0,0,1,25,80,2,3,13,129.837
0,1,1,1,1,0,0,0,1,85,80,0,2,28,169.326
0,1,0,1,1,1,0,0,1,70,70,1,6,10,133.813
1,1,0,0,0,0,0,1,1,35,55,2,2,8,123.213
0,1,0,0,1,1,0,0,1,15,75,2,2,501,4424.21
1,1,0,1,0,1,0,0,1,85,25,3,1,29,321.855
0,1,0,1,1,0,1,0,1,80,45,7,5,5,131.299
1,1,0,1,0,0,0,1,1,70,45,4,7,4,134.97
1,1,0,0,0,1,0,0,1,70,20,5,3,501,9797.33
0,1,0,1,1,1,0,0,1,60,70,8,3,7,127.947
