Max_spout,Spliters,Counters,Throughput+,Latency-
100,6,12,47366,20.042
100,1,4,46717,22.151
1,3,9,6753.5,1.5161
1000,2,16,63510,116.06
1000,3,14,60581,167.99
1000,3,2,60799,166.47
1.00E+05,3,12,56804,806.52
100,4,10,50731,20.16
10,6,7,31102,3.1728
100,1,14,53658,17.361
1,1,15,5257.5,1.9272
1.00E+06,1,6,67297,53340
10000,3,16,57894,753.81
10,5,12,28589,3.5364
1,1,1,5434.7,1.8632
1.00E+06,4,14,55471,842.9
1000,4,12,54865,184.36
1,2,4,5775.6,1.7408
10000,1,13,64277,1595.8
10,5,13,28871,3.541
1.00E+05,1,13,65445,14273
1.00E+05,1,2,56635,16829
1,4,10,6328.6,1.6178
1.00E+06,4,10,54489,824.36
1.00E+06,6,12,45814,514.16
10,4,15,29159,3.4936
1.00E+05,5,12,58277,825.91
1.00E+05,4,9,52139,816.63
1.00E+06,4,3,37308,963.54
1.00E+05,5,5,44880,841.33
100,4,7,54730,18.332
1.00E+05,5,8,53160,868.4
1,5,17,6394.5,1.6168
10000,6,11,46686,513.58
1000,6,17,44658,195.48
100,6,15,46076,19.476
100,4,16,52702,18.764
100,3,3,45752,21.69
10,4,8,29361,3.4324
1.00E+05,6,16,47476,535.45
1.00E+06,1,15,85140,40213
1,4,8,6386.8,1.531
1,2,10,5370.8,1.8457
1.00E+06,2,17,91538,37087
1000,2,18,65133,143.95
1,3,14,6560.3,1.5364
1,1,16,5283.2,1.9688
1,6,14,6914.1,1.4566
1.00E+05,5,1,28325,1347.7
1.00E+05,5,16,54569,931.08
1.00E+06,1,10,73506,40071
1000,3,12,60301,165.5
100,4,17,53212,19.881
1.00E+06,3,10,56862,827.55
1.00E+06,1,8,73308,37269
10,3,11,30027,3.3538
1.00E+05,4,13,55815,876.54
1.00E+05,4,18,52242,883.67
10000,5,4,36179,999.54
10,3,14,29954,3.3561
1,6,12,7165.7,1.4295
1,6,16,7150.8,1.4092
100,4,14,50767,19.888
100,4,15,52719,19.139
1,4,5,6869.1,1.4805
1.00E+06,4,18,55566,952.86
1.00E+05,2,6,62921,14513
10000,2,10,67768,1463.6
10000,1,8,62588,1376.4
1.00E+06,3,5,50224,838.11
100,3,18,54581,18.323
1.00E+05,2,18,78561,11850
100,6,4,43909,22.236
10,4,3,30954,3.258
100,2,6,47652,21.37
10000,3,5,52020,816.86
10,5,8,30839,3.3064
1000,1,10,58738,157.47
1.00E+05,2,7,65050,11657
10,4,13,29871,3.3572
1000,3,6,56000,192.73
1,5,4,6534.9,1.5195
10,3,5,30710,3.2454
100,2,4,45332,21.875
1,2,14,5464.8,1.9197
100,3,7,49943,20.323
1,6,11,7037.9,1.4329
10,1,13,27695,3.5988
1,1,10,5481,1.9006
100,3,11,54634,18.193
1.00E+06,1,13,81950,55477
1,4,6,7207,1.4109
10000,2,18,77751,1186.4
10000,2,13,71459,387.57
1.00E+05,5,17,57302,843.75
1.00E+05,1,6,64450,15049
100,3,16,54903,18.29
10000,1,1,50789,2008.5
1.00E+05,1,10,65424,13340
100,4,11,54203,20.194
10000,3,9,57998,731.92
10000,6,1,56278,1267.7
100,3,14,55033,18.287
1.00E+06,3,2,64297,720.35
10,3,13,29956,3.3254
1.00E+05,4,12,54068,830.79
100,3,5,48057,20.875
10000,2,1,37052,2735.3
10,5,11,28365,3.4786
1000,5,2,38185,266.02
1.00E+05,4,15,55649,878.43
1000,5,18,59279,171.49
1000,1,4,52119,194.73
1,2,9,5406,1.8264
10000,5,11,56989,830.78
1.00E+06,3,1,72271,30521
1,5,10,6437.4,1.5584
1.00E+06,1,3,63021,82187
1.00E+05,4,11,55317,784.34
1,2,8,5534.4,1.8247
10,5,17,28762,3.4509
1000,6,10,45031,177.52
10000,3,4,53813,1140.1
10,3,4,32064,3.1989
10,2,1,28180,3.5385
100,3,2,51763,19.574
1.00E+06,6,3,43784,874.17
100,5,1,30879,32.695
10,2,12,30864,3.2659
1.00E+06,4,16,56789,873.29
1000,2,4,48976,203.12
100,2,3,48120,21.603
100,2,13,57293,15.94
1000,5,5,49159,205.99
1.00E+05,4,1,47322,16401
10000,3,8,58858,748.62
10,4,7,30177,3.3191
1.00E+05,3,16,59252,868.23
1.00E+06,6,1,55673,6031.5
1,6,15,7042.3,1.4358
1.00E+05,4,16,57492,860.13
1000,6,16,45229,193.45
1,3,11,6678.2,1.5247
1.00E+05,2,14,75299,10531
1.00E+05,3,1,49647,15033
1.00E+06,3,16,54812,796.91
1.00E+06,4,9,51861,857.03
100,5,16,49782,20.192
1.00E+05,2,4,51258,18328
10000,5,3,36517,981.23
1,6,2,7496.3,1.3678
10,3,2,32680,3.058
1,1,14,5042.6,1.9422
10,2,8,31045,3.2466
1000,1,12,66743,140.29
10000,6,10,45921,468.44
1.00E+05,4,6,48289,852.67
10,5,10,30269,3.3514
100,4,8,49490,20.154
1000,4,13,58388,171.97
1,3,16,6634,1.5347
100,1,1,45494,22.179
1.00E+05,2,9,70997,11549
1.00E+06,2,8,80544,30348
1000,6,13,48802,169.2
100,3,6,52614,19.297
1000,3,18,60789,167.77
1,6,17,6858.3,1.4572
10,1,1,28203,3.4546
1000,5,7,54866,194.78
1.00E+06,2,9,80590,23656
10000,3,11,58125,823.45
1.00E+05,5,13,53807,840.33
1000,4,11,57962,176.22
1.00E+06,2,10,90483,40896
10000,6,13,46248,522.78
10000,3,1,51479,1811.1
10000,3,17,55429,816.52
1000,4,18,56956,181.4
1.00E+05,1,16,63390,14063
100,4,6,49121,20.616
1.00E+06,6,16,47353,514.45
1.00E+05,3,8,57748,737.65
1.00E+06,2,5,63131,81802
10,6,5,32256,3.1328
1.00E+05,2,1,36915,25965
10000,4,3,36455,1007.8
1.00E+06,4,13,54540,792.39
10,3,18,29004,3.4422
10,2,14,29973,3.3283
1.00E+06,4,1,73975,27361
10,2,17,29708,3.3809
1.00E+06,4,4,41062,897.43
100,6,11,46910,19.079
10000,4,9,53002,914.21
1.00E+05,3,13,57626,886.67
1.00E+06,5,7,49609,887.94
1000,3,8,58304,174.86
10,5,3,28968,3.4356
10000,3,6,53857,766.41
1,1,12,5258.8,1.9272
1,3,8,6900.3,1.4368
100,5,15,52117,19.199
1.00E+06,1,4,62740,83689
10000,5,15,54627,810.04
1.00E+05,3,10,55855,791.55
100,5,4,39310,26.083
10000,4,6,47779,775.03
10000,6,4,43014,743.21
10000,5,6,49070,855.65
1.00E+06,1,1,66418,91578
1.00E+05,6,4,43977,662.96
100,1,6,51659,20.06
1.00E+05,5,15,55162,1249.1
