Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,4,2,31507,1210.1
1,2,5,5846.6,1.8195
100,3,6,52614,19.297
1,5,3,7040.8,1.446
1,2,2,5801.6,1.7259
10000,1,7,59942,1727.8
1,6,15,7042.3,1.4358
1.00E+05,6,8,47573,476.85
1.00E+05,2,3,58901,15448
1,1,8,5377.4,1.8902
100,4,15,52719,19.139
10000,5,18,55113,791.62
1000,5,16,53494,190.48
1.00E+05,2,10,64860,14685
10000,1,11,65911,1394.4
1.00E+06,5,8,53027,895.41
10000,1,8,62588,1376.4
10,6,13,30842,3.226
100,3,16,54903,18.29
100,4,7,54730,18.332
100,1,16,55413,17.56
10,4,11,29849,3.3491
1.00E+06,2,8,80544,30348
1.00E+05,2,2,47481,17940
100,3,8,53673,18.819
10000,6,10,45921,468.44
10,5,2,31548,3.1333
10,1,16,27584,3.6382
100,5,11,53875,18.737
10000,6,9,45982,489.29
10,5,9,30321,3.4058
100,1,2,46286,22.103
1.00E+06,5,4,34482,992.83
1.00E+05,3,8,57748,737.65
1.00E+05,3,5,50951,825.53
100,2,15,55625,16.808
1.00E+06,3,15,59941,860.92
1.00E+05,3,2,64186,709.56
100,2,8,47480,21.423
1.00E+06,4,14,55471,842.9
100,3,11,54634,18.193
1.00E+05,1,9,67355,14309
1000,5,5,49159,205.99
1.00E+06,5,16,52914,835.93
100,3,4,45557,23.217
10000,2,2,48986,2043.7
1,4,8,6386.8,1.531
10,5,10,30269,3.3514
10,3,5,30710,3.2454
100,6,10,45027,21.197
