Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
1,100,1,6,1,1000,8520.8,116.83
3,1000,2,6,1,10,2839.4,15685
1,1,10,2,12,10,949.81,10.91
1,100,2,1,3,10,13008,85.4
1,1,100,6,1,100,102.88,100.47
1,2,1,1,6,100,4100.6,4.8188
3,10000,3,6,1,10,7034.4,47430
1,1,3,2,6,10,1561.1,6.1697
1,1000,10,6,12,100,19966,487.25
1,1,3,3,12,1000,1979.1,5.1923
3,10000,1,2,1,10,7992,37441
3,100,1,3,1,100,8305.3,407.46
3,10,1,2,12,100,14701,21.372
3,1000,2,3,12,10,26130,1549.6
3,100,10,6,1,10,9831.8,322.92
1,2,3,6,12,1000,3199.3,8.4719
1,1000,10,2,12,1000,20505,545.25
3,1000,2,1,12,1000,16866,2826.7
3,1,1,6,12,1000,6566.4,4.674
1,2,10,3,3,1000,1772.3,10.748
1,1,10,1,3,100,877.88,10.837
1,1000,10,1,3,100,15844,669.19
1,2,2,1,1,1000,3620.8,5.6302
3,10000,100,2,6,10,10922,28380
1,1000,2,3,12,100,17478,557.7
3,1000,10,1,3,10,18370,2145.7
3,100,2,1,12,100,13918,230.95
1,10,100,2,12,1000,945.56,100.64
1,1,3,3,3,1000,2196.2,4.8299
3,10,1,2,3,1000,14441,23.766
1,2,2,1,12,10,3345.7,5.5294
1,10,1,1,3,1000,12078,8.5082
3,2,10,6,12,1000,5127.2,10.89
1,1000,10,1,12,100,17269,601.23
3,1,1,6,3,100,7277.2,4.1577
3,1000,2,1,12,10,19062,2629.6
3,10000,100,1,12,1000,7674.8,39340
3,10000,10,6,1,100,7718.5,55209
3,100,100,3,3,1000,14397,220.25
3,1,100,2,1,10,290.12,100.36
1,10000,1,3,3,1000,15749,5655.3
3,1,1,1,1,1000,6002.3,7.71
3,10000,2,6,3,1000,11324,31200
3,2,2,6,1,10,9639.5,6.5732
1,2,1,1,3,100,4303.6,4.6888
1,100,3,1,1,100,9346.5,108.16
1,1,1,1,3,100,2225.4,4.4268
3,1000,3,6,12,1000,34560,1875.4
3,2,10,2,3,100,5128.5,11.108
1,10000,1,3,12,1000,18988,4942.6
3,10000,10,3,6,100,11940,32476
1,10000,2,3,6,10,15816,5350.4
3,2,1,1,6,100,9352.1,6.9732
1,10,3,2,6,10,11974,9.8717
1,2,2,1,3,10,3706.6,5.3713
1,2,3,6,12,100,3488.3,5.7968
3,1000,3,1,3,1000,19472,2559.3
3,100,3,6,12,10,19718,183.95
3,1,100,3,1,10,267.56,100.31
3,1,2,2,3,10,5931.1,6.9981
1,1000,10,2,1,10,9389.5,1109.1
1,10,3,2,3,100,11904,8.2459
3,10000,3,3,3,100,8207.6,27054
1,1000,100,3,1,100,10447,1040.9
1,10,1,1,6,100,11508,9.0342
3,1,2,1,3,100,5484.5,5.6365
1,2,10,2,12,1000,1722.9,11.699
1,10,3,6,6,1000,11394,9.6819
1,1,10,3,3,1000,912,10.827
3,2,3,6,12,10,8141.4,7.1667
3,1,3,2,1,100,5443,5.8861
1,100,2,6,12,10,14892,71.85
1,1000,2,2,12,10,20572,518.32
1,10,100,3,1,1000,896.38,112.39
3,10000,3,6,6,10,8407.4,47615
1,10000,1,3,3,100,15469,6438.3
3,1000,3,2,3,100,16991,2309.4
1,1,1,3,1,10,3052.8,3.5077
1,10,10,1,1,10,5964.3,18.788
1,10000,2,6,6,10,26797,3672.4
