Width,Complexity,Fifo,Multiplier,Energy-,Inv_runtime-
4,1,2,50,9.037629313,5.100760951
3,1,1,100,9.965784285,5.066154451
4,0,4,2,6.812883235,4.915289944
3,0,4,2,7.353587949,4.71815563
4,0,1,2,6.812883235,4.915280585
3,0,2,50,9.069460509,5.061161897
6,1,4,10,7.466488455,5.097368445
5,1,4,2,7.035667894,4.953555274
3,1,2,100,9.965784285,5.066154451
4,1,2,1,7.254650728,4.68779634
3,0,3,50,9.069460509,5.061161897
3,0,2,5,7.540786742,4.946186618
7,0,2,50,8.780969477,5.120554394
6,0,2,1,6.24014257,4.894785504
5,0,3,20,7.834932386,5.110228707
3,0,1,100,9.858304322,5.066162087
7,1,3,20,7.937150152,5.112800375
5,1,1,10,7.578999076,5.093870967
4,0,1,100,9.746890481,5.104194403
3,1,1,50,9.251482411,5.059483872
3,1,3,100,9.965784285,5.066154451
3,1,4,50,9.251482411,5.059483872
7,0,1,5,6.656067274,5.083255384
5,0,4,100,9.702370112,5.117968127
4,0,3,5,7.075885561,5.041577674
6,0,4,5,6.722670938,5.07987808
6,0,4,50,8.797687462,5.118824889
6,0,4,10,7.162582668,5.102447958
6,0,1,50,8.797687462,5.118824889
5,1,3,5,7.2638701,5.058114363
7,1,2,10,7.408083432,5.099070723
7,1,2,20,7.937150152,5.112800375
3,1,2,50,9.251482411,5.059483872
7,0,2,10,7.113783832,5.104157682
6,1,1,2,6.867254025,4.983722136
6,1,4,1,6.771370616,4.850979895
4,1,1,50,9.037629313,5.100760951
3,0,3,5,7.540786742,4.946186618
4,0,1,10,7.429866991,5.085429501
3,1,1,20,8.548710187,5.046250314
7,1,3,50,8.880039571,5.119684617
6,1,4,50,8.902718788,5.117955552
5,1,1,50,8.947271652,5.114503927
4,0,3,10,7.429866991,5.085429403
3,0,2,100,9.858304322,5.066162087
7,1,2,1,6.673217192,4.878750454
7,0,1,20,7.739753612,5.115354732
6,0,3,1,6.24014257,4.894785504
4,0,4,20,7.958239493,5.096536076
4,0,3,100,9.746890481,5.104194403
4,1,4,10,7.782709969,5.080353221
4,0,2,20,7.958239493,5.096536076
4,0,1,1,6.713338396,4.726862484
6,1,1,20,7.978390142,5.111081381
4,1,4,50,9.037629313,5.100760951
4,0,2,1,6.713324647,4.726992878
6,1,2,5,7.121688916,5.0697917
5,0,1,5,6.849711592,5.068119779
3,0,1,10,7.807606084,5.029864975
5,0,4,10,7.256642729,5.099033291
