Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
1,2,12,1.05E+06,2048,19935,51.311
1,1,12,1.05E+07,1024,14971,64.789
1,3,1,5.24E+06,2048,8404,114.93
2,6,6,1.05E+06,2048,13047,147.88
2,1,2,1.05E+06,2048,11488,172.87
3,6,12,1.05E+06,1024,18708,165.25
2,2,6,1.05E+06,2048,12532,153.15
3,2,3,1.05E+06,2048,12555,244.31
3,1,9,1.05E+08,1024,12282,240.34
1,6,1,1.05E+08,512,8592.3,108.42
3,3,12,1.05E+06,1024,18529,167.39
3,2,12,1.05E+08,1024,15825,185.04
2,6,6,1.05E+06,512,13087,151.11
3,1,2,5.24E+06,2048,11409,264.59
3,2,2,5.24E+06,1024,11615,265.34
2,1,2,1.05E+08,2048,11417,172.71
1,1,2,1.05E+08,512,10979,89.199
3,1,1,1.05E+07,2048,7999.9,384.8
1,6,2,5.24E+06,2048,11957,81.386
3,3,3,2.62E+05,2048,13318,224.17
1,3,1,1.05E+06,512,8556.9,111.33
2,2,2,1.05E+06,512,12240,163.52
1,1,12,1.05E+06,512,15001,66.233
2,6,12,1.05E+07,512,15587,129.74
3,3,2,1.05E+08,1024,11528,266.13
2,2,3,1.05E+08,512,12549,167.05
3,3,1,1.05E+07,1024,8393.1,360.55
3,3,12,1.05E+07,512,17364,176.14
3,6,12,1.05E+07,1024,18343,159.53
1,1,12,2.62E+05,2048,14905,64.588
1,3,9,1.05E+07,512,12856,72.372
2,3,1,1.05E+06,2048,9682.5,200.58
2,3,2,5.24E+06,1024,11639,172.21
2,2,6,1.05E+08,1024,12605,159.36
2,3,3,2.62E+05,512,11589,172.21
3,1,9,2.62E+05,2048,12150,243.51
3,2,2,2.62E+05,1024,11521,273.84
3,1,1,2.62E+05,512,7730.2,405.5
3,6,9,2.62E+05,2048,17030,177.82
1,2,3,2.62E+05,2048,14302,67.396
1,1,2,1.05E+08,2048,10620,92.693
2,2,9,5.24E+06,512,14284,143.69
3,3,6,1.05E+07,2048,15446,200.21
1,2,12,5.24E+06,512,20591,47.387
2,3,2,1.05E+06,512,11316,172.47
1,3,2,1.05E+06,512,11641,83.951
1,1,1,1.05E+07,512,9083.2,106.7
3,3,12,1.05E+08,2048,18140,169.91
