F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
1,1,0,1,0,0,0,1,1,70,90,8,8,4,180.471
1,1,0,0,0,1,0,0,1,65,55,6,2,7,135.503
1,1,1,1,0,0,0,0,1,85,60,0,2,10,76.111
0,1,0,1,1,1,0,0,1,80,50,3,5,9,142.247
0,1,1,0,1,0,0,0,1,65,35,0,7,9,109.3
0,1,0,1,1,0,0,1,1,50,80,2,6,5,97.08399999
0,1,0,1,1,1,0,0,1,50,50,2,7,9,146.925
0,1,0,0,1,0,1,0,1,85,75,0,5,19,242.991
1,1,0,0,0,1,0,0,1,70,35,8,2,8,180.683
0,1,0,0,1,0,1,0,1,65,40,7,5,4,119.093
1,1,0,1,0,0,0,1,1,70,25,0,6,6,129.822
0,1,1,0,1,0,0,0,1,60,70,8,7,5,120.481
1,1,0,0,0,0,1,0,1,70,90,1,7,5,125.429
1,1,1,1,0,0,0,0,1,40,55,3,1,6,64.762
0,1,1,1,1,0,0,0,1,55,90,6,2,5,67.531
0,1,0,0,1,0,0,1,1,85,50,8,5,4,120.161
0,1,0,1,1,1,0,0,1,90,70,6,5,17,354.369
1,1,0,1,0,0,0,1,1,65,55,4,5,4,112.079
1,1,0,1,0,0,1,0,1,75,70,8,0,7,190.773
0,1,1,1,1,0,0,0,1,65,60,4,8,5,102.235
0,1,0,0,1,1,0,0,1,20,85,1,1,129,757.381
1,1,0,0,0,1,0,0,1,55,60,5,2,7,118.16
1,1,0,1,0,1,0,0,1,80,25,1,7,15,288.695
0,1,1,1,1,0,0,0,1,75,75,5,0,8,79.38700001
1,1,0,0,0,1,0,0,1,20,90,1,6,501,8406.053
0,1,1,1,1,0,0,0,1,70,90,2,1,11,74.343
1,1,0,0,0,0,1,0,1,65,75,0,5,7,129.928
1,1,1,0,0,0,0,0,1,60,50,3,7,5,106.937
0,1,0,1,1,0,1,0,1,30,65,0,6,12,178.073
1,1,1,0,0,0,0,0,1,55,75,7,5,5,124.495
1,1,0,1,0,0,0,1,1,20,85,5,3,11,268.244
1,1,1,1,0,0,0,0,1,85,15,0,6,8,122.736
0,1,0,1,1,0,0,1,1,10,90,6,7,4,115.737
0,1,0,0,1,0,1,0,1,20,75,8,1,11,227.828
1,1,1,0,0,0,0,0,1,55,45,2,4,6,90.543
1,1,0,1,0,1,0,0,1,85,10,1,1,309,2371.872
0,1,1,0,1,0,0,0,1,70,90,6,3,11,163.989
0,1,1,0,1,0,0,0,1,90,60,3,8,7,124.17
1,1,0,1,0,1,0,0,1,35,80,1,8,9,188.608
1,1,0,0,0,0,1,0,1,90,15,0,8,5,141.103
0,1,1,0,1,0,0,0,1,20,80,8,0,12,169.179
1,1,0,0,0,0,1,0,1,80,70,1,5,8,167.158
1,1,0,1,0,0,0,1,1,70,55,2,4,5,107.395
1,1,0,0,0,0,1,0,1,90,5,3,0,4,52.488
0,1,0,1,1,1,0,0,1,60,55,5,6,7,135.146
1,1,0,0,0,0,0,1,1,75,30,5,4,4,113.402
1,1,0,1,0,1,0,0,1,90,30,8,0,11,214.681
0,1,1,0,1,0,0,0,1,80,10,0,1,326,1433.796
0,1,0,1,1,0,1,0,1,55,40,7,7,5,162.101
1,1,1,0,0,0,0,0,1,90,50,6,1,6,98.945
1,1,0,0,0,0,0,1,1,80,90,5,4,4,109.519
1,1,0,0,0,0,1,0,1,40,75,4,0,8,117.783
0,1,0,0,1,0,0,1,1,35,55,7,6,5,150.823
0,1,1,0,1,0,0,0,1,80,30,8,0,8,107.047
1,1,0,0,0,0,1,0,1,65,70,7,5,5,181.761
1,1,1,1,0,0,0,0,1,80,90,8,4,6,148.931
0,1,0,0,1,0,0,1,1,5,85,2,6,4,81.125
1,1,1,0,0,0,0,0,1,55,50,0,4,7,75.947
1,1,0,0,0,1,0,0,1,75,65,8,8,6,231.089
1,1,0,0,0,1,0,0,1,80,85,1,6,53,885.315
0,1,0,1,1,0,1,0,1,50,90,6,8,5,148.867
1,1,0,0,0,0,1,0,1,10,85,4,1,60,1057.861
0,1,0,1,1,0,1,0,1,30,80,5,4,8,161.197
0,1,0,1,1,0,0,1,1,40,90,8,3,4,99.386
1,1,1,1,0,0,0,0,1,70,50,8,5,4,106.715
0,1,0,1,1,0,0,1,1,75,55,7,7,5,154.745
0,1,1,0,1,0,0,0,1,50,65,4,7,5,95.269
0,1,0,1,1,0,0,1,1,65,60,5,3,5,117.053
1,1,0,1,0,0,1,0,1,50,60,6,6,5,180.05
0,1,0,1,1,1,0,0,1,45,85,3,3,11,130.513
0,1,0,1,1,0,1,0,1,90,65,0,3,25,217.134
0,1,0,0,1,0,0,1,1,45,55,6,0,7,101.393
1,1,0,1,0,0,1,0,1,80,60,5,5,6,200.656
0,1,1,0,1,0,0,0,1,70,45,0,2,14,79.72
0,1,0,1,1,0,1,0,1,65,90,5,8,4,111.739
0,1,0,1,1,1,0,0,1,25,65,1,4,25,268.636
0,1,0,1,1,1,0,0,1,80,70,2,7,12,185.178
0,1,0,0,1,0,0,1,1,90,50,2,2,6,69.008
0,1,0,1,1,0,1,0,1,70,75,5,1,9,142.896
1,1,0,0,0,1,0,0,1,70,85,8,0,31,576.319
0,1,0,0,1,0,0,1,1,15,85,1,1,79,532.331
1,1,0,1,0,0,1,0,1,80,85,3,1,43,672.317
1,1,1,1,0,0,0,0,1,40,90,0,5,7,87.667
0,1,0,0,1,0,0,1,1,50,85,2,7,5,102.469
1,1,0,1,0,0,1,0,1,20,80,8,3,10,325.695
0,1,1,1,1,0,0,0,1,85,50,5,2,6,73.629
1,1,0,0,0,1,0,0,1,10,90,4,7,501,12659.279
0,1,0,1,1,0,0,1,1,90,70,3,1,22,259.038
1,1,0,1,0,0,1,0,1,25,65,2,6,9,240.47
1,1,0,1,0,0,1,0,1,90,75,1,2,57,717.82
0,1,0,1,1,1,0,0,1,35,85,2,6,11,162.97
1,1,0,1,0,0,1,0,1,70,25,8,8,4,194.778
1,1,0,1,0,0,1,0,1,90,20,3,5,5,146.16
1,1,0,0,0,0,0,1,1,15,85,0,6,24,462.281
0,1,0,1,1,1,0,0,1,75,65,3,2,12,135.501
1,1,1,0,0,0,0,0,1,65,40,8,4,5,127.132
1,1,0,0,0,1,0,0,1,40,55,6,8,14,433.75
0,1,0,0,1,0,1,0,1,50,65,0,4,9,99.398
0,1,0,0,1,1,0,0,1,50,80,6,7,7,147.455
1,1,0,0,0,1,0,0,1,85,80,7,7,24,758.996
1,1,0,1,0,0,1,0,1,20,80,3,7,11,336.318
0,1,1,1,1,0,0,0,1,30,75,1,5,7,80.43
1,1,0,0,0,0,0,1,1,45,80,0,2,9,86.76200001
0,1,1,0,1,0,0,0,1,50,75,5,6,5,92.534
0,1,0,0,1,1,0,0,1,15,90,3,4,501,6299.668
1,1,0,1,0,1,0,0,1,60,55,5,3,7,135.906
1,1,0,0,0,0,0,1,1,90,10,4,3,5,120.939
1,1,0,0,0,0,1,0,1,65,50,6,7,4,157.925
0,1,0,1,1,0,0,1,1,55,45,0,8,7,132.176
0,1,0,0,1,0,1,0,1,85,40,8,8,4,143.583
1,1,1,0,0,0,0,0,1,80,75,3,0,19,169.097
0,1,0,0,1,0,0,1,1,55,35,0,6,8,117.692
0,1,0,0,1,0,1,0,1,10,80,7,7,4,127.38
0,1,1,0,1,0,0,0,1,20,80,5,8,8,169.493
0,1,1,1,1,0,0,0,1,75,25,4,6,5,88.622
1,1,0,0,0,0,0,1,1,15,85,6,0,24,478.973
0,1,1,1,1,0,0,0,1,70,60,2,0,10,62.421
1,1,1,0,0,0,0,0,1,65,75,3,4,6,99.447
0,1,0,0,1,1,0,0,1,80,10,7,2,501,8243.009
0,1,0,0,1,0,0,1,1,70,70,5,1,6,88.232
0,1,0,1,1,0,1,0,1,45,55,5,8,6,172.128
1,1,0,1,0,1,0,0,1,65,50,3,3,8,123.033
1,1,0,1,0,0,0,1,1,65,65,0,4,6,98.501
1,1,0,0,0,0,0,1,1,20,75,5,8,8,297.476
1,1,1,1,0,0,0,0,1,75,25,8,2,5,112.937
1,1,1,0,0,0,0,0,1,70,90,2,2,21,224.655
1,1,0,1,0,1,0,0,1,10,85,0,6,104,1550.19
0,1,0,1,1,1,0,0,1,85,65,5,6,10,194.693
1,1,1,1,0,0,0,0,1,60,40,3,1,6,71.937
0,1,0,1,1,1,0,0,1,90,60,6,6,9,197.483
0,1,1,0,1,0,0,0,1,40,75,7,5,5,98.75200001
0,1,0,1,1,0,0,1,1,50,55,1,4,7,88.127
1,1,0,1,0,0,1,0,1,75,40,7,3,5,153.946
1,1,0,0,0,0,0,1,1,5,90,8,5,4,189.543
0,1,1,0,1,0,0,0,1,50,40,4,6,6,103.718
1,1,0,1,0,1,0,0,1,80,75,0,8,15,279.427
1,1,0,1,0,1,0,0,1,90,65,2,7,13,275.881
0,1,0,1,1,0,0,1,1,20,80,5,7,9,232.161
0,1,0,0,1,0,0,1,1,70,60,7,1,5,106.463
1,1,0,1,0,1,0,0,1,25,75,7,3,12,277.714
0,1,0,0,1,1,0,0,1,75,35,2,1,20,148.137
1,1,0,1,0,0,1,0,1,60,55,6,6,5,192.878
1,1,0,0,0,0,1,0,1,80,50,1,1,10,104.96
1,1,0,0,0,0,1,0,1,60,75,6,7,5,210.552
0,1,0,0,1,0,1,0,1,90,10,2,5,5,84.609
1,1,1,1,0,0,0,0,1,65,40,5,6,5,120.919
0,1,0,1,1,0,0,1,1,75,50,1,0,15,75.309
1,1,1,0,0,0,0,0,1,10,90,3,5,38,754.6
0,1,1,0,1,0,0,0,1,80,70,0,3,16,107.844
0,1,0,0,1,1,0,0,1,75,20,7,8,20,525.065
1,1,0,0,0,0,1,0,1,50,65,6,6,5,176.279
1,1,1,1,0,0,0,0,1,70,35,4,4,5,89.338
0,1,0,0,1,0,0,1,1,45,45,5,5,4,90.757
