Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
1,1,1,1.05E+08,1024,9333.8,102.77
3,2,3,2.62E+05,2048,12419,245.43
3,2,9,2.62E+05,1024,15383,196.52
2,2,9,5.24E+06,2048,14160,143.35
2,3,12,1.05E+07,1024,14750,133.89
2,3,9,1.05E+06,1024,14713,135.85
3,6,9,1.05E+06,2048,17086,178.92
1,1,1,1.05E+07,1024,9395.3,104.4
1,6,9,5.24E+06,1024,13238,71.228
2,6,9,1.05E+08,512,14311,141.58
1,6,6,5.24E+06,512,13077,73.099
2,2,1,1.05E+07,512,8517.5,236.68
3,3,2,2.62E+05,2048,11687,263.87
3,3,9,1.05E+06,512,17286,181.25
1,2,6,1.05E+07,512,16393,61.68
2,3,3,1.05E+06,1024,11724,169.37
2,1,6,2.62E+05,1024,12553,160.87
2,6,2,5.24E+06,512,11574,176.28
1,1,3,1.05E+06,512,12901,77.71
2,3,3,1.05E+08,1024,11645,171.71
2,2,1,1.05E+06,2048,8206.2,242.81
1,1,12,2.62E+05,2048,14905,64.588
1,6,9,2.62E+05,1024,12800,75.382
1,1,6,1.05E+08,1024,14207,69.085
3,1,1,2.62E+05,1024,7954.8,379.24
1,3,2,2.62E+05,512,11483,85.765
1,3,9,1.05E+07,512,12856,72.372
2,3,2,1.05E+08,512,11445,180.03
2,6,2,2.62E+05,1024,11921,170.53
1,2,3,5.24E+06,1024,14197,69.457
3,3,9,1.05E+06,1024,17049,176.54
1,2,2,1.05E+07,2048,11154,87.62
1,2,6,1.05E+06,512,17898,54.633
3,2,1,1.05E+08,1024,8153.9,380.27
3,2,12,1.05E+07,2048,15698,193.97
1,1,6,1.05E+07,2048,13955,69.705
3,2,2,1.05E+08,2048,11508,261.59
2,3,1,5.24E+06,512,9536.1,204.73
2,2,2,1.05E+07,2048,12346,165.31
1,6,2,2.62E+05,2048,11739,82.245
3,3,6,1.05E+06,1024,15572,195.33
3,1,12,2.62E+05,512,12289,236.69
2,2,12,1.05E+08,1024,14810,139.85
1,2,12,1.05E+06,512,20495,49.017
1,1,3,1.05E+08,512,12503,80.717
2,1,1,1.05E+08,2048,8123.5,249.53
1,3,2,1.05E+07,1024,11667,82.684
1,2,9,1.05E+06,2048,19187,51.458
3,1,2,5.24E+06,1024,11326,273.88
1,2,12,1.05E+08,512,20167,49.514
1,3,3,1.05E+08,1024,12554,77.475
1,6,3,5.24E+06,2048,12062,79.76
3,3,2,1.05E+08,512,11738,259.03
1,3,9,2.62E+05,512,12585,75.039
1,3,2,5.24E+06,2048,11898,80.556
1,1,12,5.24E+06,512,15059,63.972
2,1,2,1.05E+08,512,11277,177.47
3,2,3,2.62E+05,1024,12512,242.22
2,2,1,1.05E+07,1024,8324.9,243.35
3,3,6,2.62E+05,512,15503,193.07
3,3,1,1.05E+07,512,8024.9,380.96
3,6,1,1.05E+08,1024,8444.7,361.36
3,2,1,1.05E+06,512,7982.3,378.11
2,6,2,1.05E+07,1024,11537,176.59
3,1,2,1.05E+06,512,11192,278.14
2,1,1,1.05E+07,1024,7959.8,254.98
1,2,3,2.62E+05,512,14411,69.1
1,3,12,5.24E+06,2048,13094,74.428
2,2,2,1.05E+08,512,12581,158.91
1,1,6,1.05E+08,512,13599,73.403
1,3,9,2.62E+05,1024,13058,73.809
1,6,2,1.05E+06,512,12010,79.661
1,1,3,1.05E+07,512,12597,80.093
1,1,9,1.05E+07,512,15037,64.194
3,3,12,2.62E+05,1024,18349,167.46
3,6,2,5.24E+06,512,11808,254.04
3,1,2,1.05E+06,1024,11301,275.85
1,1,2,1.05E+08,512,10979,89.199
3,6,2,1.05E+07,2048,12198,253.06
1,1,2,1.05E+06,2048,10820,93.632
2,1,2,1.05E+07,1024,11572,173.7
1,6,12,2.62E+05,1024,13628,68.597
1,1,9,1.05E+06,1024,15145,64.861
3,1,6,1.05E+06,1024,12056,246.51
2,6,6,5.24E+06,2048,13143,145.23
3,3,12,5.24E+06,512,18196,169.88
3,1,1,5.24E+06,1024,7862.6,382.13
1,3,12,2.62E+05,2048,12665,74.205
1,2,6,2.62E+05,512,16959,56.933
1,1,1,1.05E+07,512,9083.2,106.7
1,1,1,1.05E+06,2048,9453.5,101.19
2,6,3,2.62E+05,2048,12128,161.23
2,3,9,2.62E+05,512,13921,143.79
3,2,3,1.05E+06,1024,12235,246
2,6,12,1.05E+08,512,15663,125.43
2,3,1,1.05E+06,2048,9682.5,200.58
3,3,12,1.05E+07,2048,17853,173.45
1,3,6,5.24E+06,1024,12952,73.688
1,1,9,2.62E+05,1024,14719,65.299
2,2,2,1.05E+08,2048,12351,158.01
2,6,12,1.05E+07,2048,15139,131.67
1,3,2,1.05E+06,2048,11549,84.664
1,6,3,1.05E+08,512,12222,80.216
2,3,12,1.05E+07,512,14458,136.56
2,1,6,2.62E+05,512,13701,146.25
1,2,12,5.24E+06,1024,20353,48.677
1,6,1,1.05E+07,512,8543.7,109.33
1,3,9,1.05E+07,2048,12844,74.176
3,6,3,5.24E+06,2048,14130,222.3
2,6,12,5.24E+06,512,15546,131.99
2,3,12,1.05E+06,512,14019,135.04
1,6,1,1.05E+07,1024,8467.4,113.06
1,1,12,2.62E+05,512,15337,64.027
3,6,3,1.05E+07,2048,14052,211.81
2,3,6,1.05E+07,2048,13122,156.1
3,3,1,1.05E+07,1024,8393.1,360.55
2,6,6,5.24E+06,1024,13097,147.47
3,6,12,1.05E+07,2048,18422,163.12
1,6,2,1.05E+08,1024,11572,80.739
1,6,6,1.05E+06,2048,12812,73.119
3,3,2,1.05E+06,1024,11461,271.83
2,1,1,2.62E+05,512,7975.7,255.27
1,3,3,1.05E+08,2048,12229,79.703
1,2,2,1.05E+07,1024,11185,86.291
3,1,2,2.62E+05,1024,11360,266.53
1,6,2,5.24E+06,1024,11972,78.883
3,2,3,1.05E+08,2048,12315,246.59
3,3,1,2.62E+05,2048,8533,352.64
3,1,1,5.24E+06,2048,7858.1,387.38
2,1,6,1.05E+07,512,12824,156.51
2,3,6,2.62E+05,1024,12656,158.11
1,2,9,5.24E+06,512,19541,50.401
1,3,2,1.05E+08,1024,11901,81.936
1,1,2,1.05E+06,512,10750,90.004
2,2,12,1.05E+07,2048,14421,142.43
1,6,2,1.05E+06,2048,11690,83.558
1,6,12,2.62E+05,512,13418,72.155
2,1,12,1.05E+08,512,12999,152.14
2,1,2,1.05E+08,1024,11218,179.02
2,2,1,1.05E+06,1024,8442.9,239.71
2,3,2,1.05E+06,2048,11271,181.91
1,1,3,2.62E+05,2048,12463,79.078
3,2,2,2.62E+05,1024,11521,273.84
2,3,6,2.62E+05,2048,12754,152.37
1,2,9,1.05E+08,1024,19610,49.111
2,2,9,2.62E+05,1024,13630,143.3
2,3,3,2.62E+05,2048,11877,167.73
3,1,1,1.05E+06,2048,7768.4,390.46
2,1,9,1.05E+08,2048,13820,144.9
3,6,3,2.62E+05,2048,13830,219.69
3,3,9,1.05E+08,512,16949,189.3
2,1,3,1.05E+07,512,12207,166.29
3,3,3,1.05E+08,2048,13499,220.31
1,1,1,1.05E+07,2048,9314.8,102.73
2,6,12,5.24E+06,2048,15095,131.58
1,6,12,1.05E+07,1024,13987,65.751
2,2,1,1.05E+06,512,8212.6,245.08
3,1,1,2.62E+05,512,7730.2,405.5
2,1,1,1.05E+07,2048,8019.9,247.42
3,1,1,1.05E+08,2048,7752.5,401.67
1,1,12,2.62E+05,1024,15166,63.527
3,2,12,2.62E+05,2048,15494,199.53
2,2,2,5.24E+06,2048,12241,163.21
1,6,9,2.62E+05,512,13387,70.633
2,1,3,1.05E+07,1024,12599,159.83
2,6,1,1.05E+07,1024,10063,197.63
3,6,6,1.05E+06,2048,15319,194.8
3,2,1,1.05E+06,1024,8198.2,378.6
3,6,2,2.62E+05,1024,12018,247
2,2,2,1.05E+07,512,12446,161.59
1,3,2,1.05E+06,512,11641,83.951
1,6,1,2.62E+05,512,8600.9,111.07
2,2,6,1.05E+08,512,12835,153.19
1,3,9,1.05E+08,1024,12074,80.847
1,6,9,1.05E+08,2048,13778,67.548
1,6,2,5.24E+06,2048,11957,81.386
2,2,9,1.05E+07,2048,13660,141.27
1,3,9,1.05E+06,2048,12170,76.017
2,2,6,1.05E+07,1024,13154,150.98
2,3,1,1.05E+07,512,9422.9,211.82
1,1,9,1.05E+08,1024,14686,65.76
3,2,3,1.05E+07,2048,12465,243.2
2,6,6,1.05E+07,512,12992,155.41
3,2,2,5.24E+06,2048,11650,263.15
2,1,1,5.24E+06,2048,8236,241.58
2,6,3,1.05E+06,2048,11856,164.9
3,1,1,1.05E+07,1024,7926.8,378.11
1,6,3,2.62E+05,512,12456,80.408
1,3,1,1.05E+06,1024,8100,115.72
1,6,1,2.62E+05,2048,8528.8,106.99
2,1,9,2.62E+05,512,12967,150.8
1,3,12,1.05E+08,1024,12754,72.6
3,1,6,1.05E+07,512,11497,259.74
3,6,9,2.62E+05,2048,17030,177.82
3,1,9,1.05E+08,512,11939,253.39
1,1,12,1.05E+08,1024,14557,66.947
2,6,1,5.24E+06,512,9730.6,199.44
2,6,1,5.24E+06,1024,9711.3,198.34
1,3,3,1.05E+07,1024,11973,80.767
3,6,1,1.05E+07,2048,8455.1,365.67
2,2,3,1.05E+07,1024,12088,165.58
3,2,6,2.62E+05,1024,13913,214.76
2,6,12,2.62E+05,2048,15084,132.03
1,6,2,5.24E+06,512,11964,79.851
1,1,9,5.24E+06,2048,13940,72.766
1,6,1,1.05E+06,512,8584,113.32
2,3,6,1.05E+06,2048,13339,154.39
2,6,6,5.24E+06,512,12790,156.57
3,2,3,1.05E+08,512,12181,249.93
1,3,3,1.05E+07,2048,11763,81.158
3,6,2,1.05E+08,2048,12107,248.1
1,3,12,2.62E+05,1024,12305,77.264
1,2,12,2.62E+05,512,20415,47.652
2,2,3,1.05E+07,2048,12657,157.84
1,2,2,1.05E+08,1024,11067,87.06
3,1,6,1.05E+08,1024,12052,258.38
1,1,9,1.05E+07,2048,14557,69.437
2,6,2,2.62E+05,512,11742,166.74
2,2,3,1.05E+07,512,12486,163.58
3,2,6,2.62E+05,2048,14224,217.41
1,6,12,1.05E+07,512,13511,70.402
3,1,12,1.05E+08,512,12489,240.55
3,2,1,1.05E+06,2048,8333.2,371.39
3,6,2,2.62E+05,512,11627,257.8
2,3,1,1.05E+07,2048,9557.2,201.76
2,2,6,1.05E+07,2048,12322,153.88
2,1,12,5.24E+06,2048,14311,134.94
2,1,1,1.05E+06,1024,8164,246.38
1,2,2,1.05E+07,512,11302,83.442
2,1,12,1.05E+06,2048,13268,147.81
3,1,3,1.05E+08,512,11912,255.57
