F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
1,1,0,1,0,1,0,0,1,40,85,5,0,11,143.726
1,1,0,1,0,0,1,0,1,90,5,3,0,5,68.497
0,1,0,1,1,0,1,0,1,65,60,2,6,6,123.396
0,1,0,0,1,0,0,1,1,60,85,8,1,6,126.242
1,1,0,1,0,1,0,0,1,30,85,8,4,8,307.721
1,1,0,1,0,1,0,0,1,70,80,8,6,8,254.354
0,1,1,0,1,0,0,0,1,65,70,6,4,5,82.118
0,1,0,0,1,1,0,0,1,55,85,4,3,23,311.871
1,1,0,1,0,1,0,0,1,55,90,4,5,9,185.683
0,1,0,0,1,0,0,1,1,15,85,0,7,23,373.458
0,1,1,1,1,0,0,0,1,70,80,6,1,6,78.28199999
0,1,1,0,1,0,0,0,1,90,85,2,3,235,2228.125
0,1,1,1,1,0,0,0,1,80,60,1,0,21,99.393
0,1,1,0,1,0,0,0,1,10,85,1,6,47,560.641
1,1,0,0,0,0,0,1,1,80,45,7,4,4,134.476
0,1,0,0,1,1,0,0,1,80,50,4,7,8,146.991
1,1,1,1,0,0,0,0,1,70,50,3,7,4,89.066
0,1,0,0,1,1,0,0,1,25,70,5,3,28,428.931
1,1,0,0,0,0,1,0,1,70,80,5,0,9,175.507
1,1,1,0,0,0,0,0,1,90,5,0,1,501,2734.088
1,1,0,0,0,0,0,1,1,25,85,7,4,6,197.95
0,1,0,1,1,1,0,0,1,60,85,6,8,8,193.741
1,1,0,1,0,1,0,0,1,85,35,6,3,8,174.259
0,1,0,1,1,1,0,0,1,45,70,4,6,7,134.091
0,1,1,0,1,0,0,0,1,80,70,2,4,9,110.497
1,1,0,1,0,1,0,0,1,60,55,2,1,10,95.447
0,1,0,1,1,0,1,0,1,25,75,6,7,8,225.417
0,1,0,0,1,1,0,0,1,80,35,1,7,13,194.766
0,1,0,0,1,1,0,0,1,50,45,8,5,13,299.922
1,1,0,0,0,0,1,0,1,40,80,5,1,6,121.719
0,1,1,0,1,0,0,0,1,30,65,7,1,7,94.501
0,1,0,1,1,1,0,0,1,15,75,5,7,27,528.954
1,1,0,0,0,1,0,0,1,90,70,2,2,501,6332.965
1,1,0,1,0,0,0,1,1,55,65,3,3,4,81.391
0,1,0,0,1,1,0,0,1,65,25,3,6,501,8297.618
1,1,0,1,0,0,0,1,1,40,90,4,5,4,116.753
0,1,1,1,1,0,0,0,1,30,90,2,4,7,77.463
1,1,0,1,0,0,0,1,1,55,50,4,3,4,92.163
