Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
3,10,10,3,12,10,16802,19.471
1,100,2,2,3,10,14337,73.867
3,100,100,2,12,100,18448,179.31
3,1000,10,6,1,1000,2650.9,14945
3,10000,2,2,1,10,5085.8,36056
3,10000,2,1,1,10,5358.2,38451
1,1000,100,1,12,100,16292,583.63
1,10000,1,6,6,1000,29459,3223.9
3,10000,3,6,1,100,4442.8,42230
3,100,100,6,1,10,9999.8,318.11
1,100,2,2,6,100,17609,59.594
3,2,100,1,6,1000,572.88,100.65
1,100,2,3,1,10,8640.6,114.99
3,2,1,3,3,10,10600,5.8378
1,10000,100,2,3,1000,15070,8090.6
1,1000,100,6,6,100,17353,604.36
1,10,10,2,1,10,6757,15.053
3,10,1,2,6,10,15069,22.873
3,10000,1,2,1,10,7992,37441
1,100,3,6,3,10,13350,78.361
1,1000,3,3,1,10,10335,989.83
3,10000,100,3,1,1000,9763.8,38220
1,1,10,2,1,10,917.25,23.964
1,100,3,6,3,100,13079,81.517
3,1,3,1,1,10,4843.5,6.1373
3,10,2,2,12,100,15113,22.869
3,1,100,3,3,100,269.31,100.38
3,2,100,6,6,1000,583.38,100.45
3,1,10,6,6,100,2652.1,10.634
1,1,10,1,6,1000,925.75,11.217
3,10000,2,3,3,100,7105.4,40581
3,1000,2,6,6,1000,25029,1860.6
1,10000,2,6,6,10,26797,3672.4
1,10000,10,3,1,100,4852.2,16304
1,10,10,1,3,10,7597.6,13.388
3,2,1,2,1,10,9388.9,7.2082
3,10000,3,1,12,100,5273.1,37575
1,100,3,3,3,100,12454,80.868
1,100,10,3,6,1000,14830,72.388
3,10000,100,6,3,1000,6353.1,35625
1,2,10,2,6,10,1792.6,10.799
1,100,100,6,3,1000,8142.2,120.44
1,2,2,6,3,100,4134.2,4.6526
3,10,2,6,3,100,16122,19.908
1,10,100,6,12,1000,904.29,98.501
1,1,1,1,3,10,2150.4,4.4822
1,1000,10,3,3,100,16175,665.13
1,1000,3,6,3,10,17120,650.79
1,100,2,2,12,1000,21161,56.16
1,1,1,1,6,10,2215.5,4.5171
1,10,10,3,12,1000,7365.4,13.637
3,1,100,6,6,10,276.47,100.4
3,10000,3,2,12,10,14325,22456
3,10,1,6,6,100,17105,19.786
3,10,1,6,3,1000,15261,22.212
1,1,3,3,3,1000,2196.2,4.8299
3,100,100,2,6,10,16066,197.37
3,2,2,1,6,10,8675.5,7.2244
3,1000,2,3,3,10,18106,2618.9
3,2,2,1,12,10,8446.1,7.5077
3,100,100,3,6,10,16905,195.86
1,100,100,1,12,10,8875.2,113.05
1,100,100,3,12,100,8565.8,119.72
1,10000,1,1,3,10,22472,5856.1
1,10,2,2,12,1000,11108,9.9783
3,1,100,2,12,10,297.18,100.3
1,1000,1,2,6,10,18532,576.86
3,1,100,6,3,1000,278.47,100.38
1,2,100,1,3,10,204.44,101.12
3,100,2,6,1,100,9302.8,343.88
1,100,100,6,6,1000,8333.8,116.83
1,10000,3,3,6,1000,16441,6182.3
1,2,10,3,12,10,1807.3,10.796
3,1,1,1,1,10,5770.8,5.4148
3,100,10,1,1,100,8888.2,374.82
1,1,1,1,6,1000,2260.8,4.5484
3,10,100,2,6,1000,2707.8,106.15
1,1000,2,3,6,10,15742,658.42
3,1000,100,2,6,1000,25607,1586.6
3,10000,10,1,3,100,7240.8,36884
